model_key,alpha,r,L,n_max,N_in_unit_cell,U,mu,t,conserve,chi_max,svd_min,dipole_gap_def,E_GS,E_Nplus1,E_Nminus1,E_Pplus1,E_Pminus1,mu_d_plus,mu_d_minus,Delta_c,Delta_d,conv_GS,conv_Nplus1,conv_Nminus1,conv_Pplus1,conv_Pminus1,nsweeps_GS,nsweeps_Nplus1,nsweeps_Nminus1,nsweeps_Pplus1,nsweeps_Pminus1,chi_GS,chi_Nplus1,chi_Nminus1,chi_Pplus1,chi_Pminus1,all_converged
finite,1,3,80,4,80,1.0,1.0,0.25,dipole,700,1e-08,simple,-103.8757106776776,-105.11745168521199,-102.59696925403767,-103.88306163689917,nan,-0.007350959221568587,nan,0.037000416105541944,-0.007350959221568587,converged,converged,converged,converged,skipped,48,53,49,48,-1,700,700,700,700,-1,True
