r,C_nn
0.000000000000000000e+00,1.004525397348784210e+00
1.000000000000000000e+00,-4.645169718150601312e-01
2.000000000000000000e+00,-1.732790075037993205e-02
3.000000000000000000e+00,-1.684108262796879529e-02
4.000000000000000000e+00,-3.786558646533322303e-03
5.000000000000000000e+00,-1.655025350801864192e-03
6.000000000000000000e+00,-6.076151044460686990e-04
7.000000000000000000e+00,-2.510216983093727094e-04
8.000000000000000000e+00,-1.025697381225043614e-04
9.000000000000000000e+00,-3.065541078051126078e-05
1.000000000000000000e+01,1.518967816593885800e-05
1.100000000000000000e+01,4.799827426094083194e-05
1.200000000000000000e+01,7.313284778387441065e-05
1.300000000000000000e+01,9.010189149893932381e-05
1.400000000000000000e+01,1.006663768965410100e-04
1.500000000000000000e+01,1.065076753405946874e-04
1.600000000000000000e+01,1.082740672746496102e-04
1.700000000000000000e+01,1.069506037634226914e-04
1.800000000000000000e+01,1.034642268660235231e-04
1.900000000000000000e+01,9.873969988394293296e-05
2.000000000000000000e+01,9.301519473581265629e-05
2.100000000000000000e+01,8.655829803672077105e-05
2.200000000000000000e+01,7.942712142838814771e-05
2.300000000000000000e+01,7.215070266575196456e-05
2.400000000000000000e+01,6.509700499535142626e-05
2.500000000000000000e+01,5.827290182747191238e-05
2.600000000000000000e+01,5.180048213571097904e-05
2.700000000000000000e+01,4.572436579053373862e-05
2.800000000000000000e+01,3.998410592842560618e-05
2.900000000000000000e+01,3.464390895580038432e-05
3.000000000000000000e+01,2.980592629864275978e-05
3.100000000000000000e+01,2.550426764624802445e-05
3.200000000000000000e+01,2.170835013970418004e-05
3.300000000000000000e+01,1.835877867062407631e-05
3.400000000000000000e+01,1.542088409856035014e-05
3.500000000000000000e+01,1.285390807925779200e-05
3.600000000000000000e+01,1.063461340233828878e-05
3.700000000000000000e+01,8.721354783247647902e-06
3.800000000000000000e+01,7.037003926235740892e-06
3.900000000000000000e+01,5.576120410744067613e-06
4.000000000000000000e+01,4.324518982912195497e-06
4.100000000000000000e+01,3.251009378146818563e-06
4.200000000000000000e+01,2.344581521818156489e-06
4.300000000000000000e+01,1.616915480617819867e-06
4.400000000000000000e+01,1.055662446347582772e-06
4.500000000000000000e+01,6.129481811001369351e-07
4.600000000000000000e+01,2.770665954443529699e-07
4.700000000000000000e+01,2.291106060425818214e-08
4.800000000000000000e+01,-1.632574555543442330e-07
4.900000000000000000e+01,-2.943930512699921564e-07
5.000000000000000000e+01,-3.811693378708014279e-07
5.100000000000000000e+01,-4.301484253232956689e-07
5.200000000000000000e+01,-4.514992157922392835e-07
5.300000000000000000e+01,-4.519766401145375312e-07
5.400000000000000000e+01,-4.386975671621939910e-07
5.500000000000000000e+01,-4.176009600342922568e-07
5.600000000000000000e+01,-3.912716275422667422e-07
5.700000000000000000e+01,-3.624709847827034537e-07
5.800000000000000000e+01,-3.313974570318123369e-07
5.900000000000000000e+01,-2.994647481102674647e-07
6.000000000000000000e+01,-2.700957564272243872e-07
6.100000000000000000e+01,-2.467034541098200862e-07
6.200000000000000000e+01,-2.304987694046189972e-07
6.300000000000000000e+01,-2.189526080442760758e-07
