site,n
0.000000000000000000e+00,1.112053940987156597e-01
1.000000000000000000e+00,3.659309446852301306e-01
2.000000000000000000e+00,7.263409910167968331e-01
3.000000000000000000e+00,1.111258177568718697e+00
4.000000000000000000e+00,1.396856351088522352e+00
5.000000000000000000e+00,1.565832988642721801e+00
6.000000000000000000e+00,1.661415358913600260e+00
7.000000000000000000e+00,1.706975148836785472e+00
8.000000000000000000e+00,1.719292863024917795e+00
9.000000000000000000e+00,1.704275176190872099e+00
1.000000000000000000e+01,1.655604298687442855e+00
1.100000000000000000e+01,1.559321924389001968e+00
1.200000000000000000e+01,1.385910630719931147e+00
1.300000000000000000e+01,1.103814412029856307e+00
1.400000000000000000e+01,7.345260330143593697e-01
1.500000000000000000e+01,3.789175251136241984e-01
1.600000000000000000e+01,1.224257520943443922e-01
1.700000000000000000e+01,2.331639201008444892e-02
1.800000000000000000e+01,4.190289638951139213e-03
1.900000000000000000e+01,6.084833449591906668e-03
2.000000000000000000e+01,3.753364949196170280e-02
2.100000000000000000e+01,1.758137693683562430e-01
2.200000000000000000e+01,4.675094128457702447e-01
2.300000000000000000e+01,8.275174624428396353e-01
2.400000000000000000e+01,1.177714477878270438e+00
2.500000000000000000e+01,1.427539606807024075e+00
2.600000000000000000e+01,1.579318922255199542e+00
2.700000000000000000e+01,1.665399971755903819e+00
2.800000000000000000e+01,1.712773069636709389e+00
2.900000000000000000e+01,1.735328843594314385e+00
3.000000000000000000e+01,1.741182901570133001e+00
3.100000000000000000e+01,1.731516975139976822e+00
3.200000000000000000e+01,1.704006300591973666e+00
3.300000000000000000e+01,1.649372600537867495e+00
3.400000000000000000e+01,1.551847235655743118e+00
3.500000000000000000e+01,1.381064396653335580e+00
3.600000000000000000e+01,1.106074404620009943e+00
3.700000000000000000e+01,7.426398998472399926e-01
3.800000000000000000e+01,3.893716050184213850e-01
3.900000000000000000e+01,1.264941538297083001e-01
4.000000000000000000e+01,2.280221422626062949e-02
4.100000000000000000e+01,2.888076844894166186e-03
4.200000000000000000e+01,2.671422739764750445e-03
4.300000000000000000e+01,2.099018875828050426e-02
4.400000000000000000e+01,1.190926982723450600e-01
4.500000000000000000e+01,3.758348734501621990e-01
4.600000000000000000e+01,7.293274671983714930e-01
4.700000000000000000e+01,1.096726075991078853e+00
4.800000000000000000e+01,1.378310064983308214e+00
4.900000000000000000e+01,1.553605703289511197e+00
5.000000000000000000e+01,1.654096512880297132e+00
5.100000000000000000e+01,1.710811211348619798e+00
5.200000000000000000e+01,1.740499949402067426e+00
5.300000000000000000e+01,1.753558903533603663e+00
5.400000000000000000e+01,1.752782266297492786e+00
5.500000000000000000e+01,1.737932328091522871e+00
5.600000000000000000e+01,1.705059884206188814e+00
5.700000000000000000e+01,1.643075057255588556e+00
5.800000000000000000e+01,1.533389740021515069e+00
5.900000000000000000e+01,1.343248453024560307e+00
6.000000000000000000e+01,1.043561371662407700e+00
6.100000000000000000e+01,6.717480196733901510e-01
6.200000000000000000e+01,3.254178416592261591e-01
6.300000000000000000e+01,9.317526075262068386e-02
6.400000000000000000e+01,1.449685639053108037e-02
6.500000000000000000e+01,1.366504214099892702e-03
6.600000000000000000e+01,1.188338006130539373e-03
6.700000000000000000e+01,1.298876344972088072e-02
6.800000000000000000e+01,8.719774774276835283e-02
6.900000000000000000e+01,3.140867166585946668e-01
7.000000000000000000e+01,6.569863218818640105e-01
