r,C_n
0.000000000000000000e+00,9.940457754726431006e+00
1.000000000000000000e+00,-1.916893064225590138e+00
2.000000000000000000e+00,-5.174711353705127692e+00
3.000000000000000000e+00,-2.125473735174736589e+00
4.000000000000000000e+00,-1.931406157059974760e+00
5.000000000000000000e+00,-1.714534524631822876e+00
6.000000000000000000e+00,-1.601988474697208176e+00
7.000000000000000000e+00,-1.514624910713592953e+00
8.000000000000000000e+00,-1.444797616248230554e+00
9.000000000000000000e+00,-1.383325805138447606e+00
1.000000000000000000e+01,-1.326512228164354212e+00
1.100000000000000000e+01,-1.273242931469241057e+00
1.200000000000000000e+01,-1.223817827865467223e+00
1.300000000000000000e+01,-1.178947260329010760e+00
1.400000000000000000e+01,-1.139474209108563230e+00
1.500000000000000000e+01,-1.106282741068945086e+00
1.600000000000000000e+01,-1.080193745277348683e+00
1.700000000000000000e+01,-1.061922238548810071e+00
1.800000000000000000e+01,-1.054067598473565681e+00
1.900000000000000000e+01,-1.052096250852571302e+00
2.000000000000000000e+01,-1.056456840486262649e+00
2.100000000000000000e+01,-1.064001583128600714e+00
2.200000000000000000e+01,-1.072605567140662686e+00
2.300000000000000000e+01,-1.080736438668736810e+00
2.400000000000000000e+01,-1.087458353427010138e+00
2.500000000000000000e+01,-1.092366864573030227e+00
2.600000000000000000e+01,-1.095479999560311057e+00
2.700000000000000000e+01,-1.097064705387353456e+00
2.800000000000000000e+01,-1.097493069391866527e+00
2.900000000000000000e+01,-1.097145324074247696e+00
3.000000000000000000e+01,-1.096360027248202584e+00
3.100000000000000000e+01,-1.095391704112998355e+00
3.200000000000000000e+01,-1.094376180392664821e+00
3.300000000000000000e+01,-1.093350804977454516e+00
3.400000000000000000e+01,-1.092220324142530785e+00
3.500000000000000000e+01,-1.090806767343451611e+00
3.600000000000000000e+01,-1.088873664136855268e+00
3.700000000000000000e+01,-1.086163910752524941e+00
3.800000000000000000e+01,-1.082771129311439040e+00
3.900000000000000000e+01,-1.078945517676828558e+00
4.000000000000000000e+01,-1.074279071763214688e+00
4.100000000000000000e+01,-1.069283486210082401e+00
4.200000000000000000e+01,-1.065180233642443852e+00
4.300000000000000000e+01,-1.065275849918855045e+00
4.400000000000000000e+01,-1.068556323143326381e+00
4.500000000000000000e+01,-1.080756782988906650e+00
4.600000000000000000e+01,-1.100433121575164819e+00
4.700000000000000000e+01,-1.127224911849488365e+00
4.800000000000000000e+01,-1.160611319113797890e+00
4.900000000000000000e+01,-1.199932389110195174e+00
5.000000000000000000e+01,-1.244435113798793680e+00
5.100000000000000000e+01,-1.293415433990027452e+00
5.200000000000000000e+01,-1.346387555722216689e+00
5.300000000000000000e+01,-1.403050348592962848e+00
5.400000000000000000e+01,-1.462487191859985103e+00
5.500000000000000000e+01,-1.522147989769180754e+00
5.600000000000000000e+01,-1.589720723220104048e+00
5.700000000000000000e+01,-1.658367577680763816e+00
5.800000000000000000e+01,-1.730688069937002638e+00
5.900000000000000000e+01,-1.819447974391408707e+00
6.000000000000000000e+01,-1.916874790641720949e+00
6.100000000000000000e+01,-1.989688016601853349e+00
6.200000000000000000e+01,-2.038572525821621184e+00
