site,n
0.000000000000000000e+00,8.028835202059970977e-03
1.000000000000000000e+00,1.752891940450876651e-01
2.000000000000000000e+00,6.741957521625970839e-01
3.000000000000000000e+00,9.926775693357430264e-01
4.000000000000000000e+00,1.286761892227332282e+00
5.000000000000000000e+00,1.486058204049942155e+00
6.000000000000000000e+00,1.597099111089387069e+00
7.000000000000000000e+00,1.654313462397841494e+00
8.000000000000000000e+00,1.673701719582486591e+00
9.000000000000000000e+00,1.671738330549949358e+00
1.000000000000000000e+01,1.650617250817707049e+00
1.100000000000000000e+01,1.590581442710496729e+00
1.200000000000000000e+01,1.473491719368985819e+00
1.300000000000000000e+01,1.270082826124741215e+00
1.400000000000000000e+01,9.735411380071679055e-01
1.500000000000000000e+01,6.586661585255627616e-01
1.600000000000000000e+01,1.559103008580128569e-01
1.700000000000000000e+01,6.879701247350370440e-03
1.800000000000000000e+01,3.405812753228344204e-04
1.900000000000000000e+01,5.875060298760270087e-04
2.000000000000000000e+01,1.398656297470779811e-02
2.100000000000000000e+01,2.390986497072554451e-01
2.200000000000000000e+01,7.110784283178355203e-01
2.300000000000000000e+01,1.041073508193326003e+00
2.400000000000000000e+01,1.328545264642610801e+00
2.500000000000000000e+01,1.515442556601922064e+00
2.600000000000000000e+01,1.616564345489796883e+00
2.700000000000000000e+01,1.666937385313434161e+00
2.800000000000000000e+01,1.689990098357038617e+00
2.900000000000000000e+01,1.692642729611363750e+00
3.000000000000000000e+01,1.683029032088087185e+00
3.100000000000000000e+01,1.657006021708171239e+00
3.200000000000000000e+01,1.595313546202711041e+00
3.300000000000000000e+01,1.476865551774889207e+00
3.400000000000000000e+01,1.272849023895491039e+00
3.500000000000000000e+01,9.748757338836182562e-01
3.600000000000000000e+01,6.577461591759834469e-01
3.700000000000000000e+01,1.577863590447154962e-01
3.800000000000000000e+01,7.255674859751393493e-03
3.900000000000000000e+01,4.331968729904916407e-04
4.000000000000000000e+01,1.029848270911227354e-03
4.100000000000000000e+01,2.498745350060610840e-02
4.200000000000000000e+01,3.223389674984465381e-01
4.300000000000000000e+01,7.534364591475057882e-01
