site,n
0.000000000000000000e+00,6.150358023273037877e-02
1.000000000000000000e+00,2.542833831093728736e-01
2.000000000000000000e+00,5.785076863323330709e-01
3.000000000000000000e+00,9.428519114391756828e-01
4.000000000000000000e+00,1.258846585121085937e+00
5.000000000000000000e+00,1.468234210816518281e+00
6.000000000000000000e+00,1.594662890041546710e+00
7.000000000000000000e+00,1.665408622050148058e+00
8.000000000000000000e+00,1.702103642212005052e+00
9.000000000000000000e+00,1.716579202267333182e+00
1.000000000000000000e+01,1.713604701739411595e+00
1.100000000000000000e+01,1.692413039414655707e+00
1.200000000000000000e+01,1.645984059181274661e+00
1.300000000000000000e+01,1.561581905315287511e+00
1.400000000000000000e+01,1.414272627679286964e+00
1.500000000000000000e+01,1.174759015164139608e+00
1.600000000000000000e+01,8.379485365857982648e-01
1.700000000000000000e+01,4.865020409173394511e-01
1.800000000000000000e+01,1.866094938874627018e-01
1.900000000000000000e+01,3.873197071752020049e-02
2.000000000000000000e+01,4.308488418956862333e-03
2.100000000000000000e+01,3.532333096114377222e-04
2.200000000000000000e+01,1.083638039981743876e-03
2.300000000000000000e+01,1.368053925286631840e-02
2.400000000000000000e+01,9.037815195168596993e-02
2.500000000000000000e+01,3.201114958182375014e-01
2.600000000000000000e+01,6.587773653955422137e-01
2.700000000000000000e+01,1.020472158158519216e+00
2.800000000000000000e+01,1.317913037969753454e+00
2.900000000000000000e+01,1.511358542033777397e+00
3.000000000000000000e+01,1.625434482831811467e+00
3.100000000000000000e+01,1.691112973883291515e+00
3.200000000000000000e+01,1.726655591143676949e+00
3.300000000000000000e+01,1.743376690958934105e+00
3.400000000000000000e+01,1.745801506057540475e+00
3.500000000000000000e+01,1.734169837168836548e+00
3.600000000000000000e+01,1.705781540248286321e+00
3.700000000000000000e+01,1.651200156031801702e+00
3.800000000000000000e+01,1.555333294800303578e+00
3.900000000000000000e+01,1.389810215375674174e+00
4.000000000000000000e+01,1.125537053179256786e+00
4.100000000000000000e+01,7.729750434675694004e-01
4.200000000000000000e+01,4.226886891998290485e-01
4.300000000000000000e+01,1.471368005216540098e-01
4.400000000000000000e+01,2.889831634324779158e-02
4.500000000000000000e+01,4.782037568207725929e-03
4.600000000000000000e+01,5.757731628665435988e-03
4.700000000000000000e+01,3.601098972312508084e-02
4.800000000000000000e+01,1.727484898459546170e-01
4.900000000000000000e+01,4.632415655132058330e-01
5.000000000000000000e+01,8.143230664722367340e-01
5.100000000000000000e+01,1.157443654636218566e+00
5.200000000000000000e+01,1.406581484059867604e+00
5.300000000000000000e+01,1.561084097380175839e+00
5.400000000000000000e+01,1.650228781354294405e+00
5.500000000000000000e+01,1.700098846836055388e+00
5.600000000000000000e+01,1.724536113863124553e+00
5.700000000000000000e+01,1.731839389992337663e+00
5.800000000000000000e+01,1.723648617274715855e+00
5.900000000000000000e+01,1.698047517620509206e+00
6.000000000000000000e+01,1.646127177172237888e+00
6.100000000000000000e+01,1.553764597922683954e+00
