site,n
0.000000000000000000e+00,1.046147688958964928e+00
1.000000000000000000e+00,1.577814471765834003e+00
2.000000000000000000e+00,1.902849889956383267e+00
3.000000000000000000e+00,2.070170977426699199e+00
4.000000000000000000e+00,2.141837807356729240e+00
5.000000000000000000e+00,2.167558423129902767e+00
6.000000000000000000e+00,2.172798407258587527e+00
7.000000000000000000e+00,2.169413274368562128e+00
8.000000000000000000e+00,2.162165601363459810e+00
9.000000000000000000e+00,2.152946681892252023e+00
1.000000000000000000e+01,2.142731561636367577e+00
1.100000000000000000e+01,2.132124428254920101e+00
1.200000000000000000e+01,2.121393128300435471e+00
1.300000000000000000e+01,2.110545316315799447e+00
1.400000000000000000e+01,2.099486617091841367e+00
1.500000000000000000e+01,2.088294229811358260e+00
1.600000000000000000e+01,2.077171533653722868e+00
1.700000000000000000e+01,2.066192780183695898e+00
1.800000000000000000e+01,2.055448563941307594e+00
1.900000000000000000e+01,2.045093082647226446e+00
2.000000000000000000e+01,2.035215102921987373e+00
2.100000000000000000e+01,2.025830374683060597e+00
2.200000000000000000e+01,2.016928678890026916e+00
2.300000000000000000e+01,2.008643456646406644e+00
2.400000000000000000e+01,2.001126183195410135e+00
2.500000000000000000e+01,1.994273407140765286e+00
2.600000000000000000e+01,1.987928327530309458e+00
2.700000000000000000e+01,1.982001812888310122e+00
2.800000000000000000e+01,1.976386130439229172e+00
2.900000000000000000e+01,1.971033044693180969e+00
3.000000000000000000e+01,1.965891533979635675e+00
3.100000000000000000e+01,1.960977833055254971e+00
3.200000000000000000e+01,1.956319934087518364e+00
3.300000000000000000e+01,1.952042792540192639e+00
3.400000000000000000e+01,1.948274373551623473e+00
3.500000000000000000e+01,1.944984705634249744e+00
3.600000000000000000e+01,1.942105649837326364e+00
3.700000000000000000e+01,1.939804060901705762e+00
3.800000000000000000e+01,1.938327131585628305e+00
3.900000000000000000e+01,1.937759520702972305e+00
4.000000000000000000e+01,1.938073205651499986e+00
4.100000000000000000e+01,1.939281463926115334e+00
4.200000000000000000e+01,1.941292634500634939e+00
4.300000000000000000e+01,1.943867587213661707e+00
4.400000000000000000e+01,1.946829944069768947e+00
4.500000000000000000e+01,1.950181707345474802e+00
4.600000000000000000e+01,1.953906755590691935e+00
4.700000000000000000e+01,1.957891520806510632e+00
4.800000000000000000e+01,1.962162266135466515e+00
4.900000000000000000e+01,1.966817377747445583e+00
5.000000000000000000e+01,1.971857140397124786e+00
5.100000000000000000e+01,1.977271342974221024e+00
5.200000000000000000e+01,1.983136461859538624e+00
5.300000000000000000e+01,1.989500621367205513e+00
5.400000000000000000e+01,1.996253131739370801e+00
5.500000000000000000e+01,2.003321603758410951e+00
5.600000000000000000e+01,2.010772389219160683e+00
5.700000000000000000e+01,2.018720742663733692e+00
5.800000000000000000e+01,2.027257484041411928e+00
5.900000000000000000e+01,2.036496024307711483e+00
6.000000000000000000e+01,2.046463859739656943e+00
6.100000000000000000e+01,2.056945213706688591e+00
6.200000000000000000e+01,2.067669716499870525e+00
6.300000000000000000e+01,2.078591965421961341e+00
6.400000000000000000e+01,2.089630068485624381e+00
6.500000000000000000e+01,2.100561447928650072e+00
6.600000000000000000e+01,2.111255745325423039e+00
6.700000000000000000e+01,2.121784779144491928e+00
6.800000000000000000e+01,2.132248965709908628e+00
6.900000000000000000e+01,2.142618890345189708e+00
7.000000000000000000e+01,2.152607121760989894e+00
7.100000000000000000e+01,2.161610852964813478e+00
7.200000000000000000e+01,2.168664950405542857e+00
7.300000000000000000e+01,2.171863598174031740e+00
7.400000000000000000e+01,2.166389724583348109e+00
7.500000000000000000e+01,2.140322067866624600e+00
7.600000000000000000e+01,2.068183943733363783e+00
7.700000000000000000e+01,1.900267986767639306e+00
7.800000000000000000e+01,1.574966826509889728e+00
7.900000000000000000e+01,1.044422349392163163e+00
