site,n_tilde
0.000000000000000000e+00,2.618440251807282237e+00
1.000000000000000000e+00,4.346193499781660918e+00
2.000000000000000000e+00,5.460210131969507330e+00
3.000000000000000000e+00,6.024397488989597704e+00
4.000000000000000000e+00,6.256506040397344925e+00
5.000000000000000000e+00,6.330741691054713627e+00
6.000000000000000000e+00,6.335956363489833265e+00
7.000000000000000000e+00,6.311700357212419732e+00
8.000000000000000000e+00,6.273754307213969206e+00
9.000000000000000000e+00,6.228625246717307107e+00
1.000000000000000000e+01,6.179841773186821818e+00
1.100000000000000000e+01,6.129841868938950000e+00
1.200000000000000000e+01,6.080149940110226581e+00
1.300000000000000000e+01,6.031353539942131192e+00
1.400000000000000000e+01,5.983340585251056609e+00
1.500000000000000000e+01,5.935688763124056244e+00
1.600000000000000000e+01,5.888153926173366415e+00
1.700000000000000000e+01,5.841085986090002180e+00
1.800000000000000000e+01,5.794955989934848617e+00
1.900000000000000000e+01,5.750359439489555413e+00
2.000000000000000000e+01,5.707706056249060467e+00
2.100000000000000000e+01,5.667292250655712849e+00
2.200000000000000000e+01,5.629241404602986165e+00
2.300000000000000000e+01,5.593576379579426217e+00
2.400000000000000000e+01,5.560255258306642467e+00
2.500000000000000000e+01,5.529225857886335582e+00
2.600000000000000000e+01,5.500451938709282729e+00
2.700000000000000000e+01,5.473969809880321336e+00
2.800000000000000000e+01,5.449869815886553504e+00
2.900000000000000000e+01,5.428413007916025990e+00
3.000000000000000000e+01,5.409533310110862026e+00
3.100000000000000000e+01,5.392587051442522039e+00
3.200000000000000000e+01,5.377617041472117165e+00
3.300000000000000000e+01,5.364729727351189581e+00
3.400000000000000000e+01,5.353727428106147102e+00
3.500000000000000000e+01,5.345185351544107455e+00
3.600000000000000000e+01,5.339479306277046256e+00
3.700000000000000000e+01,5.336078486012868716e+00
3.800000000000000000e+01,5.334417215974700532e+00
3.900000000000000000e+01,5.334203747625246628e+00
4.000000000000000000e+01,5.335343870260857102e+00
4.100000000000000000e+01,5.337938690733915692e+00
4.200000000000000000e+01,5.342291905443203426e+00
4.300000000000000000e+01,5.348803016358955276e+00
4.400000000000000000e+01,5.357286468648412736e+00
4.500000000000000000e+01,5.367179406856871893e+00
4.600000000000000000e+01,5.378593391804042945e+00
4.700000000000000000e+01,5.392147749579550897e+00
4.800000000000000000e+01,5.407909893092282871e+00
4.900000000000000000e+01,5.425659668988849660e+00
5.000000000000000000e+01,5.446000001626245535e+00
5.100000000000000000e+01,5.469145700151920586e+00
5.200000000000000000e+01,5.494830145902822593e+00
5.300000000000000000e+01,5.522885537209390350e+00
5.400000000000000000e+01,5.553279334678495438e+00
5.500000000000000000e+01,5.585996275221678076e+00
5.600000000000000000e+01,5.621108185749570829e+00
5.700000000000000000e+01,5.658627694270434105e+00
5.800000000000000000e+01,5.698569908298190434e+00
5.900000000000000000e+01,5.740809264013921442e+00
6.000000000000000000e+01,5.785097793657052456e+00
6.100000000000000000e+01,5.831035513795482572e+00
6.200000000000000000e+01,5.878047409282991964e+00
6.300000000000000000e+01,5.925615625639689910e+00
6.400000000000000000e+01,5.973314625512820442e+00
6.500000000000000000e+01,6.021258555454380712e+00
6.600000000000000000e+01,6.069875435226681049e+00
6.700000000000000000e+01,6.119386489118097572e+00
6.800000000000000000e+01,6.169419158937344605e+00
6.900000000000000000e+01,6.218706361455048182e+00
7.000000000000000000e+01,6.264991679575676820e+00
7.100000000000000000e+01,6.304891082564239468e+00
7.200000000000000000e+01,6.332512913204002558e+00
7.300000000000000000e+01,6.334449018943192122e+00
7.400000000000000000e+01,6.277426700174284058e+00
7.500000000000000000e+01,6.085424810451261379e+00
7.600000000000000000e+01,5.607531144472306828e+00
7.700000000000000000e+01,4.645125345788327920e+00
7.800000000000000000e+01,3.154066285598752017e+00
