r,C_n
0.000000000000000000e+00,7.197523210794379622e+00
1.000000000000000000e+00,-5.789181769320421722e-01
2.000000000000000000e+00,-3.056154219749018353e+00
3.000000000000000000e+00,-6.895134787921080033e-01
4.000000000000000000e+00,-5.793629226050001080e-01
5.000000000000000000e+00,-4.838613919571486122e-01
6.000000000000000000e+00,-4.489932636275852929e-01
7.000000000000000000e+00,-4.280324742561916196e-01
8.000000000000000000e+00,-4.151214560004561349e-01
9.000000000000000000e+00,-4.066251544276369145e-01
1.000000000000000000e+01,-4.009422719713029437e-01
1.100000000000000000e+01,-3.970896431516024450e-01
1.200000000000000000e+01,-3.944486822178703278e-01
1.300000000000000000e+01,-3.926259616632634675e-01
1.400000000000000000e+01,-3.913444361615603384e-01
1.500000000000000000e+01,-3.904085086112374370e-01
1.600000000000000000e+01,-3.896680116597011079e-01
1.700000000000000000e+01,-3.890002072280225320e-01
1.800000000000000000e+01,-3.882986698941337522e-01
1.900000000000000000e+01,-3.874484679979133261e-01
2.000000000000000000e+01,-3.861398950508956318e-01
2.100000000000000000e+01,-3.854933331909364824e-01
2.200000000000000000e+01,-3.850499293204094897e-01
2.300000000000000000e+01,-3.847498395646908875e-01
2.400000000000000000e+01,-3.845331007126873146e-01
2.500000000000000000e+01,-3.843614460847533110e-01
2.600000000000000000e+01,-3.842092802120831152e-01
2.700000000000000000e+01,-3.840606914769182367e-01
2.800000000000000000e+01,-3.839065560452823433e-01
2.900000000000000000e+01,-3.837391895420694254e-01
3.000000000000000000e+01,-3.835569936512541744e-01
3.100000000000000000e+01,-3.833583920737240192e-01
3.200000000000000000e+01,-3.831456156285071302e-01
3.300000000000000000e+01,-3.829222963491076825e-01
3.400000000000000000e+01,-3.826952700304033783e-01
3.500000000000000000e+01,-3.824748249588978410e-01
3.600000000000000000e+01,-3.822766742813996643e-01
3.700000000000000000e+01,-3.821223238025766022e-01
3.800000000000000000e+01,-3.820381243182850994e-01
3.900000000000000000e+01,-3.820581563298688366e-01
4.000000000000000000e+01,-3.822242528869992384e-01
4.100000000000000000e+01,-3.825927757141585062e-01
4.200000000000000000e+01,-3.836776271901953805e-01
4.300000000000000000e+01,-3.847025018957523912e-01
4.400000000000000000e+01,-3.857253939673555010e-01
4.500000000000000000e+01,-3.868459431272697202e-01
4.600000000000000000e+01,-3.881617023556316326e-01
4.700000000000000000e+01,-3.897825652201447610e-01
4.800000000000000000e+01,-3.918439714654269324e-01
4.900000000000000000e+01,-3.945175975221175690e-01
5.000000000000000000e+01,-3.980285942681405231e-01
5.100000000000000000e+01,-4.026749948214032315e-01
5.200000000000000000e+01,-4.088438534616400943e-01
5.300000000000000000e+01,-4.170174626895288839e-01
5.400000000000000000e+01,-4.277315452155008302e-01
5.500000000000000000e+01,-4.414379305974520662e-01
5.600000000000000000e+01,-4.581995298073877620e-01
5.700000000000000000e+01,-4.772333688626844150e-01
5.800000000000000000e+01,-4.965083742573028758e-01
5.900000000000000000e+01,-5.127964315917594718e-01
6.000000000000000000e+01,-5.231023721621355094e-01
6.100000000000000000e+01,-5.248088660773220226e-01
6.200000000000000000e+01,-5.181648338930600062e-01
