r,C_nn
0.000000000000000000e+00,1.063189347043453470e+00
1.000000000000000000e+00,-2.734738894202140003e-01
2.000000000000000000e+00,-1.059265131515654268e-01
3.000000000000000000e+00,-1.221712593371715450e-01
4.000000000000000000e+00,-2.057984383771582770e-02
5.000000000000000000e+00,-2.919954283715764376e-02
6.000000000000000000e+00,1.122183219851891067e-02
7.000000000000000000e+00,-1.678296686776770130e-03
8.000000000000000000e+00,3.180564349847037064e-03
9.000000000000000000e+00,2.984402959545440215e-03
1.000000000000000000e+01,1.155876079908843557e-03
1.100000000000000000e+01,1.632273756102184392e-04
1.200000000000000000e+01,1.492755941206362971e-05
1.300000000000000000e+01,6.343754552327537932e-06
1.400000000000000000e+01,2.432216605133263876e-07
1.500000000000000000e+01,-5.012360074774235841e-07
1.600000000000000000e+01,1.368895554243465540e-06
1.700000000000000000e+01,-1.269610494958328673e-06
1.800000000000000000e+01,-8.600210326115131920e-07
1.900000000000000000e+01,-1.818024437660881176e-07
2.000000000000000000e+01,2.379785386530386404e-07
2.100000000000000000e+01,4.755856877203257227e-07
2.200000000000000000e+01,5.647252709906069867e-07
2.300000000000000000e+01,4.048141328816257101e-07
2.400000000000000000e+01,2.339856695066089287e-07
2.500000000000000000e+01,7.260277534726355952e-08
2.600000000000000000e+01,-2.660434939016909084e-08
2.700000000000000000e+01,-3.125261915926103029e-08
2.800000000000000000e+01,-2.588018710447670401e-08
2.900000000000000000e+01,-2.882866456666022259e-08
3.000000000000000000e+01,-2.849902558388350826e-08
3.100000000000000000e+01,-2.660293674239255779e-08
3.200000000000000000e+01,-2.408114818663875667e-08
3.300000000000000000e+01,-1.960168116710292452e-08
3.400000000000000000e+01,-1.443201913531311220e-08
3.500000000000000000e+01,-9.330325401180061817e-09
3.600000000000000000e+01,-4.980900136786203802e-09
3.700000000000000000e+01,-1.864894905168057448e-09
3.800000000000000000e+01,-4.218003724076879735e-11
3.900000000000000000e+01,8.061484813026709162e-10
4.000000000000000000e+01,1.056140952471196215e-09
4.100000000000000000e+01,1.014089701101283936e-09
4.200000000000000000e+01,8.257412531520458288e-10
4.300000000000000000e+01,6.265676866235025955e-10
4.400000000000000000e+01,4.188827062989730621e-10
4.500000000000000000e+01,1.864832732678678440e-10
4.600000000000000000e+01,-7.613976116260801064e-11
4.700000000000000000e+01,-2.353428563139914331e-10
4.800000000000000000e+01,-2.988723157848482970e-10
4.900000000000000000e+01,-9.983464055451918284e-11
5.000000000000000000e+01,-1.490044719554273200e-11
5.100000000000000000e+01,-1.972207987199769974e-12
5.200000000000000000e+01,-1.612087199842626717e-12
5.300000000000000000e+01,-1.627475931798016973e-12
5.400000000000000000e+01,-1.651401237978689096e-12
5.500000000000000000e+01,-2.082778394196793670e-13
5.600000000000000000e+01,5.195843755245732609e-13
5.700000000000000000e+01,8.433254095052689081e-13
5.800000000000000000e+01,6.825651155395462411e-13
5.900000000000000000e+01,5.111466805374220712e-13
6.000000000000000000e+01,3.601563491884007817e-13
6.100000000000000000e+01,2.580158309228863800e-13
6.200000000000000000e+01,1.652011860642232932e-13
6.300000000000000000e+01,7.682743330406083260e-14
