r,C_d
0.000000000000000000e+00,4.083544911517618559e+00
1.000000000000000000e+00,2.269799283974919923e+00
2.000000000000000000e+00,2.168629828648063640e+00
3.000000000000000000e+00,1.895614614559508748e+00
4.000000000000000000e+00,1.299407946786169665e+00
5.000000000000000000e+00,5.715551270654833926e-01
6.000000000000000000e+00,6.457667905662005381e-02
7.000000000000000000e+00,2.679987103581298481e-03
8.000000000000000000e+00,9.024390356961615941e-10
9.000000000000000000e+00,1.352581578291311314e-09
1.000000000000000000e+01,3.506980674462346777e-08
1.100000000000000000e+01,1.853530465817882726e-07
1.200000000000000000e+01,2.129901476473209820e-07
1.300000000000000000e+01,2.016670311256573991e-07
1.400000000000000000e+01,3.663525453640692816e-07
1.500000000000000000e+01,4.689329117446245223e-07
1.600000000000000000e+01,5.733575723933675276e-07
1.700000000000000000e+01,6.333925408805507671e-07
1.800000000000000000e+01,6.740982086012656947e-07
1.900000000000000000e+01,6.959857543176272739e-07
2.000000000000000000e+01,7.076207606577955532e-07
2.100000000000000000e+01,7.129762302471517783e-07
2.200000000000000000e+01,7.132540832116803086e-07
2.300000000000000000e+01,7.084761352351429213e-07
2.400000000000000000e+01,6.962730333408363348e-07
2.500000000000000000e+01,6.652182662663844307e-07
2.600000000000000000e+01,5.952332679392192581e-07
2.700000000000000000e+01,4.671325304552106934e-07
2.800000000000000000e+01,2.978287168097952763e-07
2.900000000000000000e+01,9.470887765381853317e-08
3.000000000000000000e+01,7.129532567397521421e-09
3.100000000000000000e+01,2.161932447962550603e-10
3.200000000000000000e+01,2.287725395760602584e-12
3.300000000000000000e+01,4.203634332975857548e-11
3.400000000000000000e+01,1.016479600044606403e-09
3.500000000000000000e+01,1.194605241618494349e-08
3.600000000000000000e+01,3.414095807188727029e-08
3.700000000000000000e+01,5.230645254681961941e-08
3.800000000000000000e+01,6.554576730118113156e-08
3.900000000000000000e+01,7.226553685481803141e-08
4.000000000000000000e+01,7.527765019517597381e-08
4.100000000000000000e+01,7.632998322125255016e-08
4.200000000000000000e+01,7.642639961969420481e-08
4.300000000000000000e+01,7.579875597936593756e-08
4.400000000000000000e+01,7.388716264182393991e-08
4.500000000000000000e+01,6.883185717371943103e-08
4.600000000000000000e+01,5.797807824426784090e-08
4.700000000000000000e+01,4.067826779471152798e-08
4.800000000000000000e+01,1.955935784076420328e-08
4.900000000000000000e+01,2.707132559207715415e-09
5.000000000000000000e+01,1.272730322853992923e-10
5.100000000000000000e+01,7.724742878485157999e-12
5.200000000000000000e+01,1.488675881833267425e-11
5.300000000000000000e+01,2.202091640585785175e-10
5.400000000000000000e+01,1.607413547738944425e-09
5.500000000000000000e+01,3.476170208645760070e-09
5.600000000000000000e+01,5.013950499885251224e-09
5.700000000000000000e+01,6.009666274918020241e-09
5.800000000000000000e+01,6.470489631768306454e-09
5.900000000000000000e+01,6.649585875346996391e-09
6.000000000000000000e+01,6.713198206165057946e-09
6.100000000000000000e+01,6.708432377959476556e-09
6.200000000000000000e+01,6.617295028618297231e-09
6.300000000000000000e+01,6.363019287997841749e-09
6.400000000000000000e+01,5.801177414009386885e-09
6.500000000000000000e+01,4.660474890979114049e-09
6.600000000000000000e+01,3.074526626819697973e-09
6.700000000000000000e+01,1.135858238208106827e-09
6.800000000000000000e+01,1.012468580239773243e-10
6.900000000000000000e+01,3.814126244285448468e-12
7.000000000000000000e+01,7.531822581852862484e-14
7.100000000000000000e+01,3.612330465441210362e-14
7.200000000000000000e+01,3.326172608880481243e-13
7.300000000000000000e+01,3.109365676436017083e-12
7.400000000000000000e+01,1.146043350086753785e-11
7.500000000000000000e+01,1.891988605144576450e-11
7.600000000000000000e+01,2.468732468248029620e-11
7.700000000000000000e+01,2.791712077800974365e-11
7.800000000000000000e+01,2.934346207293013061e-11
7.900000000000000000e+01,2.995323536556962551e-11
8.000000000000000000e+01,3.018537186852925619e-11
8.100000000000000000e+01,3.017896296668364828e-11
8.200000000000000000e+01,2.994415148420666424e-11
8.300000000000000000e+01,2.933584264987967899e-11
8.400000000000000000e+01,2.790891780173359218e-11
8.500000000000000000e+01,2.467439820142469231e-11
8.600000000000000000e+01,1.887841811776943734e-11
8.700000000000000000e+01,1.137269226682006038e-11
8.800000000000000000e+01,2.913349282802340624e-12
8.900000000000000000e+01,1.851753572897354547e-13
9.000000000000000000e+01,5.970443055971941602e-15
9.100000000000000000e+01,8.037483433969596466e-17
9.200000000000000000e+01,9.093236950804883438e-17
9.300000000000000000e+01,9.372602710074604937e-16
9.400000000000000000e+01,9.538410875341626624e-15
9.500000000000000000e+01,3.576719387187301828e-14
9.600000000000000000e+01,5.906631084713956608e-14
9.700000000000000000e+01,7.705679189473255683e-14
9.800000000000000000e+01,8.710951454585540182e-14
9.900000000000000000e+01,9.154290180530786820e-14
