r,C_j
0.000000000000000000e+00,7.351548140970275647e+00
1.000000000000000000e+00,-2.705023537409377177e+00
2.000000000000000000e+00,4.752472159189352618e-01
3.000000000000000000e+00,1.791374485753425283e-01
4.000000000000000000e+00,-1.345208520368577076e-01
5.000000000000000000e+00,8.420592242898422564e-02
6.000000000000000000e+00,-5.390749287757345964e-02
7.000000000000000000e+00,2.615372468076820889e-02
8.000000000000000000e+00,-1.969449656667843218e-03
9.000000000000000000e+00,-4.497547953003666610e-03
1.000000000000000000e+01,3.319253988682824286e-03
1.100000000000000000e+01,-1.602418076248446344e-03
1.200000000000000000e+01,9.301240023473766882e-04
1.300000000000000000e+01,-4.919932036305807443e-04
1.400000000000000000e+01,-8.554779774161413997e-05
1.500000000000000000e+01,1.303450007451578685e-04
1.600000000000000000e+01,-1.185086243322697186e-04
1.700000000000000000e+01,2.228964479789041775e-05
1.800000000000000000e+01,-3.192432007881329525e-05
1.900000000000000000e+01,2.923703907975472305e-06
2.000000000000000000e+01,8.250514541563447324e-07
2.100000000000000000e+01,-5.032522880976664226e-06
2.200000000000000000e+01,1.994445065767180836e-06
2.300000000000000000e+01,-1.870776458190448466e-07
2.400000000000000000e+01,1.050048276773907219e-06
2.500000000000000000e+01,3.151992330474584492e-07
2.600000000000000000e+01,3.434816754355196622e-07
2.700000000000000000e+01,3.798055197012928375e-07
2.800000000000000000e+01,1.713505455303021563e-07
2.900000000000000000e+01,1.372301740021342198e-07
3.000000000000000000e+01,6.431129262463031182e-08
3.100000000000000000e+01,4.015530641332532014e-08
3.200000000000000000e+01,1.707282659690889659e-08
3.300000000000000000e+01,3.731389641714599748e-10
3.400000000000000000e+01,-1.715742325991698181e-09
3.500000000000000000e+01,-5.579179340742257409e-09
3.600000000000000000e+01,-5.461847640830796990e-09
3.700000000000000000e+01,-4.399510422636865314e-09
3.800000000000000000e+01,-3.649952895479202652e-09
3.900000000000000000e+01,-2.167336310421319467e-09
4.000000000000000000e+01,-1.457475473642944053e-09
4.100000000000000000e+01,-7.999541029590773178e-10
4.200000000000000000e+01,-4.097375772005307226e-10
4.300000000000000000e+01,-1.620016343295560546e-10
4.400000000000000000e+01,-2.470046389646540774e-11
4.500000000000000000e+01,4.044142798420580220e-11
4.600000000000000000e+01,6.091871451729957698e-11
4.700000000000000000e+01,5.838030059379661907e-11
4.800000000000000000e+01,5.042810613531401032e-11
4.900000000000000000e+01,3.776201573657544941e-11
5.000000000000000000e+01,2.561728607020086201e-11
5.100000000000000000e+01,1.670030780331899223e-11
5.200000000000000000e+01,9.802936240532744705e-12
5.300000000000000000e+01,5.067168906691676966e-12
5.400000000000000000e+01,2.272737553710157954e-12
5.500000000000000000e+01,6.462608226343036222e-13
5.600000000000000000e+01,-1.697531004651864350e-13
5.700000000000000000e+01,-5.500044863993025501e-13
5.800000000000000000e+01,-6.080691505871982372e-13
5.900000000000000000e+01,-5.312417172831374046e-13
6.000000000000000000e+01,-3.982369989330436510e-13
6.100000000000000000e+01,-2.955413691552166711e-13
6.200000000000000000e+01,-1.887379141862766119e-13
6.300000000000000000e+01,-1.163513729807164054e-13
6.400000000000000000e+01,-6.317169010117140715e-14
6.500000000000000000e+01,-3.042011087472928921e-14
6.600000000000000000e+01,-1.132427485117659671e-14
6.700000000000000000e+01,1.110223024625156540e-16
6.800000000000000000e+01,4.440892098500626162e-15
6.900000000000000000e+01,4.773959005888173124e-15
7.000000000000000000e+01,5.329070518200751394e-15
7.100000000000000000e+01,4.996003610813204432e-15
7.200000000000000000e+01,2.886579864025407005e-15
7.300000000000000000e+01,1.998401444325281773e-15
7.400000000000000000e+01,1.221245327087672194e-15
7.500000000000000000e+01,6.661338147750939243e-16
7.600000000000000000e+01,3.330669073875469621e-16
7.700000000000000000e+01,1.110223024625156540e-16
7.800000000000000000e+01,1.110223024625156540e-16
7.900000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+01,-1.110223024625156540e-16
8.100000000000000000e+01,-1.110223024625156540e-16
8.200000000000000000e+01,-1.110223024625156540e-16
8.300000000000000000e+01,0.000000000000000000e+00
8.400000000000000000e+01,-1.110223024625156540e-16
8.500000000000000000e+01,0.000000000000000000e+00
8.600000000000000000e+01,0.000000000000000000e+00
8.700000000000000000e+01,2.220446049250313081e-16
8.800000000000000000e+01,0.000000000000000000e+00
8.900000000000000000e+01,-1.110223024625156540e-16
9.000000000000000000e+01,0.000000000000000000e+00
9.100000000000000000e+01,0.000000000000000000e+00
9.200000000000000000e+01,0.000000000000000000e+00
9.300000000000000000e+01,1.110223024625156540e-16
9.400000000000000000e+01,1.110223024625156540e-16
9.500000000000000000e+01,0.000000000000000000e+00
9.600000000000000000e+01,-2.220446049250313081e-16
9.700000000000000000e+01,0.000000000000000000e+00
9.800000000000000000e+01,0.000000000000000000e+00
9.900000000000000000e+01,2.220446049250313081e-16
