r,C_n
0.000000000000000000e+00,3.640900220870668951e-04
1.000000000000000000e+00,8.120045726314977972e-08
2.000000000000000000e+00,7.107529443137546612e-06
3.000000000000000000e+00,-3.304584236526305274e-06
4.000000000000000000e+00,-2.665963952909933179e-05
5.000000000000000000e+00,-3.035486241097879942e-05
6.000000000000000000e+00,-5.045571806518872084e-05
7.000000000000000000e+00,-6.350639217477752757e-05
8.000000000000000000e+00,-7.236166325586207773e-05
9.000000000000000000e+00,-7.463275920757098288e-05
1.000000000000000000e+01,-7.094379003750022478e-05
1.100000000000000000e+01,-6.117654506655506759e-05
1.200000000000000000e+01,-4.430318061638912654e-05
1.300000000000000000e+01,-1.992463681523308147e-05
1.400000000000000000e+01,-4.534256657580003000e-06
1.500000000000000000e+01,-1.563060326159756118e-06
1.600000000000000000e+01,-1.269072347097582442e-06
1.700000000000000000e+01,-4.531875877253728957e-07
1.800000000000000000e+01,1.173920422320307694e-07
1.900000000000000000e+01,2.861319751990300310e-07
2.000000000000000000e+01,1.987883148109621649e-06
2.100000000000000000e+01,4.972617314547521632e-06
2.200000000000000000e+01,2.252320229262274459e-06
2.300000000000000000e+01,-1.509046889117387352e-05
2.400000000000000000e+01,-3.978359264440755640e-05
2.500000000000000000e+01,-6.059805412163667485e-05
2.600000000000000000e+01,-7.039976319755947287e-05
2.700000000000000000e+01,-7.272148079153070363e-05
2.800000000000000000e+01,-6.916738395630508789e-05
2.900000000000000000e+01,-5.743664046738952873e-05
3.000000000000000000e+01,-3.461019169055017455e-05
3.100000000000000000e+01,-1.039210443561349589e-05
3.200000000000000000e+01,-8.292514997948821631e-07
3.300000000000000000e+01,-7.340684191378243212e-07
3.400000000000000000e+01,-4.232967859587298282e-07
3.500000000000000000e+01,-1.399864201782053644e-07
3.600000000000000000e+01,-6.237196072364540446e-09
3.700000000000000000e+01,-2.274154946390567594e-10
3.800000000000000000e+01,-2.761978706491952925e-12
3.900000000000000000e+01,-8.497805791462710616e-13
4.000000000000000000e+01,-6.621120867243605412e-13
4.100000000000000000e+01,-5.142084413839063603e-12
4.200000000000000000e+01,-3.259319019104783832e-11
4.300000000000000000e+01,-5.424689006366034336e-07
4.400000000000000000e+01,-1.550704282630012247e-05
4.500000000000000000e+01,-4.429765443376325676e-05
4.600000000000000000e+01,-6.453085311632620648e-05
4.700000000000000000e+01,-7.673636198672270647e-05
4.800000000000000000e+01,-8.291836877086277216e-05
4.900000000000000000e+01,-8.485965657039924032e-05
5.000000000000000000e+01,-8.467728850938827101e-05
5.100000000000000000e+01,-8.424079198958585833e-05
5.200000000000000000e+01,-8.361330434619707562e-05
5.300000000000000000e+01,-8.053861532685523128e-05
5.400000000000000000e+01,-7.151081271053049034e-05
5.500000000000000000e+01,-5.382744716251382927e-05
5.600000000000000000e+01,-2.868684671736938460e-05
5.700000000000000000e+01,-4.350077163596229382e-06
5.800000000000000000e+01,-3.397514828284639576e-09
5.900000000000000000e+01,-2.004329265493237644e-12
6.000000000000000000e+01,-1.458478371169254217e-12
6.100000000000000000e+01,-2.324846688588327187e-13
6.200000000000000000e+01,-8.851135897991631567e-15
6.300000000000000000e+01,-2.546052892625930104e-16
6.400000000000000000e+01,-9.228744182630236785e-18
6.500000000000000000e+01,-4.370405457701471508e-18
6.600000000000000000e+01,-2.795611066589136912e-17
6.700000000000000000e+01,-8.267448141016653373e-16
6.800000000000000000e+01,-4.893414922726123384e-09
6.900000000000000000e+01,-5.936146362165882137e-06
7.000000000000000000e+01,-2.922018569314352790e-05
7.100000000000000000e+01,-5.328248145796397363e-05
7.200000000000000000e+01,-6.803895057172731735e-05
7.300000000000000000e+01,-7.706722307976180200e-05
7.400000000000000000e+01,-7.899001277941047894e-05
7.500000000000000000e+01,-7.357139711916299736e-05
7.600000000000000000e+01,-6.244651884580016375e-05
7.700000000000000000e+01,-4.437540715698990758e-05
7.800000000000000000e+01,-1.588663178132159771e-05
7.900000000000000000e+01,-4.790636912697671806e-07
8.000000000000000000e+01,-1.019356246547559186e-11
8.100000000000000000e+01,-4.562702212579372585e-15
8.200000000000000000e+01,-5.505714157152952204e-16
8.300000000000000000e+01,-2.479688953086964243e-17
8.400000000000000000e+01,-8.747335716074761298e-19
8.500000000000000000e+01,-2.489846731009115422e-19
8.600000000000000000e+01,-2.288285976787094063e-18
8.700000000000000000e+01,-1.169154494897427232e-15
8.800000000000000000e+01,-2.568237086214043841e-12
8.900000000000000000e+01,-2.004203830363289821e-07
9.000000000000000000e+01,-1.302427593811994466e-05
9.100000000000000000e+01,-4.061020813096271991e-05
9.200000000000000000e+01,-6.329019821160178014e-05
9.300000000000000000e+01,-7.707357174534766597e-05
9.400000000000000000e+01,-8.214914244235186139e-05
9.500000000000000000e+01,-8.263686654521261964e-05
9.600000000000000000e+01,-8.175331220306759905e-05
9.700000000000000000e+01,-7.938964896434756030e-05
9.800000000000000000e+01,-7.137483175994273864e-05
9.900000000000000000e+01,-5.171769090163013012e-05
