r,C_j
0.000000000000000000e+00,6.065435208068259243e+01
1.000000000000000000e+00,-2.664276748813527007e+01
2.000000000000000000e+00,2.024933087856078728e+00
3.000000000000000000e+00,9.359844400169770040e-01
4.000000000000000000e+00,1.345177637414192162e-01
5.000000000000000000e+00,4.122521617203922517e-02
6.000000000000000000e+00,1.497512531499900490e-02
7.000000000000000000e+00,6.926080704634074436e-03
8.000000000000000000e+00,4.680357591942296835e-03
9.000000000000000000e+00,3.886905212654667707e-03
1.000000000000000000e+01,3.360175169010659602e-03
1.100000000000000000e+01,2.909397915404454693e-03
1.200000000000000000e+01,2.516516162124560196e-03
1.300000000000000000e+01,2.166516354893843754e-03
1.400000000000000000e+01,1.857780950318854707e-03
1.500000000000000000e+01,1.579157054450774922e-03
1.600000000000000000e+01,1.350958664742663018e-03
1.700000000000000000e+01,1.156772758806212664e-03
1.800000000000000000e+01,9.872681812908012944e-04
1.900000000000000000e+01,8.470442318078141852e-04
2.000000000000000000e+01,7.238060839824811410e-04
2.100000000000000000e+01,6.179670592558750286e-04
2.200000000000000000e+01,5.244836519047169077e-04
2.300000000000000000e+01,4.407804939994264259e-04
2.400000000000000000e+01,3.700980803369446903e-04
2.500000000000000000e+01,3.090383214647829391e-04
2.600000000000000000e+01,2.574722114143668250e-04
2.700000000000000000e+01,2.133580470999874024e-04
2.800000000000000000e+01,1.745565956685624087e-04
2.900000000000000000e+01,1.426962775781248638e-04
3.000000000000000000e+01,1.160679438676481823e-04
3.100000000000000000e+01,9.400958152383509514e-05
3.200000000000000000e+01,7.565478494875321758e-05
3.300000000000000000e+01,6.046777720669638256e-05
3.400000000000000000e+01,4.837544085312117659e-05
3.500000000000000000e+01,3.854882574927387395e-05
3.600000000000000000e+01,3.048788994419737719e-05
3.700000000000000000e+01,2.392739167866864136e-05
3.800000000000000000e+01,1.889953303901847903e-05
3.900000000000000000e+01,1.475015208640684250e-05
4.000000000000000000e+01,1.154442272621736265e-05
4.100000000000000000e+01,9.080135201955386037e-06
4.200000000000000000e+01,7.345589395413298917e-06
4.300000000000000000e+01,6.002546655281548738e-06
4.400000000000000000e+01,4.962888242587837340e-06
4.500000000000000000e+01,4.170226953092992517e-06
4.600000000000000000e+01,3.529121423540004798e-06
4.700000000000000000e+01,2.995424337015606397e-06
4.800000000000000000e+01,2.559456268258486489e-06
4.900000000000000000e+01,2.179962379500466341e-06
5.000000000000000000e+01,1.855978405629343797e-06
5.100000000000000000e+01,1.580420365243639935e-06
5.200000000000000000e+01,1.345000093522230600e-06
5.300000000000000000e+01,1.141966894380175290e-06
5.400000000000000000e+01,9.692402151983969816e-07
5.500000000000000000e+01,8.193309586346231299e-07
5.600000000000000000e+01,6.902418991927561365e-07
5.700000000000000000e+01,5.762150916410746504e-07
5.800000000000000000e+01,4.751438105188299232e-07
5.900000000000000000e+01,3.852766443657174023e-07
6.000000000000000000e+01,3.069186789161904017e-07
6.100000000000000000e+01,2.363037374664145318e-07
