site,n_tilde
0.000000000000000000e+00,3.481974404507912069e-01
1.000000000000000000e+00,7.896962155652240689e-01
2.000000000000000000e+00,1.264368092242388553e+00
3.000000000000000000e+00,1.764906703937831889e+00
4.000000000000000000e+00,2.198040444200180410e+00
5.000000000000000000e+00,2.531625576132475519e+00
6.000000000000000000e+00,2.778560100690250056e+00
7.000000000000000000e+00,2.912811209103582044e+00
8.000000000000000000e+00,2.966979586231589305e+00
9.000000000000000000e+00,2.957563719565523108e+00
1.000000000000000000e+01,2.899393084128553788e+00
1.100000000000000000e+01,2.803769919425184831e+00
1.200000000000000000e+01,2.681095154308487771e+00
1.300000000000000000e+01,2.536715619451807235e+00
1.400000000000000000e+01,2.373904265385712087e+00
1.500000000000000000e+01,2.195617973383766408e+00
1.600000000000000000e+01,2.005684547562197828e+00
1.700000000000000000e+01,1.811787730573784394e+00
1.800000000000000000e+01,1.624211355783064636e+00
1.900000000000000000e+01,1.451668756782370950e+00
2.000000000000000000e+01,1.303540903389973860e+00
2.100000000000000000e+01,1.189268147948948418e+00
2.200000000000000000e+01,1.115032333219148519e+00
2.300000000000000000e+01,1.084551940563105887e+00
2.400000000000000000e+01,1.099397678502945341e+00
2.500000000000000000e+01,1.159168082529698385e+00
2.600000000000000000e+01,1.256575837115974315e+00
2.700000000000000000e+01,1.383847878153619426e+00
2.800000000000000000e+01,1.529643469759335517e+00
2.900000000000000000e+01,1.680461690465042457e+00
3.000000000000000000e+01,1.823347343981231106e+00
3.100000000000000000e+01,1.950354027624762843e+00
3.200000000000000000e+01,2.053434541821098414e+00
3.300000000000000000e+01,2.130385169611113128e+00
3.400000000000000000e+01,2.180352172626074392e+00
3.500000000000000000e+01,2.204799549203051434e+00
3.600000000000000000e+01,2.207056607736536336e+00
3.700000000000000000e+01,2.191037956568232303e+00
3.800000000000000000e+01,2.160811609654473386e+00
3.900000000000000000e+01,2.120274534146851408e+00
4.000000000000000000e+01,2.072904903628621565e+00
4.100000000000000000e+01,2.021745420849294650e+00
4.200000000000000000e+01,1.969594735941810892e+00
4.300000000000000000e+01,1.918750795749741389e+00
4.400000000000000000e+01,1.871227882552987776e+00
4.500000000000000000e+01,1.828695510140025071e+00
4.600000000000000000e+01,1.792504490470240519e+00
4.700000000000000000e+01,1.763624500771506121e+00
4.800000000000000000e+01,1.742670441041314966e+00
4.900000000000000000e+01,1.729818917781224652e+00
5.000000000000000000e+01,1.724853074490972693e+00
5.100000000000000000e+01,1.727172991916462674e+00
5.200000000000000000e+01,1.735821581558897764e+00
5.300000000000000000e+01,1.749613798479038085e+00
5.400000000000000000e+01,1.767189929488687028e+00
5.500000000000000000e+01,1.787132368685039996e+00
5.600000000000000000e+01,1.808080669715516731e+00
5.700000000000000000e+01,1.828774067301723871e+00
5.800000000000000000e+01,1.848150700424791237e+00
5.900000000000000000e+01,1.865359908406156952e+00
6.000000000000000000e+01,1.879777002274429343e+00
6.100000000000000000e+01,1.891075647998081255e+00
6.200000000000000000e+01,1.899081458082614082e+00
6.300000000000000000e+01,1.903847457294901790e+00
6.400000000000000000e+01,1.905565798328082483e+00
6.500000000000000000e+01,1.904506079858764078e+00
6.600000000000000000e+01,1.901102127532909192e+00
6.700000000000000000e+01,1.895740358596781583e+00
6.800000000000000000e+01,1.888869223999907199e+00
6.900000000000000000e+01,1.880959298965800386e+00
7.000000000000000000e+01,1.872425627223381461e+00
7.100000000000000000e+01,1.863670437281948367e+00
7.200000000000000000e+01,1.855074889743467459e+00
7.300000000000000000e+01,1.846963707637976793e+00
7.400000000000000000e+01,1.839611515588693624e+00
7.500000000000000000e+01,1.833238957858152052e+00
7.600000000000000000e+01,1.828039369116103874e+00
7.700000000000000000e+01,1.824135228804590891e+00
7.800000000000000000e+01,1.821637068540022497e+00
7.900000000000000000e+01,1.820585307481108472e+00
8.000000000000000000e+01,1.821006960854226531e+00
8.100000000000000000e+01,1.822885179600992611e+00
8.200000000000000000e+01,1.826159060785685906e+00
8.300000000000000000e+01,1.830731263953701671e+00
8.400000000000000000e+01,1.836486283246332896e+00
8.500000000000000000e+01,1.843249887377628182e+00
8.600000000000000000e+01,1.850811908775749526e+00
8.700000000000000000e+01,1.858936754574265660e+00
8.800000000000000000e+01,1.867325762775313702e+00
8.900000000000000000e+01,1.875659146512735909e+00
9.000000000000000000e+01,1.883560978432347932e+00
9.100000000000000000e+01,1.890650416710739190e+00
9.200000000000000000e+01,1.896516543463833138e+00
9.300000000000000000e+01,1.900740611561519300e+00
9.400000000000000000e+01,1.902874709784616369e+00
9.500000000000000000e+01,1.902585891347849056e+00
9.600000000000000000e+01,1.899524567604677694e+00
9.700000000000000000e+01,1.893449550190200448e+00
9.800000000000000000e+01,1.884266528919330552e+00
9.900000000000000000e+01,1.872015163075113175e+00
1.000000000000000000e+02,1.856936060057388982e+00
1.010000000000000000e+02,1.839498866967657076e+00
1.020000000000000000e+02,1.820388831354946335e+00
1.030000000000000000e+02,1.800488637416857163e+00
1.040000000000000000e+02,1.780944074389573917e+00
1.050000000000000000e+02,1.762921442911557612e+00
1.060000000000000000e+02,1.747807378854253191e+00
1.070000000000000000e+02,1.736887851597232801e+00
1.080000000000000000e+02,1.731379827843925412e+00
1.090000000000000000e+02,1.732319875149850752e+00
1.100000000000000000e+02,1.740485519446928642e+00
1.110000000000000000e+02,1.756277835963936607e+00
1.120000000000000000e+02,1.779740362263947606e+00
1.130000000000000000e+02,1.810533639505123693e+00
1.140000000000000000e+02,1.847865781402363350e+00
1.150000000000000000e+02,1.890646005805554974e+00
1.160000000000000000e+02,1.937361916911032989e+00
1.170000000000000000e+02,1.986204403342481273e+00
1.180000000000000000e+02,2.035042205107278956e+00
1.190000000000000000e+02,2.081308075767707155e+00
1.200000000000000000e+02,2.122325144178449197e+00
1.210000000000000000e+02,2.154982393605787028e+00
1.220000000000000000e+02,2.175900570226671160e+00
1.230000000000000000e+02,2.181419020381676788e+00
1.240000000000000000e+02,2.167954869744955548e+00
1.250000000000000000e+02,2.132342671867200501e+00
1.260000000000000000e+02,2.072316795885054574e+00
1.270000000000000000e+02,1.987469142976354686e+00
1.280000000000000000e+02,1.880314413881449820e+00
1.290000000000000000e+02,1.755263146428108989e+00
1.300000000000000000e+02,1.620295183539236517e+00
1.310000000000000000e+02,1.484076325004707098e+00
1.320000000000000000e+02,1.355865347298613521e+00
1.330000000000000000e+02,1.248287347901037680e+00
1.340000000000000000e+02,1.169685055764043913e+00
1.350000000000000000e+02,1.128204903686997440e+00
1.360000000000000000e+02,1.129418449957807713e+00
1.370000000000000000e+02,1.174561234165041101e+00
1.380000000000000000e+02,1.261746709766985663e+00
1.390000000000000000e+02,1.387166378602399330e+00
1.400000000000000000e+02,1.543699718267135701e+00
1.410000000000000000e+02,1.721480361554081906e+00
1.420000000000000000e+02,1.911549934204269885e+00
1.430000000000000000e+02,2.103619128797251214e+00
1.440000000000000000e+02,2.287282919230427591e+00
1.450000000000000000e+02,2.456981124764012758e+00
1.460000000000000000e+02,2.608902047356583154e+00
1.470000000000000000e+02,2.739691456863522667e+00
1.480000000000000000e+02,2.843236289397912842e+00
1.490000000000000000e+02,2.914660659724927605e+00
1.500000000000000000e+02,2.945102451161220269e+00
1.510000000000000000e+02,2.916388083892916150e+00
1.520000000000000000e+02,2.813245926760671978e+00
1.530000000000000000e+02,2.611543102470481603e+00
1.540000000000000000e+02,2.309920577079767945e+00
1.550000000000000000e+02,1.929026136601239783e+00
1.560000000000000000e+02,1.469573173600990934e+00
1.570000000000000000e+02,1.011949686601835374e+00
1.580000000000000000e+02,5.949779003691171297e-01
