r,C_d
0.000000000000000000e+00,6.088773492722229896e+00
1.000000000000000000e+00,3.532695027204624250e+00
2.000000000000000000e+00,3.542760892836186670e+00
3.000000000000000000e+00,3.650011955192905777e+00
4.000000000000000000e+00,3.642572580823246309e+00
5.000000000000000000e+00,3.625699491791665174e+00
6.000000000000000000e+00,3.605405548832755880e+00
7.000000000000000000e+00,3.585437755087149458e+00
8.000000000000000000e+00,3.566495200667230581e+00
9.000000000000000000e+00,3.548388901923300143e+00
1.000000000000000000e+01,3.530590242952277524e+00
1.100000000000000000e+01,3.512240913520408903e+00
1.200000000000000000e+01,3.493908683013411842e+00
1.300000000000000000e+01,3.475685823523460005e+00
1.400000000000000000e+01,3.457288193850246660e+00
1.500000000000000000e+01,3.438081891996428219e+00
1.600000000000000000e+01,3.418962116739189483e+00
1.700000000000000000e+01,3.400168817167069868e+00
1.800000000000000000e+01,3.381457282375504025e+00
1.900000000000000000e+01,3.362173557406673563e+00
2.000000000000000000e+01,3.343312647838979856e+00
2.100000000000000000e+01,3.325194562593233094e+00
2.200000000000000000e+01,3.307624608284995826e+00
2.300000000000000000e+01,3.290292968277312990e+00
2.400000000000000000e+01,3.272423617588782196e+00
2.500000000000000000e+01,3.255058088216786327e+00
2.600000000000000000e+01,3.238649052462780009e+00
2.700000000000000000e+01,3.223191612124804983e+00
2.800000000000000000e+01,3.208638190869922191e+00
2.900000000000000000e+01,3.194889878235898539e+00
3.000000000000000000e+01,3.181838411634736463e+00
3.100000000000000000e+01,3.169368988749922789e+00
3.200000000000000000e+01,3.157369929708228717e+00
3.300000000000000000e+01,3.145738355968179523e+00
3.400000000000000000e+01,3.134379494021141355e+00
3.500000000000000000e+01,3.123208453341918656e+00
3.600000000000000000e+01,3.112153852144679878e+00
3.700000000000000000e+01,3.101174933140651735e+00
3.800000000000000000e+01,3.090297974545327175e+00
3.900000000000000000e+01,3.079604723519516529e+00
4.000000000000000000e+01,3.070019546064797655e+00
4.100000000000000000e+01,3.061238519663402435e+00
4.200000000000000000e+01,3.052759052643476689e+00
4.300000000000000000e+01,3.044301052341171321e+00
4.400000000000000000e+01,3.035712965590365187e+00
4.500000000000000000e+01,3.026956077393605504e+00
4.600000000000000000e+01,3.019119950840080335e+00
4.700000000000000000e+01,3.011912485796069294e+00
4.800000000000000000e+01,3.004869463675841068e+00
4.900000000000000000e+01,2.997844808094064728e+00
5.000000000000000000e+01,2.991774580478594903e+00
5.100000000000000000e+01,2.986524489785439940e+00
5.200000000000000000e+01,2.981892038539714296e+00
5.300000000000000000e+01,2.978050317509931322e+00
5.400000000000000000e+01,2.976074201082656856e+00
5.500000000000000000e+01,2.976297513088332902e+00
5.600000000000000000e+01,2.978986421483996061e+00
5.700000000000000000e+01,2.984500547812853011e+00
5.800000000000000000e+01,2.992896377102261862e+00
5.900000000000000000e+01,3.003588132214257911e+00
6.000000000000000000e+01,3.015038518118383415e+00
6.100000000000000000e+01,3.024780536382154494e+00
6.200000000000000000e+01,3.029908232405420954e+00
