r,C_j
0.000000000000000000e+00,5.980021992567668576e+01
1.000000000000000000e+00,-2.579638906459114267e+01
2.000000000000000000e+00,1.980136317573048643e+00
3.000000000000000000e+00,8.807286601703285811e-01
4.000000000000000000e+00,1.352579985486759284e-01
5.000000000000000000e+00,4.281617280633831513e-02
6.000000000000000000e+00,1.541147693560773746e-02
7.000000000000000000e+00,6.324538697306536505e-03
8.000000000000000000e+00,3.189193688992730813e-03
9.000000000000000000e+00,1.890062246962642689e-03
1.000000000000000000e+01,1.081879691270160038e-03
1.100000000000000000e+01,5.133815765319127422e-04
1.200000000000000000e+01,1.641810491577189168e-04
1.300000000000000000e+01,-5.856019134498069434e-06
1.400000000000000000e+01,-6.962070645499807142e-05
1.500000000000000000e+01,-7.777173927792091490e-05
1.600000000000000000e+01,-6.500672083475933505e-05
1.700000000000000000e+01,-4.772610882142203081e-05
1.800000000000000000e+01,-3.200867033470444767e-05
1.900000000000000000e+01,-1.997718445068130677e-05
2.000000000000000000e+01,-1.172155471884650524e-05
2.100000000000000000e+01,-6.565345703535285793e-06
2.200000000000000000e+01,-3.551565196602268770e-06
2.300000000000000000e+01,-1.844301737108366979e-06
2.400000000000000000e+01,-9.430500789164852904e-07
2.500000000000000000e+01,-4.980185970282491326e-07
2.600000000000000000e+01,-2.825509870518772004e-07
2.700000000000000000e+01,-1.799269711000306415e-07
2.800000000000000000e+01,-1.270411154052908387e-07
2.900000000000000000e+01,-9.557455626918454072e-08
3.000000000000000000e+01,-7.299184190401319938e-08
3.100000000000000000e+01,-5.415127368735284108e-08
3.200000000000000000e+01,-3.909611656638389832e-08
3.300000000000000000e+01,-2.745268190551541920e-08
3.400000000000000000e+01,-1.887229394981204678e-08
3.500000000000000000e+01,-1.280989003760168998e-08
3.600000000000000000e+01,-8.597314860026017413e-09
3.700000000000000000e+01,-5.706082717438221152e-09
3.800000000000000000e+01,-3.742464116385235684e-09
3.900000000000000000e+01,-2.404743071338089067e-09
4.000000000000000000e+01,-1.514862901785818394e-09
4.100000000000000000e+01,-9.388863020376447821e-10
4.200000000000000000e+01,-5.642597500354895601e-10
4.300000000000000000e+01,-3.201652276629829430e-10
4.400000000000000000e+01,-1.681321748492337065e-10
4.500000000000000000e+01,-7.534239898632222321e-11
4.600000000000000000e+01,-2.099831419855036074e-11
4.700000000000000000e+01,8.576250820624409243e-12
4.800000000000000000e+01,2.264854970235319342e-11
4.900000000000000000e+01,2.833822065895219566e-11
5.000000000000000000e+01,2.838618229361600243e-11
5.100000000000000000e+01,2.541078458762058290e-11
5.200000000000000000e+01,2.129851850440900307e-11
5.300000000000000000e+01,1.706368379927880596e-11
5.400000000000000000e+01,1.309530262005864643e-11
5.500000000000000000e+01,9.745093620949774049e-12
5.600000000000000000e+01,6.885159109515370801e-12
5.700000000000000000e+01,4.517275442594836932e-12
5.800000000000000000e+01,2.605915483400167432e-12
5.900000000000000000e+01,1.247002501258975826e-12
6.000000000000000000e+01,3.979039320256561041e-13
6.100000000000000000e+01,-1.243449787580175325e-14
