r,C_j
0.000000000000000000e+00,5.718511012691530482e+01
1.000000000000000000e+00,-1.361109053884515951e+01
2.000000000000000000e+00,1.597729934333801616e+00
3.000000000000000000e+00,3.644348930402054876e-01
4.000000000000000000e+00,1.976698157474654494e-02
5.000000000000000000e+00,-6.100509452094726726e-03
6.000000000000000000e+00,-5.783593460959579602e-03
7.000000000000000000e+00,-3.599355254699787565e-03
8.000000000000000000e+00,-2.213136711426422210e-03
9.000000000000000000e+00,-1.401291210106236917e-03
1.000000000000000000e+01,-9.120798906492311175e-04
1.100000000000000000e+01,-6.071383496184523665e-04
1.200000000000000000e+01,-4.118372151049598529e-04
1.300000000000000000e+01,-2.838594038099273575e-04
1.400000000000000000e+01,-1.983521793480491624e-04
1.500000000000000000e+01,-1.402207835914381917e-04
1.600000000000000000e+01,-1.001044999160427551e-04
1.700000000000000000e+01,-7.206386415070653584e-05
1.800000000000000000e+01,-5.224964410199817166e-05
1.900000000000000000e+01,-3.811874684966909399e-05
2.000000000000000000e+01,-2.796105731306397502e-05
2.100000000000000000e+01,-2.060794933189669109e-05
2.200000000000000000e+01,-1.525253499146117520e-05
2.300000000000000000e+01,-1.133115891160940691e-05
2.400000000000000000e+01,-8.446585181509647100e-06
2.500000000000000000e+01,-6.315303167525598838e-06
2.600000000000000000e+01,-4.734757371060993592e-06
2.700000000000000000e+01,-3.558708637996232937e-06
2.800000000000000000e+01,-2.680879706673522378e-06
2.900000000000000000e+01,-2.023753810753703419e-06
3.000000000000000000e+01,-1.530542392380596084e-06
3.100000000000000000e+01,-1.159472978962128309e-06
3.200000000000000000e+01,-8.797001438409779439e-07
3.300000000000000000e+01,-6.683425954889798959e-07
3.400000000000000000e+01,-5.083982301812284277e-07
3.500000000000000000e+01,-3.871631024665589393e-07
3.600000000000000000e+01,-2.951273199158777061e-07
3.700000000000000000e+01,-2.251674651176927000e-07
3.800000000000000000e+01,-1.719199760330525351e-07
3.900000000000000000e+01,-1.313464208507753028e-07
4.000000000000000000e+01,-1.003993004289327473e-07
4.100000000000000000e+01,-7.677438329523056382e-08
4.200000000000000000e+01,-5.872485608904298715e-08
4.300000000000000000e+01,-4.492633554065150747e-08
4.400000000000000000e+01,-3.437076667722749335e-08
4.500000000000000000e+01,-2.629332218617719263e-08
4.600000000000000000e+01,-2.010866406720879240e-08
4.700000000000000000e+01,-1.537116656180614882e-08
4.800000000000000000e+01,-1.174179597995816948e-08
4.900000000000000000e+01,-8.961246855676563428e-09
5.000000000000000000e+01,-6.831315957356309809e-09
5.100000000000000000e+01,-5.200346819833612244e-09
5.200000000000000000e+01,-3.951591942552568071e-09
5.300000000000000000e+01,-2.995810710615387507e-09
5.400000000000000000e+01,-2.264841647559023841e-09
5.500000000000000000e+01,-1.706414565205705003e-09
5.600000000000000000e+01,-1.280557881955246557e-09
5.700000000000000000e+01,-9.559597557995402894e-10
5.800000000000000000e+01,-7.094698162291024346e-10
5.900000000000000000e+01,-5.225775367989626830e-10
6.000000000000000000e+01,-3.814690785475249868e-10
6.100000000000000000e+01,-2.753397509991373227e-10
