site,n
0.000000000000000000e+00,9.910483247773957949e-01
1.000000000000000000e+00,1.636189410742337064e-02
2.000000000000000000e+00,9.898995436796196312e-01
3.000000000000000000e+00,1.001631177053295518e+00
4.000000000000000000e+00,1.000080635387514016e+00
5.000000000000000000e+00,1.000655674565706477e+00
6.000000000000000000e+00,1.000623499004042349e+00
7.000000000000000000e+00,9.964189953321741511e-01
8.000000000000000000e+00,9.966912927071673867e-01
9.000000000000000000e+00,9.364789333445744379e-01
1.000000000000000000e+01,1.139696370798729541e-01
1.100000000000000000e+01,9.078587566457300140e-01
1.200000000000000000e+01,1.249601590494562459e-01
1.300000000000000000e+01,8.483004671647120798e-01
1.400000000000000000e+01,1.247794466439003241e-01
1.500000000000000000e+01,9.064633363345038219e-01
1.600000000000000000e+01,1.136093784210023550e-01
1.700000000000000000e+01,9.352201647724122102e-01
1.800000000000000000e+01,9.966242628673136483e-01
1.900000000000000000e+01,9.971973465207040199e-01
2.000000000000000000e+01,1.000728824311764020e+00
2.100000000000000000e+01,1.000397212290615290e+00
2.200000000000000000e+01,1.000389722105426538e+00
2.300000000000000000e+01,1.000790019312350010e+00
2.400000000000000000e+01,9.988773111365669699e-01
2.500000000000000000e+01,9.990968707050310593e-01
2.600000000000000000e+01,9.420013775839978232e-01
2.700000000000000000e+01,1.049145031159600533e-01
2.800000000000000000e+01,9.258664558026000746e-01
2.900000000000000000e+01,9.770027638531485203e-02
3.000000000000000000e+01,8.680870112568197516e-01
3.100000000000000000e+01,1.245552386546666390e-01
3.200000000000000000e+01,8.680828293725740830e-01
3.300000000000000000e+01,9.770430300162727399e-02
3.400000000000000000e+01,9.258662320139084967e-01
3.500000000000000000e+01,1.049133253525864479e-01
3.600000000000000000e+01,9.419974308499849958e-01
3.700000000000000000e+01,9.990994698327803070e-01
3.800000000000000000e+01,9.988796034520807110e-01
3.900000000000000000e+01,1.000753864562969442e+00
4.000000000000000000e+01,1.000099771571035134e+00
4.100000000000000000e+01,1.000293795658341978e+00
4.200000000000000000e+01,1.000031572428315974e+00
4.300000000000000000e+01,1.000031217449909526e+00
4.400000000000000000e+01,1.000295312982032003e+00
4.500000000000000000e+01,1.000098355987705689e+00
4.600000000000000000e+01,1.000753069548183438e+00
4.700000000000000000e+01,9.988286936702230889e-01
4.800000000000000000e+01,9.992159846060216788e-01
4.900000000000000000e+01,9.436845236459793229e-01
5.000000000000000000e+01,9.940658206904397221e-02
5.100000000000000000e+01,9.268277156370470227e-01
5.200000000000000000e+01,9.636569699565138147e-02
5.300000000000000000e+01,8.793274503083328142e-01
5.400000000000000000e+01,1.064359573869551184e-01
5.500000000000000000e+01,8.996952663692695529e-01
5.600000000000000000e+01,9.899978638496242933e-02
5.700000000000000000e+01,8.800734725253690494e-01
5.800000000000000000e+01,1.184860932798140476e-01
5.900000000000000000e+01,8.969391638825489066e-01
6.000000000000000000e+01,1.233270291038244121e-01
6.100000000000000000e+01,8.823305588030747604e-01
6.200000000000000000e+01,3.486093895737085169e-01
6.300000000000000000e+01,7.039849833603430973e-01
6.400000000000000000e+01,9.856376013768592959e-01
6.500000000000000000e+01,7.204829992222445689e-01
6.600000000000000000e+01,3.263132600509522363e-01
6.700000000000000000e+01,9.645856839905602165e-01
6.800000000000000000e+01,9.990915619059488328e-01
6.900000000000000000e+01,9.994320549719766245e-01
7.000000000000000000e+01,1.000361028007707320e+00
7.100000000000000000e+01,1.000170684734155158e+00
7.200000000000000000e+01,1.000513998555307538e+00
7.300000000000000000e+01,1.000125934374984427e+00
7.400000000000000000e+01,1.000707054182287559e+00
7.500000000000000000e+01,9.973553168052410323e-01
7.600000000000000000e+01,9.970310302908653721e-01
7.700000000000000000e+01,9.375118070157486549e-01
7.800000000000000000e+01,1.110322453087413258e-01
7.900000000000000000e+01,9.086704138169067191e-01
8.000000000000000000e+01,1.224890355287147348e-01
8.100000000000000000e+01,8.494532911649718132e-01
8.200000000000000000e+01,1.225198869960282683e-01
8.300000000000000000e+01,9.087296253504580923e-01
8.400000000000000000e+01,1.111458176904301653e-01
8.500000000000000000e+01,9.375397419464581716e-01
8.600000000000000000e+01,9.969860318884581352e-01
8.700000000000000000e+01,9.973236250430161931e-01
8.800000000000000000e+01,1.000975923072897844e+00
8.900000000000000000e+01,1.000196144780024721e+00
9.000000000000000000e+01,1.000973551082283697e+00
9.100000000000000000e+01,9.973031146281312598e-01
9.200000000000000000e+01,9.969387632073879457e-01
9.300000000000000000e+01,9.373647916887331011e-01
9.400000000000000000e+01,1.113651078555364105e-01
9.500000000000000000e+01,9.085628417476225849e-01
9.600000000000000000e+01,1.227133895159750049e-01
9.700000000000000000e+01,8.493598049567654407e-01
9.800000000000000000e+01,1.227136542889087634e-01
9.900000000000000000e+01,9.085635174640073197e-01
1.000000000000000000e+02,1.113658756047381237e-01
1.010000000000000000e+02,9.373653105769468308e-01
1.020000000000000000e+02,9.969384663815438197e-01
1.030000000000000000e+02,9.973028309139724268e-01
1.040000000000000000e+02,1.000973120761850188e+00
1.050000000000000000e+02,1.000195912435936307e+00
1.060000000000000000e+02,1.000973114889886828e+00
1.070000000000000000e+02,9.973026596537803989e-01
1.080000000000000000e+02,9.969381969620162431e-01
1.090000000000000000e+02,9.373641356678171777e-01
1.100000000000000000e+02,1.113669407938712719e-01
1.110000000000000000e+02,9.085624845566461216e-01
1.120000000000000000e+02,1.227145601937560809e-01
1.130000000000000000e+02,8.493593815626877541e-01
1.140000000000000000e+02,1.227145784334428419e-01
1.150000000000000000e+02,9.085625003044704995e-01
1.160000000000000000e+02,1.113669322789310051e-01
1.170000000000000000e+02,9.373641929486968838e-01
1.180000000000000000e+02,9.969382624503276835e-01
1.190000000000000000e+02,9.973027861280056028e-01
1.200000000000000000e+02,1.000973159947248670e+00
1.210000000000000000e+02,1.000195953574305463e+00
1.220000000000000000e+02,1.000972935332080205e+00
1.230000000000000000e+02,9.972989906257789805e-01
1.240000000000000000e+02,9.969303516315453084e-01
1.250000000000000000e+02,9.373316197596466282e-01
1.260000000000000000e+02,1.114075079623672304e-01
1.270000000000000000e+02,9.085328319523177099e-01
1.280000000000000000e+02,1.227487130977771984e-01
1.290000000000000000e+02,8.493429610915225192e-01
1.300000000000000000e+02,1.227563080119013356e-01
1.310000000000000000e+02,9.085429208235874521e-01
1.320000000000000000e+02,1.114296489411065738e-01
1.330000000000000000e+02,9.373353538970626841e-01
1.340000000000000000e+02,9.969195721471031391e-01
1.350000000000000000e+02,9.972892113356583987e-01
1.360000000000000000e+02,1.000961227482780824e+00
1.370000000000000000e+02,1.000187897971836826e+00
1.380000000000000000e+02,1.000892302357784036e+00
1.390000000000000000e+02,9.964441254833685813e-01
1.400000000000000000e+02,9.949907374431595786e-01
1.410000000000000000e+02,9.320979568958402961e-01
1.420000000000000000e+02,1.187845784987922315e-01
1.430000000000000000e+02,9.037922320269559107e-01
1.440000000000000000e+02,1.288511498579499592e-01
1.450000000000000000e+02,8.468036070153467376e-01
1.460000000000000000e+02,1.298930707974569332e-01
1.470000000000000000e+02,9.046144224717410642e-01
1.480000000000000000e+02,1.222963990109818544e-01
1.490000000000000000e+02,9.319817515803867636e-01
1.500000000000000000e+02,9.932907606248075894e-01
1.510000000000000000e+02,9.951271499966994893e-01
1.520000000000000000e+02,1.000367016270461651e+00
1.530000000000000000e+02,9.977531853759575853e-01
1.540000000000000000e+02,9.978466384195708860e-01
1.550000000000000000e+02,8.354662128213938832e-01
1.560000000000000000e+02,1.757309660389971828e-01
1.570000000000000000e+02,9.891224468833464956e-01
1.580000000000000000e+02,1.719653581895740080e-01
1.590000000000000000e+02,8.318019385613497629e-01
