r,C_n
0.000000000000000000e+00,8.834606868002858882e-01
1.000000000000000000e+00,-1.236314677509642301e-01
2.000000000000000000e+00,-1.711283619461321237e-01
3.000000000000000000e+00,9.011815134444045583e-03
4.000000000000000000e+00,8.738145692226861883e-03
5.000000000000000000e+00,1.125851063747607128e-02
6.000000000000000000e+00,7.625664428052569832e-03
7.000000000000000000e+00,3.775318258650628422e-03
8.000000000000000000e+00,7.558941790941631211e-04
9.000000000000000000e+00,-7.528451448268747015e-04
1.000000000000000000e+01,-1.454887293105500135e-03
1.100000000000000000e+01,-1.750706041684146896e-03
1.200000000000000000e+01,-1.862679536959621629e-03
1.300000000000000000e+01,-1.897884114365311348e-03
1.400000000000000000e+01,-1.906195966479895532e-03
1.500000000000000000e+01,-1.907287131345469788e-03
1.600000000000000000e+01,-1.907600005803367083e-03
1.700000000000000000e+01,-1.908472512686998357e-03
1.800000000000000000e+01,-1.909752304801948242e-03
1.900000000000000000e+01,-1.911080181365765185e-03
2.000000000000000000e+01,-1.912232863981344622e-03
2.100000000000000000e+01,-1.913134398555005333e-03
2.200000000000000000e+01,-1.913796613856266760e-03
2.300000000000000000e+01,-1.914265864408015716e-03
2.400000000000000000e+01,-1.914592724466146478e-03
2.500000000000000000e+01,-1.914819483183283211e-03
2.600000000000000000e+01,-1.914977471767720374e-03
2.700000000000000000e+01,-1.915088482505211687e-03
2.800000000000000000e+01,-1.915167226115510601e-03
2.900000000000000000e+01,-1.915223556617107192e-03
3.000000000000000000e+01,-1.915264120686988036e-03
3.100000000000000000e+01,-1.915293468505829821e-03
3.200000000000000000e+01,-1.915314768103471010e-03
3.300000000000000000e+01,-1.915330258484893022e-03
3.400000000000000000e+01,-1.915341540027259981e-03
3.500000000000000000e+01,-1.915349765182039476e-03
3.600000000000000000e+01,-1.915355767564630440e-03
3.700000000000000000e+01,-1.915360151668377142e-03
3.800000000000000000e+01,-1.915363356515431548e-03
3.900000000000000000e+01,-1.915365701231852569e-03
4.000000000000000000e+01,-1.915367418010571754e-03
4.100000000000000000e+01,-1.915368675926565345e-03
4.200000000000000000e+01,-1.915369598252780747e-03
4.300000000000000000e+01,-1.915370274938599238e-03
4.400000000000000000e+01,-1.915370771679469897e-03
4.500000000000000000e+01,-1.915371136492094450e-03
4.600000000000000000e+01,-1.915371404546561962e-03
4.700000000000000000e+01,-1.915371601589388462e-03
4.800000000000000000e+01,-1.915371746490368565e-03
4.900000000000000000e+01,-1.915371853058456253e-03
5.000000000000000000e+01,-1.915371931478837553e-03
5.100000000000000000e+01,-1.915371989203329406e-03
5.200000000000000000e+01,-1.915372031704887235e-03
5.300000000000000000e+01,-1.915372062995412961e-03
5.400000000000000000e+01,-1.915372086036981614e-03
5.500000000000000000e+01,-1.915372103018952998e-03
5.600000000000000000e+01,-1.915372115537827824e-03
5.700000000000000000e+01,-1.915372124753567107e-03
5.800000000000000000e+01,-1.915372131549020196e-03
5.900000000000000000e+01,-1.915372136553461502e-03
6.000000000000000000e+01,-1.915372140254056887e-03
6.100000000000000000e+01,-1.915372142967886049e-03
6.200000000000000000e+01,-1.915372144964511136e-03
6.300000000000000000e+01,-1.915372146433558243e-03
6.400000000000000000e+01,-1.915372147520688628e-03
6.500000000000000000e+01,-1.915372148303617905e-03
6.600000000000000000e+01,-1.915372148865834845e-03
6.700000000000000000e+01,-1.915372149266847401e-03
6.800000000000000000e+01,-1.915372149550620406e-03
6.900000000000000000e+01,-1.915372149722482931e-03
7.000000000000000000e+01,-1.915372149812633040e-03
7.100000000000000000e+01,-1.915372149841054750e-03
7.200000000000000000e+01,-1.915372149802863078e-03
7.300000000000000000e+01,-1.915372149683403080e-03
7.400000000000000000e+01,-1.915372149492444720e-03
7.500000000000000000e+01,-1.915372149217553499e-03
7.600000000000000000e+01,-1.915372148839633581e-03
7.700000000000000000e+01,-1.915372148316496492e-03
7.800000000000000000e+01,-1.915372147626825949e-03
7.900000000000000000e+01,-1.915372146717775337e-03
8.000000000000000000e+01,-1.915372145536498039e-03
8.100000000000000000e+01,-1.915372143963089968e-03
8.200000000000000000e+01,-1.915372141909621462e-03
8.300000000000000000e+01,-1.915372139224658099e-03
8.400000000000000000e+01,-1.915372135719017876e-03
8.500000000000000000e+01,-1.915372131114700949e-03
8.600000000000000000e+01,-1.915372125094627620e-03
8.700000000000000000e+01,-1.915372117223590465e-03
8.800000000000000000e+01,-1.915372106927826223e-03
8.900000000000000000e+01,-1.915372093440836920e-03
9.000000000000000000e+01,-1.915372075778964955e-03
9.100000000000000000e+01,-1.915372052661012958e-03
9.200000000000000000e+01,-1.915372022391448326e-03
9.300000000000000000e+01,-1.915371982724511923e-03
9.400000000000000000e+01,-1.915371930744314000e-03
9.500000000000000000e+01,-1.915371862626358279e-03
9.600000000000000000e+01,-1.915371773314245019e-03
9.700000000000000000e+01,-1.915371656171060977e-03
9.800000000000000000e+01,-1.915371502493989908e-03
9.900000000000000000e+01,-1.915371300806434363e-03
