site,n
0.000000000000000000e+00,9.827427077533024136e-01
1.000000000000000000e+00,1.495548953467580988e+00
2.000000000000000000e+00,1.871876908849320564e+00
3.000000000000000000e+00,2.070567482527762682e+00
4.000000000000000000e+00,2.159862994010056880e+00
5.000000000000000000e+00,2.193461948570879727e+00
6.000000000000000000e+00,2.201400183278329425e+00
7.000000000000000000e+00,2.198056826596298308e+00
8.000000000000000000e+00,2.189595840250273096e+00
9.000000000000000000e+00,2.178675196042878515e+00
1.000000000000000000e+01,2.166716015205743417e+00
1.100000000000000000e+01,2.154413176625729509e+00
1.200000000000000000e+01,2.141780257763068018e+00
1.300000000000000000e+01,2.128515814255945049e+00
1.400000000000000000e+01,2.114457453260886410e+00
1.500000000000000000e+01,2.099882603676585635e+00
1.600000000000000000e+01,2.085302089627361966e+00
1.700000000000000000e+01,2.071239736861468561e+00
1.800000000000000000e+01,2.058000021434351900e+00
1.900000000000000000e+01,2.045678592542774066e+00
2.000000000000000000e+01,2.034177072215541227e+00
2.100000000000000000e+01,2.023373160818301209e+00
2.200000000000000000e+01,2.013210580100987190e+00
2.300000000000000000e+01,2.003924584117351415e+00
2.400000000000000000e+01,1.995635885142225785e+00
2.500000000000000000e+01,1.988143651708090154e+00
2.600000000000000000e+01,1.981403709057668161e+00
2.700000000000000000e+01,1.975469341216993024e+00
2.800000000000000000e+01,1.970138947322031875e+00
2.900000000000000000e+01,1.965156369269262626e+00
3.000000000000000000e+01,1.960379588584587163e+00
3.100000000000000000e+01,1.955673987652323254e+00
3.200000000000000000e+01,1.951036115709219310e+00
3.300000000000000000e+01,1.946499243529722811e+00
3.400000000000000000e+01,1.942074713560986376e+00
3.500000000000000000e+01,1.937914042867133313e+00
3.600000000000000000e+01,1.934346178335517141e+00
3.700000000000000000e+01,1.931585923406317962e+00
3.800000000000000000e+01,1.929755689140514319e+00
3.900000000000000000e+01,1.928976732134145111e+00
4.000000000000000000e+01,1.929302593621947670e+00
4.100000000000000000e+01,1.930705074206979788e+00
4.200000000000000000e+01,1.933088682253094159e+00
4.300000000000000000e+01,1.936328055934672498e+00
4.400000000000000000e+01,1.940367095565993738e+00
4.500000000000000000e+01,1.945053529057992003e+00
4.600000000000000000e+01,1.950069862379224528e+00
4.700000000000000000e+01,1.955147480454173969e+00
4.800000000000000000e+01,1.960196185661115864e+00
4.900000000000000000e+01,1.965188352125906590e+00
5.000000000000000000e+01,1.970218677499195881e+00
5.100000000000000000e+01,1.975399006739024577e+00
5.200000000000000000e+01,1.980932675680414423e+00
5.300000000000000000e+01,1.986978401120251148e+00
5.400000000000000000e+01,1.993507690946224598e+00
5.500000000000000000e+01,2.000542865606029785e+00
5.600000000000000000e+01,2.008227383435053692e+00
5.700000000000000000e+01,2.016535639219933618e+00
5.800000000000000000e+01,2.025514998968548142e+00
5.900000000000000000e+01,2.035340335507415777e+00
6.000000000000000000e+01,2.046255683313891627e+00
6.100000000000000000e+01,2.058391512222693898e+00
6.200000000000000000e+01,2.071522771975006449e+00
6.300000000000000000e+01,2.085267157369075086e+00
6.400000000000000000e+01,2.099427877990491353e+00
6.500000000000000000e+01,2.113662016272086941e+00
6.600000000000000000e+01,2.127440013479475311e+00
6.700000000000000000e+01,2.140485332874306756e+00
6.800000000000000000e+01,2.152991459902078741e+00
6.900000000000000000e+01,2.165247964918088019e+00
7.000000000000000000e+01,2.177196315845503882e+00
7.100000000000000000e+01,2.188103282019278506e+00
7.200000000000000000e+01,2.196533314844936857e+00
7.300000000000000000e+01,2.199813446148110696e+00
7.400000000000000000e+01,2.191752521544914956e+00
7.500000000000000000e+01,2.157959817378378276e+00
7.600000000000000000e+01,2.068413380506937127e+00
7.700000000000000000e+01,1.869500778941403762e+00
7.800000000000000000e+01,1.493034950406287198e+00
7.900000000000000000e+01,9.817054975742295353e-01
