r,C_nn
0.000000000000000000e+00,1.153714725939166463e+00
1.000000000000000000e+00,-5.306808591311105161e-01
2.000000000000000000e+00,-1.809102473252366394e-02
3.000000000000000000e+00,-2.182112496573207494e-02
4.000000000000000000e+00,-5.202460656802188055e-03
5.000000000000000000e+00,-2.760873428190535606e-03
6.000000000000000000e+00,-1.216519834889240315e-03
7.000000000000000000e+00,-6.056556117188804933e-04
8.000000000000000000e+00,-2.792793125490078410e-04
9.000000000000000000e+00,-8.486732175505551368e-05
1.000000000000000000e+01,5.043734790355358655e-05
1.100000000000000000e+01,1.525730644376110945e-04
1.200000000000000000e+01,2.264613912172919186e-04
1.300000000000000000e+01,2.716014201959993102e-04
1.400000000000000000e+01,2.888194582579828307e-04
1.500000000000000000e+01,2.849908779030130290e-04
1.600000000000000000e+01,2.683109160868113463e-04
1.700000000000000000e+01,2.446027487126301025e-04
1.800000000000000000e+01,2.164400771373919952e-04
1.900000000000000000e+01,1.857652231249673491e-04
2.000000000000000000e+01,1.549470267194763551e-04
2.100000000000000000e+01,1.257455967245135753e-04
2.200000000000000000e+01,9.940858655266282540e-05
2.300000000000000000e+01,7.659325161935015558e-05
2.400000000000000000e+01,5.746408119566837058e-05
2.500000000000000000e+01,4.188245236846910302e-05
2.600000000000000000e+01,2.954338624494567966e-05
2.700000000000000000e+01,2.010487753167922165e-05
2.800000000000000000e+01,1.320257667725144302e-05
2.900000000000000000e+01,8.291224919076967126e-06
3.000000000000000000e+01,5.155549525959202128e-06
3.100000000000000000e+01,3.223363575166615647e-06
3.200000000000000000e+01,1.971508585718595441e-06
3.300000000000000000e+01,1.086962331697804984e-06
3.400000000000000000e+01,4.140607492431058745e-07
3.500000000000000000e+01,-1.086406813399776183e-07
3.600000000000000000e+01,-5.033040153534784622e-07
3.700000000000000000e+01,-7.791082579089447790e-07
3.800000000000000000e+01,-9.453252935998079920e-07
3.900000000000000000e+01,-1.026125492131768624e-06
4.000000000000000000e+01,-1.047631695172412947e-06
4.100000000000000000e+01,-1.035972073459845433e-06
4.200000000000000000e+01,-9.978503161534035826e-07
4.300000000000000000e+01,-9.368118405461700604e-07
4.400000000000000000e+01,-8.666597643980367138e-07
4.500000000000000000e+01,-7.955452883123825814e-07
4.600000000000000000e+01,-7.223765834396544960e-07
4.700000000000000000e+01,-6.477976794982964748e-07
4.800000000000000000e+01,-5.739360995349329642e-07
4.900000000000000000e+01,-5.010228933954863351e-07
5.000000000000000000e+01,-4.288427941645522878e-07
5.100000000000000000e+01,-3.591551802628600853e-07
5.200000000000000000e+01,-2.942978944986407441e-07
5.300000000000000000e+01,-2.364754978501082405e-07
5.400000000000000000e+01,-1.862820946385568277e-07
5.500000000000000000e+01,-1.435620351486477375e-07
5.600000000000000000e+01,-1.077814157923739913e-07
5.700000000000000000e+01,-7.819707548151200172e-08
5.800000000000000000e+01,-5.384172041544843523e-08
5.900000000000000000e+01,-3.395328196376112828e-08
6.000000000000000000e+01,-1.845601715899647388e-08
6.100000000000000000e+01,-7.608512042622805893e-09
6.200000000000000000e+01,-2.481375105389815872e-10
6.300000000000000000e+01,5.251843404607825505e-09
