site,n
0.000000000000000000e+00,1.882376908518601732e+00
1.000000000000000000e+00,1.991222405527121930e+00
2.000000000000000000e+00,2.051537218708087362e+00
3.000000000000000000e+00,2.037522606511221746e+00
4.000000000000000000e+00,2.022216054887727488e+00
5.000000000000000000e+00,2.011139528017345857e+00
6.000000000000000000e+00,2.004848467076981944e+00
7.000000000000000000e+00,2.001663119681579950e+00
8.000000000000000000e+00,2.000229973277969364e+00
9.000000000000000000e+00,1.999684651876812547e+00
1.000000000000000000e+01,1.999547558038005546e+00
1.100000000000000000e+01,1.999574788566659267e+00
1.200000000000000000e+01,1.999652581109055527e+00
1.300000000000000000e+01,1.999733446102682999e+00
1.400000000000000000e+01,1.999801128119845117e+00
1.500000000000000000e+01,1.999852762997269551e+00
1.600000000000000000e+01,1.999890387135858649e+00
1.700000000000000000e+01,1.999917221287849989e+00
1.800000000000000000e+01,1.999936249807782174e+00
1.900000000000000000e+01,1.999949817453953171e+00
2.000000000000000000e+01,1.999959621033812196e+00
2.100000000000000000e+01,1.999966833823815904e+00
2.200000000000000000e+01,1.999972250364631332e+00
2.300000000000000000e+01,1.999976409538232414e+00
2.400000000000000000e+01,1.999979673266033986e+00
2.500000000000000000e+01,1.999982274440964325e+00
2.600000000000000000e+01,1.999984375746409970e+00
2.700000000000000000e+01,1.999986078295563852e+00
2.800000000000000000e+01,1.999987494272248867e+00
2.900000000000000000e+01,1.999988666581962837e+00
3.000000000000000000e+01,1.999989640465731355e+00
3.100000000000000000e+01,1.999990444451796856e+00
3.200000000000000000e+01,1.999991108688309094e+00
3.300000000000000000e+01,1.999991659947582878e+00
3.400000000000000000e+01,1.999992118172459588e+00
3.500000000000000000e+01,1.999992492308546810e+00
3.600000000000000000e+01,1.999992763659181438e+00
3.700000000000000000e+01,1.999992971960558696e+00
3.800000000000000000e+01,1.999993106048725933e+00
3.900000000000000000e+01,1.999993169983849128e+00
4.000000000000000000e+01,1.999993169171899288e+00
4.100000000000000000e+01,1.999993103797275573e+00
4.200000000000000000e+01,1.999992971002316100e+00
4.300000000000000000e+01,1.999992765141361817e+00
4.400000000000000000e+01,1.999992483666706455e+00
4.500000000000000000e+01,1.999992116819525600e+00
4.600000000000000000e+01,1.999991660395921800e+00
4.700000000000000000e+01,1.999991109383812304e+00
4.800000000000000000e+01,1.999990451358932386e+00
4.900000000000000000e+01,1.999989639458692681e+00
5.000000000000000000e+01,1.999988659258378432e+00
5.100000000000000000e+01,1.999987491664161787e+00
5.200000000000000000e+01,1.999986086276991371e+00
5.300000000000000000e+01,1.999984372910657893e+00
5.400000000000000000e+01,1.999982274048588859e+00
5.500000000000000000e+01,1.999979676233275105e+00
5.600000000000000000e+01,1.999976407787662502e+00
5.700000000000000000e+01,1.999972238213158837e+00
5.800000000000000000e+01,1.999966808985701450e+00
5.900000000000000000e+01,1.999959589581575825e+00
6.000000000000000000e+01,1.999949789854025273e+00
6.100000000000000000e+01,1.999936230819998384e+00
6.200000000000000000e+01,1.999917206926916435e+00
6.300000000000000000e+01,1.999890379121907369e+00
6.400000000000000000e+01,1.999852763035078862e+00
6.500000000000000000e+01,1.999801134427118487e+00
6.600000000000000000e+01,1.999733453927651006e+00
6.700000000000000000e+01,1.999652591112881073e+00
6.800000000000000000e+01,1.999574797497132739e+00
6.900000000000000000e+01,1.999547567685519001e+00
7.000000000000000000e+01,1.999684660603834541e+00
7.100000000000000000e+01,2.000229981594729978e+00
7.200000000000000000e+01,2.001663126950805616e+00
7.300000000000000000e+01,2.004848474402771252e+00
7.400000000000000000e+01,2.011139534314527744e+00
7.500000000000000000e+01,2.022216056522845751e+00
7.600000000000000000e+01,2.037522613841884489e+00
7.700000000000000000e+01,2.051537222678166295e+00
7.800000000000000000e+01,1.991222405667341766e+00
7.900000000000000000e+01,1.882376906105516001e+00
