site,n
0.000000000000000000e+00,4.931771923968749638e-01
1.000000000000000000e+00,6.280113620924804296e-01
2.000000000000000000e+00,8.251560232950110318e-01
3.000000000000000000e+00,9.770666124941312924e-01
4.000000000000000000e+00,1.099101696379908732e+00
5.000000000000000000e+00,1.173405202486754728e+00
6.000000000000000000e+00,1.234782153020187678e+00
7.000000000000000000e+00,1.256890913207189264e+00
8.000000000000000000e+00,1.259182768178788825e+00
9.000000000000000000e+00,1.244347227047297499e+00
1.000000000000000000e+01,1.217975592500090576e+00
1.100000000000000000e+01,1.181927112256300205e+00
1.200000000000000000e+01,1.141231390204670681e+00
1.300000000000000000e+01,1.099745556691357207e+00
1.400000000000000000e+01,1.057396807120096316e+00
1.500000000000000000e+01,1.017200219234343450e+00
1.600000000000000000e+01,9.799155206240053317e-01
1.700000000000000000e+01,9.468460138559396944e-01
1.800000000000000000e+01,9.189976542451608887e-01
1.900000000000000000e+01,8.973005286187361040e-01
2.000000000000000000e+01,8.824452400243349981e-01
2.100000000000000000e+01,8.746089055464938422e-01
2.200000000000000000e+01,8.733465395958073252e-01
2.300000000000000000e+01,8.785420533509186169e-01
2.400000000000000000e+01,8.890589490048201871e-01
2.500000000000000000e+01,9.035255749581545537e-01
2.600000000000000000e+01,9.206020788608401118e-01
2.700000000000000000e+01,9.389808250834338343e-01
2.800000000000000000e+01,9.575324266959740482e-01
2.900000000000000000e+01,9.752567800686438027e-01
3.000000000000000000e+01,9.914376235972486295e-01
3.100000000000000000e+01,1.004760284802864057e+00
3.200000000000000000e+01,1.015543443153887226e+00
3.300000000000000000e+01,1.023767046956206794e+00
3.400000000000000000e+01,1.029744805185816903e+00
3.500000000000000000e+01,1.033808979159738239e+00
3.600000000000000000e+01,1.036402584473737454e+00
3.700000000000000000e+01,1.037907710401604122e+00
3.800000000000000000e+01,1.038709584785115769e+00
3.900000000000000000e+01,1.039083283358452681e+00
4.000000000000000000e+01,1.039180118076471704e+00
4.100000000000000000e+01,1.039004181525679193e+00
4.200000000000000000e+01,1.038423508889686042e+00
4.300000000000000000e+01,1.037162745266795749e+00
4.400000000000000000e+01,1.034860605905254527e+00
4.500000000000000000e+01,1.031054380286895000e+00
4.600000000000000000e+01,1.025369578223410683e+00
4.700000000000000000e+01,1.017369709551934731e+00
4.800000000000000000e+01,1.006819950197634483e+00
4.900000000000000000e+01,9.935219640013669418e-01
5.000000000000000000e+01,9.777074652440891356e-01
5.100000000000000000e+01,9.592279245105814756e-01
5.200000000000000000e+01,9.397999710400458673e-01
5.300000000000000000e+01,9.203854462502167877e-01
5.400000000000000000e+01,9.023283387199213523e-01
5.500000000000000000e+01,8.869140933720116582e-01
5.600000000000000000e+01,8.756636876813836956e-01
5.700000000000000000e+01,8.699732872341271461e-01
5.800000000000000000e+01,8.711134833031672908e-01
5.900000000000000000e+01,8.792110960096233274e-01
6.000000000000000000e+01,8.947007204504309197e-01
6.100000000000000000e+01,9.173594284709958302e-01
6.200000000000000000e+01,9.465918830558800456e-01
6.300000000000000000e+01,9.812409990610365673e-01
6.400000000000000000e+01,1.020456478574578885e+00
6.500000000000000000e+01,1.061798582583597383e+00
6.600000000000000000e+01,1.105444676942117344e+00
6.700000000000000000e+01,1.148082990370013601e+00
6.800000000000000000e+01,1.186621846376901379e+00
6.900000000000000000e+01,1.221297514225061720e+00
7.000000000000000000e+01,1.246299330698807273e+00
7.100000000000000000e+01,1.259557576663963951e+00
7.200000000000000000e+01,1.256204587394782468e+00
7.300000000000000000e+01,1.233231128641170127e+00
7.400000000000000000e+01,1.171312883913142144e+00
7.500000000000000000e+01,1.096624238182037914e+00
7.600000000000000000e+01,9.745722550387534433e-01
7.700000000000000000e+01,8.228755432852388196e-01
7.800000000000000000e+01,6.256919944777574738e-01
7.900000000000000000e+01,4.902215412900476355e-01
