r,C_n
0.000000000000000000e+00,7.699521883012408807e+00
1.000000000000000000e+00,-6.633400146890409133e-01
2.000000000000000000e+00,-3.283156957874481918e+00
3.000000000000000000e+00,-8.123562013204903565e-01
4.000000000000000000e+00,-6.924556028493498161e-01
5.000000000000000000e+00,-5.901912740362789123e-01
6.000000000000000000e+00,-5.574644141132054642e-01
7.000000000000000000e+00,-5.392156622592452209e-01
8.000000000000000000e+00,-5.281656086354544755e-01
9.000000000000000000e+00,-5.198287479809096112e-01
1.000000000000000000e+01,-5.121108269254861511e-01
1.100000000000000000e+01,-5.059282622607099711e-01
1.200000000000000000e+01,-5.003184352213878583e-01
1.300000000000000000e+01,-4.949034454197658306e-01
1.400000000000000000e+01,-4.891715224087747060e-01
1.500000000000000000e+01,-4.848476460665054333e-01
1.600000000000000000e+01,-4.809406648549838792e-01
1.700000000000000000e+01,-4.771239428901239421e-01
1.800000000000000000e+01,-4.728606796474110752e-01
1.900000000000000000e+01,-4.700084772655443999e-01
2.000000000000000000e+01,-4.675406666357062591e-01
2.100000000000000000e+01,-4.652136568806852779e-01
2.200000000000000000e+01,-4.627771272782155165e-01
2.300000000000000000e+01,-4.597141608087795817e-01
2.400000000000000000e+01,-4.580073617476330128e-01
2.500000000000000000e+01,-4.567103919853892080e-01
2.600000000000000000e+01,-4.556724057808594353e-01
2.700000000000000000e+01,-4.547747247325020226e-01
2.800000000000000000e+01,-4.539440902892195595e-01
2.900000000000000000e+01,-4.531387732442979654e-01
3.000000000000000000e+01,-4.523425444570463583e-01
3.100000000000000000e+01,-4.515526171570840575e-01
3.200000000000000000e+01,-4.507819710364415755e-01
3.300000000000000000e+01,-4.500550716989835109e-01
3.400000000000000000e+01,-4.494121603978626922e-01
3.500000000000000000e+01,-4.489032548178713000e-01
3.600000000000000000e+01,-4.485937911701753933e-01
3.700000000000000000e+01,-4.485676470631716484e-01
3.800000000000000000e+01,-4.489356469429779395e-01
3.900000000000000000e+01,-4.505734110316339525e-01
4.000000000000000000e+01,-4.522021688031401254e-01
4.100000000000000000e+01,-4.538615399423377994e-01
4.200000000000000000e+01,-4.556737035228621835e-01
4.300000000000000000e+01,-4.577559191371065594e-01
4.400000000000000000e+01,-4.602472604716396631e-01
4.500000000000000000e+01,-4.642870269272094674e-01
4.600000000000000000e+01,-4.682937294796190031e-01
4.700000000000000000e+01,-4.723886904881027249e-01
4.800000000000000000e+01,-4.767755107754894084e-01
4.900000000000000000e+01,-4.825775294041605434e-01
5.000000000000000000e+01,-4.884794294843572970e-01
5.100000000000000000e+01,-4.947533467614846359e-01
5.200000000000000000e+01,-5.018210075119995395e-01
5.300000000000000000e+01,-5.108980666336790932e-01
5.400000000000000000e+01,-5.214351286985063894e-01
5.500000000000000000e+01,-5.341254373692692070e-01
5.600000000000000000e+01,-5.496726789211265896e-01
5.700000000000000000e+01,-5.683973407982350068e-01
5.800000000000000000e+01,-5.897358812331674471e-01
5.900000000000000000e+01,-6.117598885281196885e-01
6.000000000000000000e+01,-6.311751236902338746e-01
6.100000000000000000e+01,-6.443280533034965174e-01
6.200000000000000000e+01,-6.493241676202146095e-01
