r,C_d
0.000000000000000000e+00,5.483249377049580729e-03
1.000000000000000000e+00,1.324510646670409241e-08
2.000000000000000000e+00,4.631821170929486675e-11
3.000000000000000000e+00,2.530808894325041641e-08
4.000000000000000000e+00,2.839974285558954092e-09
5.000000000000000000e+00,5.799857901666413135e-07
6.000000000000000000e+00,1.250322425071772646e-07
7.000000000000000000e+00,2.698092919410626845e-07
8.000000000000000000e+00,4.083394291157024331e-07
9.000000000000000000e+00,5.004883411513894253e-07
1.000000000000000000e+01,5.662497011431978603e-07
1.100000000000000000e+01,5.967782604041795209e-07
1.200000000000000000e+01,6.123073062503660811e-07
1.300000000000000000e+01,6.192800524862365111e-07
1.400000000000000000e+01,6.211066980870551022e-07
1.500000000000000000e+01,6.209476769499500960e-07
1.600000000000000000e+01,6.186076940979629119e-07
1.700000000000000000e+01,6.163089136880143355e-07
1.800000000000000000e+01,6.143804926688967943e-07
1.900000000000000000e+01,6.118437546011516874e-07
2.000000000000000000e+01,6.088608641805812020e-07
2.100000000000000000e+01,6.050960569655330935e-07
2.200000000000000000e+01,5.975679632189061817e-07
2.300000000000000000e+01,5.814566361928041737e-07
2.400000000000000000e+01,5.495157862640840941e-07
2.500000000000000000e+01,4.864951451488094874e-07
2.600000000000000000e+01,3.830516258191232620e-07
2.700000000000000000e+01,2.541500090724486493e-07
2.800000000000000000e+01,9.072728124246168822e-08
2.900000000000000000e+01,7.373909999790135827e-09
3.000000000000000000e+01,2.713605150201754526e-10
3.100000000000000000e+01,3.837543423499606028e-12
3.200000000000000000e+01,7.659801647376400133e-15
3.300000000000000000e+01,9.890551072040916833e-15
3.400000000000000000e+01,8.739612552958170854e-14
3.500000000000000000e+01,1.886699585419291179e-12
3.600000000000000000e+01,3.105393679947798100e-11
3.700000000000000000e+01,1.253209548309994031e-10
3.800000000000000000e+01,2.068490860841516080e-10
3.900000000000000000e+01,2.736140425600816594e-10
4.000000000000000000e+01,3.141313195967784201e-10
4.100000000000000000e+01,3.347336675778073399e-10
4.200000000000000000e+01,3.440067986744189742e-10
4.300000000000000000e+01,3.473357766654791627e-10
4.400000000000000000e+01,3.478860068186508375e-10
4.500000000000000000e+01,3.462626013601310682e-10
4.600000000000000000e+01,3.406157497245930566e-10
4.700000000000000000e+01,3.267980245778335779e-10
4.800000000000000000e+01,2.980663071238480714e-10
4.900000000000000000e+01,2.426010117937792822e-10
5.000000000000000000e+01,1.668288035162879534e-10
5.100000000000000000e+01,7.483029641652664684e-11
5.200000000000000000e+01,8.755686183320617090e-12
5.300000000000000000e+01,4.046497179253505446e-13
5.400000000000000000e+01,4.467743581291803874e-14
5.500000000000000000e+01,1.715170909556852882e-13
5.600000000000000000e+01,2.600744962871140876e-12
5.700000000000000000e+01,1.622841443196226294e-11
5.800000000000000000e+01,3.214452271106557793e-11
5.900000000000000000e+01,4.540354092518317602e-11
6.000000000000000000e+01,5.448784859805539805e-11
6.100000000000000000e+01,5.896517804535936597e-11
6.200000000000000000e+01,6.097195229718820937e-11
6.300000000000000000e+01,6.178066943476754901e-11
6.400000000000000000e+01,6.177261413620186042e-11
6.500000000000000000e+01,6.097657333884674259e-11
6.600000000000000000e+01,5.902713679861240797e-11
6.700000000000000000e+01,5.458097804219400119e-11
6.800000000000000000e+01,4.560114819750555931e-11
6.900000000000000000e+01,3.234165955420545559e-11
7.000000000000000000e+01,1.646397243929120788e-11
7.100000000000000000e+01,2.503088597509564749e-12
7.200000000000000000e+01,1.294893593454049886e-13
7.300000000000000000e+01,1.377137084098223775e-14
7.400000000000000000e+01,2.737884177718092929e-14
7.500000000000000000e+01,2.905719076769741847e-13
7.600000000000000000e+01,1.520935227412391931e-12
7.700000000000000000e+01,2.866666718763102680e-12
7.800000000000000000e+01,3.995032949727822317e-12
7.900000000000000000e+01,4.744727224096990727e-12
8.000000000000000000e+01,5.122297240931258388e-12
8.100000000000000000e+01,5.283618809523638335e-12
8.200000000000000000e+01,5.348197843329665363e-12
8.300000000000000000e+01,5.347773832101783109e-12
8.400000000000000000e+01,5.274343207602031915e-12
8.500000000000000000e+01,5.088810817274461522e-12
8.600000000000000000e+01,4.685692277378973966e-12
8.700000000000000000e+01,3.874573859080411444e-12
8.800000000000000000e+01,2.715560720464349191e-12
8.900000000000000000e+01,1.318917057713888869e-12
9.000000000000000000e+01,1.815724152167319767e-13
9.100000000000000000e+01,8.686754153483604472e-15
9.200000000000000000e+01,6.765696789388417890e-16
9.300000000000000000e+01,1.038929196907977688e-15
9.400000000000000000e+01,1.378756818134935097e-14
9.500000000000000000e+01,9.540298959565455717e-14
9.600000000000000000e+01,1.997406606891365149e-13
9.700000000000000000e+01,2.871335493864599235e-13
9.800000000000000000e+01,3.493035145541981331e-13
9.900000000000000000e+01,3.808011224059454898e-13
