r,C_d
0.000000000000000000e+00,1.955349196434593262e+00
1.000000000000000000e+00,2.664213291079507440e-01
2.000000000000000000e+00,7.851149192540136934e-02
3.000000000000000000e+00,4.095294403545939738e-02
4.000000000000000000e+00,1.706216844345034150e-02
5.000000000000000000e+00,7.530979121578031642e-03
6.000000000000000000e+00,3.249375511477495867e-03
7.000000000000000000e+00,1.403705695538733913e-03
8.000000000000000000e+00,6.202421988194700177e-04
9.000000000000000000e+00,2.758636859439537081e-04
1.000000000000000000e+01,1.231345466677596207e-04
1.100000000000000000e+01,5.518978297004662278e-05
1.200000000000000000e+01,2.480847751036242135e-05
1.300000000000000000e+01,1.118086389060631471e-05
1.400000000000000000e+01,5.049256837287123104e-06
1.500000000000000000e+01,2.283588475164348800e-06
1.600000000000000000e+01,1.033978110561049820e-06
1.700000000000000000e+01,4.685931679547684868e-07
1.800000000000000000e+01,2.125120073875333126e-07
1.900000000000000000e+01,9.642858000565476007e-08
2.000000000000000000e+01,4.377330142041108965e-08
2.100000000000000000e+01,1.987708481751023614e-08
2.200000000000000000e+01,9.028273258746048717e-09
2.300000000000000000e+01,4.101479989851869264e-09
2.400000000000000000e+01,1.863553442579452582e-09
2.500000000000000000e+01,8.468249105907054245e-10
2.600000000000000000e+01,3.848442390557374041e-10
2.700000000000000000e+01,1.749069185758829208e-10
2.800000000000000000e+01,7.949745517893934957e-11
2.900000000000000000e+01,3.613418190125397603e-11
3.000000000000000000e+01,1.642473142157558540e-11
3.100000000000000000e+01,7.466034046588709739e-12
3.200000000000000000e+01,3.393838527972974730e-12
3.300000000000000000e+01,1.542764800969237903e-12
3.400000000000000000e+01,7.013171067927859116e-13
3.500000000000000000e+01,3.188114097864614546e-13
3.600000000000000000e+01,1.449296973669280273e-13
3.700000000000000000e+01,6.588461409617455942e-14
3.800000000000000000e+01,2.995114658635406613e-14
3.900000000000000000e+01,1.361585672200307180e-14
4.000000000000000000e+01,6.189826920311685654e-15
4.100000000000000000e+01,2.813931104329823761e-15
4.200000000000000000e+01,1.279233725844922688e-15
4.300000000000000000e+01,5.815503683107704185e-16
4.400000000000000000e+01,2.643783606007055670e-16
4.500000000000000000e+01,1.201891269168428795e-16
4.600000000000000000e+01,5.463932824443583646e-17
4.700000000000000000e+01,2.483968171727841604e-17
4.800000000000000000e+01,1.129243056296981241e-17
4.900000000000000000e+01,5.133684699176552279e-18
5.000000000000000000e+01,2.333842575959653752e-18
5.100000000000000000e+01,1.060997059189191193e-18
5.200000000000000000e+01,4.823444815165281801e-19
5.300000000000000000e+01,2.192808082768223468e-19
5.400000000000000000e+01,9.968834241268556919e-20
5.500000000000000000e+01,4.531982661668643891e-20
5.600000000000000000e+01,2.060309628817101666e-20
5.700000000000000000e+01,9.366488620078434632e-21
5.800000000000000000e+01,4.258155056066731056e-21
5.900000000000000000e+01,1.935825293776774916e-21
6.000000000000000000e+01,8.800577223369817566e-22
6.100000000000000000e+01,4.000885765226944763e-22
6.200000000000000000e+01,1.818869021685208448e-22
6.300000000000000000e+01,8.268879650775872059e-23
6.400000000000000000e+01,3.759171803349279332e-23
6.500000000000000000e+01,1.708982545519038857e-23
6.600000000000000000e+01,7.769325550725429790e-24
6.700000000000000000e+01,3.532067091330216212e-24
6.800000000000000000e+01,1.605738400751149251e-24
6.900000000000000000e+01,7.299961351366762228e-25
7.000000000000000000e+01,3.318688877379287583e-25
7.100000000000000000e+01,1.508733124076707116e-25
7.200000000000000000e+01,6.858963819803052802e-26
7.300000000000000000e+01,3.118203794311159023e-26
7.400000000000000000e+01,1.417590100489211118e-26
7.500000000000000000e+01,6.444611424036350269e-27
7.600000000000000000e+01,2.929833814518278520e-27
7.700000000000000000e+01,1.331953672982843905e-27
7.800000000000000000e+01,6.055296754700468616e-28
7.900000000000000000e+01,2.752844122507031982e-28
8.000000000000000000e+01,1.251491728534180462e-28
8.100000000000000000e+01,5.689501536881601467e-29
8.200000000000000000e+01,2.586548490527819424e-29
8.300000000000000000e+01,1.175890546392027131e-29
8.400000000000000000e+01,5.345807792358677828e-30
8.500000000000000000e+01,2.430298652682717144e-30
8.600000000000000000e+01,1.104857113826575698e-30
8.700000000000000000e+01,5.022875914565626684e-31
8.800000000000000000e+01,2.283489105868887912e-31
8.900000000000000000e+01,1.038114600884465550e-31
9.000000000000000000e+01,4.719454616368115293e-32
9.100000000000000000e+01,2.145547767668405275e-32
9.200000000000000000e+01,9.754044206877762332e-33
9.300000000000000000e+01,4.434361639970957346e-33
9.400000000000000000e+01,2.015940241868251148e-33
9.500000000000000000e+01,9.164822456746739179e-34
9.600000000000000000e+01,4.166492585394733598e-34
9.700000000000000000e+01,1.894161590192891597e-34
9.800000000000000000e+01,8.611198344056704024e-35
9.900000000000000000e+01,3.914803913518792293e-35
