r,C_d
0.000000000000000000e+00,6.616689223908963413e+00
1.000000000000000000e+00,4.155648073588998237e+00
2.000000000000000000e+00,4.161257734473999825e+00
3.000000000000000000e+00,4.282098557005060258e+00
4.000000000000000000e+00,4.257339304194519336e+00
5.000000000000000000e+00,4.218670208650678433e+00
6.000000000000000000e+00,4.171799698406880808e+00
7.000000000000000000e+00,4.122630234892800338e+00
8.000000000000000000e+00,4.074764660639208280e+00
9.000000000000000000e+00,4.027477713868460540e+00
1.000000000000000000e+01,3.979246925234587451e+00
1.100000000000000000e+01,3.929817651289636782e+00
1.200000000000000000e+01,3.879790957371513027e+00
1.300000000000000000e+01,3.830358384284091144e+00
1.400000000000000000e+01,3.782788451353892967e+00
1.500000000000000000e+01,3.740143919947779949e+00
1.600000000000000000e+01,3.702205127211178670e+00
1.700000000000000000e+01,3.668088082698138130e+00
1.800000000000000000e+01,3.637323879519623659e+00
1.900000000000000000e+01,3.611214777605560755e+00
2.000000000000000000e+01,3.588840915287698774e+00
2.100000000000000000e+01,3.569874613807173080e+00
2.200000000000000000e+01,3.553260313246361157e+00
2.300000000000000000e+01,3.538879257192279582e+00
2.400000000000000000e+01,3.526332654098982111e+00
2.500000000000000000e+01,3.515033387455097635e+00
2.600000000000000000e+01,3.504547367902743904e+00
2.700000000000000000e+01,3.494557005345012790e+00
2.800000000000000000e+01,3.484862320714012807e+00
2.900000000000000000e+01,3.475389639684130838e+00
3.000000000000000000e+01,3.466074380954843548e+00
3.100000000000000000e+01,3.456918488348214691e+00
3.200000000000000000e+01,3.447968863511436943e+00
3.300000000000000000e+01,3.439252004284263364e+00
3.400000000000000000e+01,3.430744963262676528e+00
3.500000000000000000e+01,3.422356312609205808e+00
3.600000000000000000e+01,3.413901804210477842e+00
3.700000000000000000e+01,3.405329546480251768e+00
3.800000000000000000e+01,3.396595273104785484e+00
3.900000000000000000e+01,3.388010711895973692e+00
4.000000000000000000e+01,3.379471841559040346e+00
4.100000000000000000e+01,3.370877757767992033e+00
4.200000000000000000e+01,3.362120923130129224e+00
4.300000000000000000e+01,3.355171960878439830e+00
4.400000000000000000e+01,3.350400946634792376e+00
4.500000000000000000e+01,3.346889810646762164e+00
4.600000000000000000e+01,3.345718907742724735e+00
4.700000000000000000e+01,3.347014787962591775e+00
4.800000000000000000e+01,3.350131812379054441e+00
4.900000000000000000e+01,3.354222982533494157e+00
5.000000000000000000e+01,3.357509618169797871e+00
5.100000000000000000e+01,3.361408323983362312e+00
5.200000000000000000e+01,3.366541083463522543e+00
5.300000000000000000e+01,3.372992340720011306e+00
5.400000000000000000e+01,3.381294379176522646e+00
5.500000000000000000e+01,3.392294238214297764e+00
5.600000000000000000e+01,3.406534480305092760e+00
5.700000000000000000e+01,3.422944726405174443e+00
5.800000000000000000e+01,3.440312881143493762e+00
5.900000000000000000e+01,3.456185797371309487e+00
6.000000000000000000e+01,3.469914540051302509e+00
6.100000000000000000e+01,3.483004288117150349e+00
6.200000000000000000e+01,3.495049400940288375e+00
