r,C_nn
0.000000000000000000e+00,9.276911306335771101e-01
1.000000000000000000e+00,-4.322920966499408379e-01
2.000000000000000000e+00,-1.604273924185939393e-02
3.000000000000000000e+00,-1.449543428039401505e-02
4.000000000000000000e+00,-3.418963210306102951e-03
5.000000000000000000e+00,-1.479407588520054162e-03
6.000000000000000000e+00,-5.234168048913190319e-04
7.000000000000000000e+00,-1.393782918546193628e-04
8.000000000000000000e+00,4.132475955476166973e-05
9.000000000000000000e+00,1.282766790051681483e-04
1.000000000000000000e+01,1.761322431201861605e-04
1.100000000000000000e+01,2.044629419275523219e-04
1.200000000000000000e+01,2.143905152154346183e-04
1.300000000000000000e+01,2.095727598838692529e-04
1.400000000000000000e+01,1.963800662379000528e-04
1.500000000000000000e+01,1.795715004293541028e-04
1.600000000000000000e+01,1.626509471517323391e-04
1.700000000000000000e+01,1.474735714319663771e-04
1.800000000000000000e+01,1.335331030407616026e-04
1.900000000000000000e+01,1.189628341524695543e-04
2.000000000000000000e+01,1.040431309222711320e-04
2.100000000000000000e+01,8.979113462181942396e-05
2.200000000000000000e+01,7.665794065392361745e-05
2.300000000000000000e+01,6.482049465894590412e-05
2.400000000000000000e+01,5.440047312177398453e-05
2.500000000000000000e+01,4.537863186282464767e-05
2.600000000000000000e+01,3.767369594953606793e-05
2.700000000000000000e+01,3.114235365231365904e-05
2.800000000000000000e+01,2.567252613872028633e-05
2.900000000000000000e+01,2.112729400938206936e-05
3.000000000000000000e+01,1.739394979072272918e-05
3.100000000000000000e+01,1.435755093837087770e-05
3.200000000000000000e+01,1.191435116076888789e-05
3.300000000000000000e+01,9.969992307290453937e-06
3.400000000000000000e+01,8.431596130620278018e-06
3.500000000000000000e+01,7.213323142352123796e-06
3.600000000000000000e+01,6.240580405325601987e-06
3.700000000000000000e+01,5.456570915107761266e-06
3.800000000000000000e+01,4.817770445697533432e-06
3.900000000000000000e+01,4.291251915589100463e-06
4.000000000000000000e+01,3.855201637037453111e-06
4.100000000000000000e+01,3.488160847275878496e-06
4.200000000000000000e+01,3.174276364426020791e-06
4.300000000000000000e+01,2.900936883598603799e-06
4.400000000000000000e+01,2.653295050336623717e-06
4.500000000000000000e+01,2.416374345948213431e-06
4.600000000000000000e+01,2.175036817320119553e-06
4.700000000000000000e+01,1.929031578029594129e-06
4.800000000000000000e+01,1.698244355807787542e-06
4.900000000000000000e+01,1.493671754282388520e-06
5.000000000000000000e+01,1.311100557011002365e-06
5.100000000000000000e+01,1.143518955082356570e-06
5.200000000000000000e+01,9.849878468415340649e-07
5.300000000000000000e+01,8.322091193946334897e-07
5.400000000000000000e+01,6.835824484241470600e-07
5.500000000000000000e+01,5.402374494423156648e-07
5.600000000000000000e+01,4.086831255634137960e-07
5.700000000000000000e+01,2.941991521510090024e-07
5.800000000000000000e+01,2.020946459069250523e-07
5.900000000000000000e+01,1.380253760174809941e-07
6.000000000000000000e+01,1.082015979037009856e-07
6.100000000000000000e+01,1.165398435531983523e-07
6.200000000000000000e+01,1.584061708470585472e-07
6.300000000000000000e+01,2.179955584935555635e-07
