site,n
0.000000000000000000e+00,8.166206298307465694e-01
1.000000000000000000e+00,1.299099202628230199e+00
2.000000000000000000e+00,1.796172923006743138e+00
3.000000000000000000e+00,2.083413255678073117e+00
4.000000000000000000e+00,2.225573225753818996e+00
5.000000000000000000e+00,2.279301022866504489e+00
6.000000000000000000e+00,2.292570836329791195e+00
7.000000000000000000e+00,2.287618170500107517e+00
8.000000000000000000e+00,2.274981182698317284e+00
9.000000000000000000e+00,2.258238971750351265e+00
1.000000000000000000e+01,2.239262309315053656e+00
1.100000000000000000e+01,2.218999835045134983e+00
1.200000000000000000e+01,2.197275088098620710e+00
1.300000000000000000e+01,2.174318375413478943e+00
1.400000000000000000e+01,2.151384413873281609e+00
1.500000000000000000e+01,2.129318119306972346e+00
1.600000000000000000e+01,2.107970946837455450e+00
1.700000000000000000e+01,2.086668855994261218e+00
1.800000000000000000e+01,2.065142491301498406e+00
1.900000000000000000e+01,2.043451257294888634e+00
2.000000000000000000e+01,2.021942502588989665e+00
2.100000000000000000e+01,2.001142455348785987e+00
2.200000000000000000e+01,1.981683325428047482e+00
2.300000000000000000e+01,1.964252352090879228e+00
2.400000000000000000e+01,1.949542605071451273e+00
2.500000000000000000e+01,1.938175730470558689e+00
2.600000000000000000e+01,1.930699106128265230e+00
2.700000000000000000e+01,1.927089982934731660e+00
2.800000000000000000e+01,1.926666908376389653e+00
2.900000000000000000e+01,1.928471624101135262e+00
3.000000000000000000e+01,1.931522229185832717e+00
3.100000000000000000e+01,1.934885003766356748e+00
3.200000000000000000e+01,1.937963444797574653e+00
3.300000000000000000e+01,1.940427683638336287e+00
3.400000000000000000e+01,1.942172529678801718e+00
3.500000000000000000e+01,1.943246222408502533e+00
3.600000000000000000e+01,1.943783539392925919e+00
3.700000000000000000e+01,1.943952025722678112e+00
3.800000000000000000e+01,1.943910870793481793e+00
3.900000000000000000e+01,1.943784544702723549e+00
4.000000000000000000e+01,1.943643113902218333e+00
4.100000000000000000e+01,1.943493775080278541e+00
4.200000000000000000e+01,1.943281473242860713e+00
4.300000000000000000e+01,1.942898678515620592e+00
4.400000000000000000e+01,1.942206372477302434e+00
4.500000000000000000e+01,1.941063029871558543e+00
4.600000000000000000e+01,1.939378323356483635e+00
4.700000000000000000e+01,1.937168704963941668e+00
4.800000000000000000e+01,1.934545704577791625e+00
4.900000000000000000e+01,1.931757647674682277e+00
5.000000000000000000e+01,1.929297203975326003e+00
5.100000000000000000e+01,1.928020224299187957e+00
5.200000000000000000e+01,1.928846073657959792e+00
5.300000000000000000e+01,1.932696279362530412e+00
5.400000000000000000e+01,1.940230880788230028e+00
5.500000000000000000e+01,1.951469142529425049e+00
5.600000000000000000e+01,1.965875601260440364e+00
5.700000000000000000e+01,1.982843742593986436e+00
5.800000000000000000e+01,2.001695771158507942e+00
5.900000000000000000e+01,2.021754663987967771e+00
6.000000000000000000e+01,2.042396149376361159e+00
6.100000000000000000e+01,2.063112537483342113e+00
6.200000000000000000e+01,2.083624856675708514e+00
6.300000000000000000e+01,2.104006270392186462e+00
6.400000000000000000e+01,2.125141633405922104e+00
6.500000000000000000e+01,2.147889635720132251e+00
6.600000000000000000e+01,2.171846565052931055e+00
6.700000000000000000e+01,2.195609409349515762e+00
6.800000000000000000e+01,2.217959535928510917e+00
6.900000000000000000e+01,2.238648196478545405e+00
7.000000000000000000e+01,2.257941839109677939e+00
7.100000000000000000e+01,2.274959268011624847e+00
7.200000000000000000e+01,2.287826223882144294e+00
7.300000000000000000e+01,2.293027504542592077e+00
7.400000000000000000e+01,2.280117506639753433e+00
7.500000000000000000e+01,2.226929338099255418e+00
7.600000000000000000e+01,2.085642943137990812e+00
7.700000000000000000e+01,1.799129009319683670e+00
7.800000000000000000e+01,1.301872183133264027e+00
7.900000000000000000e+01,8.174571868348080583e-01
