site,n_tilde
0.000000000000000000e+00,3.305762392692065621e+00
1.000000000000000000e+00,4.730524000133756957e+00
2.000000000000000000e+00,5.510146827440030037e+00
3.000000000000000000e+00,5.802961099320655514e+00
4.000000000000000000e+00,5.943679127144529062e+00
5.000000000000000000e+00,6.022185084231884034e+00
6.000000000000000000e+00,6.076647318288251221e+00
7.000000000000000000e+00,6.112129160146706930e+00
8.000000000000000000e+00,6.123627984841879091e+00
9.000000000000000000e+00,6.106988408248374967e+00
1.000000000000000000e+01,6.064203260080946123e+00
1.100000000000000000e+01,6.003141236260150393e+00
1.200000000000000000e+01,5.934173671439452846e+00
1.300000000000000000e+01,5.866613353446025414e+00
1.400000000000000000e+01,5.806594463392844574e+00
1.500000000000000000e+01,5.756833934280857434e+00
1.600000000000000000e+01,5.717551675167271696e+00
1.700000000000000000e+01,5.687601242147599656e+00
1.800000000000000000e+01,5.665329204172078192e+00
1.900000000000000000e+01,5.649071883497961188e+00
2.000000000000000000e+01,5.637377107709500734e+00
2.100000000000000000e+01,5.629068417980370498e+00
2.200000000000000000e+01,5.623232751360964343e+00
2.300000000000000000e+01,5.619180390731218111e+00
2.400000000000000000e+01,5.616398709531590150e+00
2.500000000000000000e+01,5.614510278787722797e+00
2.600000000000000000e+01,5.613236834299426548e+00
2.700000000000000000e+01,5.612370244239818895e+00
2.800000000000000000e+01,5.611748152532826772e+00
2.900000000000000000e+01,5.611232950720428825e+00
3.000000000000000000e+01,5.610693238516166303e+00
3.100000000000000000e+01,5.609987438209758537e+00
3.200000000000000000e+01,5.608953041315338339e+00
3.300000000000000000e+01,5.607413828191159411e+00
3.400000000000000000e+01,5.605221962830048810e+00
3.500000000000000000e+01,5.602484567176524877e+00
3.600000000000000000e+01,5.600018176885730448e+00
3.700000000000000000e+01,5.598527465351425647e+00
3.800000000000000000e+01,5.598017851571370329e+00
3.900000000000000000e+01,5.598379838992374680e+00
4.000000000000000000e+01,5.599675091071742550e+00
4.100000000000000000e+01,5.601973162081129054e+00
4.200000000000000000e+01,5.604728242306723729e+00
4.300000000000000000e+01,5.607037397413833446e+00
4.400000000000000000e+01,5.608665169805945538e+00
4.500000000000000000e+01,5.609733286237295502e+00
4.600000000000000000e+01,5.610403031013194486e+00
4.700000000000000000e+01,5.610824158702051534e+00
4.800000000000000000e+01,5.611118607459807173e+00
4.900000000000000000e+01,5.611385852330482038e+00
5.000000000000000000e+01,5.611715044891269599e+00
5.100000000000000000e+01,5.612197668524460781e+00
5.200000000000000000e+01,5.612941015571429659e+00
5.300000000000000000e+01,5.614083167503282290e+00
5.400000000000000000e+01,5.615810383966125308e+00
5.500000000000000000e+01,5.618378098979265545e+00
5.600000000000000000e+01,5.622137549985128047e+00
5.700000000000000000e+01,5.627569606171617167e+00
5.800000000000000000e+01,5.635325006157502870e+00
5.900000000000000000e+01,5.646269491996315892e+00
6.000000000000000000e+01,5.661526453120504065e+00
6.100000000000000000e+01,5.682496270473353484e+00
6.200000000000000000e+01,5.710811182730877178e+00
6.300000000000000000e+01,5.748149885920550872e+00
6.400000000000000000e+01,5.795801401593672963e+00
6.500000000000000000e+01,5.853881794567649344e+00
6.600000000000000000e+01,5.920248406559853294e+00
6.700000000000000000e+01,5.989498065730606946e+00
6.800000000000000000e+01,6.052892833180189669e+00
6.900000000000000000e+01,6.100077463711586212e+00
7.000000000000000000e+01,6.122377791424103322e+00
7.100000000000000000e+01,6.116389326748974398e+00
7.200000000000000000e+01,6.085148687053665739e+00
7.300000000000000000e+01,6.034101149903475125e+00
7.400000000000000000e+01,5.961328711446268969e+00
7.500000000000000000e+01,5.837984619985974177e+00
7.600000000000000000e+01,5.587640886135481821e+00
7.700000000000000000e+01,4.955384370618275192e+00
7.800000000000000000e+01,3.703982855300813171e+00
