r,C_j
0.000000000000000000e+00,7.083908380409971528e+01
1.000000000000000000e+00,-3.125043433633310030e+01
2.000000000000000000e+00,4.731487530766731453e-01
3.000000000000000000e+00,2.707886590483816747e-01
4.000000000000000000e+00,3.500757251325836705e-02
5.000000000000000000e+00,1.323416188693116169e-02
6.000000000000000000e+00,5.042804883053975118e-03
7.000000000000000000e+00,4.466916135115184261e-04
8.000000000000000000e+00,6.013407513414392724e-04
9.000000000000000000e+00,4.835163463354774649e-04
1.000000000000000000e+01,2.061035026557078709e-04
1.100000000000000000e+01,6.020232567038874549e-05
1.200000000000000000e+01,2.412958337938420073e-04
1.300000000000000000e+01,1.781957504167763773e-04
1.400000000000000000e+01,1.608984495433674056e-04
1.500000000000000000e+01,2.159545853714917030e-04
1.600000000000000000e+01,1.332543727698975999e-04
1.700000000000000000e+01,3.929043098693796310e-05
1.800000000000000000e+01,6.497306590524942749e-05
1.900000000000000000e+01,3.434599331342269579e-05
2.000000000000000000e+01,1.385456304614507417e-04
2.100000000000000000e+01,8.206135423627358705e-05
2.200000000000000000e+01,1.022578731948442510e-04
2.300000000000000000e+01,1.837687924215458679e-04
2.400000000000000000e+01,2.324172381182876279e-04
2.500000000000000000e+01,1.445209471047093075e-04
2.600000000000000000e+01,1.571981835049029996e-04
2.700000000000000000e+01,2.484689334103507008e-04
2.800000000000000000e+01,1.758815976433680817e-04
2.900000000000000000e+01,9.166037839847263058e-05
3.000000000000000000e+01,8.447439452119454018e-05
3.100000000000000000e+01,1.284173821538558968e-04
3.200000000000000000e+01,1.617350813685192179e-04
3.300000000000000000e+01,9.278678406232643283e-05
3.400000000000000000e+01,8.390047604045491880e-05
3.500000000000000000e+01,1.490111294497609151e-04
3.600000000000000000e+01,1.577630860847278882e-04
3.700000000000000000e+01,1.027090524754470380e-04
3.800000000000000000e+01,1.120767764248853382e-04
3.900000000000000000e+01,1.582450373636135055e-04
4.000000000000000000e+01,1.300912259072362076e-04
4.100000000000000000e+01,7.922142703264967167e-05
4.200000000000000000e+01,6.689344571242372695e-05
4.300000000000000000e+01,1.105512309891309997e-04
4.400000000000000000e+01,1.299377183006100722e-04
4.500000000000000000e+01,7.374960145156705948e-05
4.600000000000000000e+01,6.365537785946173699e-05
4.700000000000000000e+01,1.078554690785438197e-04
4.800000000000000000e+01,1.014225471767105091e-04
4.900000000000000000e+01,6.382079868672008161e-05
5.000000000000000000e+01,7.045675850214649927e-05
5.100000000000000000e+01,9.096999372992797817e-05
5.200000000000000000e+01,8.739215661357491172e-05
5.300000000000000000e+01,5.530558995303636038e-05
5.400000000000000000e+01,4.662197938465340030e-05
5.500000000000000000e+01,8.161206530665765513e-05
5.600000000000000000e+01,9.505920446528648426e-05
5.700000000000000000e+01,5.419893390978813841e-05
5.800000000000000000e+01,4.877294259841846724e-05
5.900000000000000000e+01,8.034641624377059088e-05
6.000000000000000000e+01,6.926127386286395904e-05
6.100000000000000000e+01,4.159602021758246337e-05
6.200000000000000000e+01,4.488489465437339732e-05
6.300000000000000000e+01,5.700640121553135486e-05
6.400000000000000000e+01,6.137705680409055731e-05
6.500000000000000000e+01,3.847702993731161314e-05
6.600000000000000000e+01,3.283782334939644443e-05
6.700000000000000000e+01,5.893505243115271242e-05
6.800000000000000000e+01,6.722145695547965261e-05
6.900000000000000000e+01,3.905706201834391322e-05
7.000000000000000000e+01,3.705870190984228429e-05
7.100000000000000000e+01,5.890540947461886390e-05
7.200000000000000000e+01,4.929331118930235789e-05
7.300000000000000000e+01,2.905971657085615334e-05
7.400000000000000000e+01,2.977134444037687899e-05
7.500000000000000000e+01,3.951142916491789947e-05
7.600000000000000000e+01,4.500631631465523697e-05
7.700000000000000000e+01,2.751974936465728661e-05
7.800000000000000000e+01,2.377311180978836092e-05
7.900000000000000000e+01,4.247690032777029501e-05
8.000000000000000000e+01,4.655978319156872658e-05
8.100000000000000000e+01,2.751753420504599035e-05
8.200000000000000000e+01,2.720793542110300223e-05
8.300000000000000000e+01,4.149665596742124762e-05
8.400000000000000000e+01,3.536578294038861259e-05
8.500000000000000000e+01,2.091956106475834076e-05
