r,C_sp
0.000000000000000000e+00,2.000001299040577774e+00
1.000000000000000000e+00,1.511346670855195473e+00
2.000000000000000000e+00,8.564857998494398439e-01
3.000000000000000000e+00,3.947267966571270659e-01
4.000000000000000000e+00,1.463220216965454290e-01
5.000000000000000000e+00,4.356277247839781402e-02
6.000000000000000000e+00,1.016396796634303629e-02
7.000000000000000000e+00,1.711405665176804090e-03
8.000000000000000000e+00,1.512902443497505807e-04
9.000000000000000000e+00,-9.362051039511631686e-07
1.000000000000000000e+01,1.225413215019093146e-05
1.100000000000000000e+01,9.587514159273840153e-06
1.200000000000000000e+01,-4.370174934332579037e-06
1.300000000000000000e+01,-1.113457719847513610e-05
1.400000000000000000e+01,-7.398824618257503460e-06
1.500000000000000000e+01,-1.825492151511882488e-06
1.600000000000000000e+01,1.892550340725108436e-06
1.700000000000000000e+01,6.110222463819640985e-06
1.800000000000000000e+01,1.084862308995598933e-05
1.900000000000000000e+01,1.328578942044916471e-05
2.000000000000000000e+01,1.213422046269530448e-05
2.100000000000000000e+01,8.780536043908809205e-06
2.200000000000000000e+01,5.273487013616107836e-06
2.300000000000000000e+01,2.716200536002425236e-06
2.400000000000000000e+01,1.224209332014402777e-06
2.500000000000000000e+01,4.871426091807713838e-07
2.600000000000000000e+01,1.713266221101298091e-07
2.700000000000000000e+01,5.320262296750067487e-08
2.800000000000000000e+01,1.479421558415689481e-08
2.900000000000000000e+01,4.041213376468529503e-09
3.000000000000000000e+01,1.300744595827820741e-09
3.100000000000000000e+01,4.223693849592295712e-10
3.200000000000000000e+01,-5.509343693940029338e-12
3.300000000000000000e+01,-1.785389033580226180e-10
3.400000000000000000e+01,-1.757853655058819243e-10
3.500000000000000000e+01,-9.425485241553965467e-11
3.600000000000000000e+01,-1.227287892047040359e-13
3.700000000000000000e+01,7.118235463269828376e-11
3.800000000000000000e+01,1.088994276026361980e-10
3.900000000000000000e+01,1.175048577458487902e-10
4.000000000000000000e+01,1.055257460963140506e-10
4.100000000000000000e+01,8.163788649997736240e-11
4.200000000000000000e+01,5.468422789903113232e-11
4.300000000000000000e+01,3.178588025709293724e-11
4.400000000000000000e+01,1.613354471940280185e-11
4.500000000000000000e+01,7.228795246586675290e-12
4.600000000000000000e+01,2.893876151090485755e-12
4.700000000000000000e+01,1.042172464352433620e-12
4.800000000000000000e+01,3.385519460736498685e-13
4.900000000000000000e+01,1.011215494100773835e-13
5.000000000000000000e+01,2.941711929646324663e-14
5.100000000000000000e+01,7.985346705602497329e-15
5.200000000000000000e+01,2.784534250638678485e-16
5.300000000000000000e+01,-2.551965576580542323e-15
5.400000000000000000e+01,-2.691118876401383433e-15
