r,C_d
0.000000000000000000e+00,7.095086635584848089e+00
1.000000000000000000e+00,3.603169322186805967e+00
2.000000000000000000e+00,3.712614449361500757e+00
3.000000000000000000e+00,3.744440220667593522e+00
4.000000000000000000e+00,3.771661868893674274e+00
5.000000000000000000e+00,3.762744022798476529e+00
6.000000000000000000e+00,3.780290783438846614e+00
7.000000000000000000e+00,3.782527512432283689e+00
8.000000000000000000e+00,3.808130987156379987e+00
9.000000000000000000e+00,3.798777672336921096e+00
1.000000000000000000e+01,3.812601425048611326e+00
1.100000000000000000e+01,3.809831854900683545e+00
1.200000000000000000e+01,3.830049992433195438e+00
1.300000000000000000e+01,3.816886419534506913e+00
1.400000000000000000e+01,3.827176190262101763e+00
1.500000000000000000e+01,3.821083948819425480e+00
1.600000000000000000e+01,3.838507967404143795e+00
1.700000000000000000e+01,3.823434979526923350e+00
1.800000000000000000e+01,3.832091061617240779e+00
1.900000000000000000e+01,3.824868470507682083e+00
2.000000000000000000e+01,3.839585857579870254e+00
2.100000000000000000e+01,3.823890314626787301e+00
2.200000000000000000e+01,3.832157727329387864e+00
2.300000000000000000e+01,3.824472666252931141e+00
2.400000000000000000e+01,3.838857547079447929e+00
2.500000000000000000e+01,3.822665935966248707e+00
2.600000000000000000e+01,3.830333026837766219e+00
2.700000000000000000e+01,3.821967217849523202e+00
2.800000000000000000e+01,3.835966814775904954e+00
2.900000000000000000e+01,3.819487684391456916e+00
3.000000000000000000e+01,3.826935399371962365e+00
3.100000000000000000e+01,3.818554260620046215e+00
3.200000000000000000e+01,3.831954255594152148e+00
3.300000000000000000e+01,3.815446668359883109e+00
3.400000000000000000e+01,3.822876071942791665e+00
3.500000000000000000e+01,3.814417358228324950e+00
3.600000000000000000e+01,3.827855171607966067e+00
3.700000000000000000e+01,3.811246395580949020e+00
3.800000000000000000e+01,3.818505942490630911e+00
3.900000000000000000e+01,3.809871339166734483e+00
4.000000000000000000e+01,3.823221005693842933e+00
4.100000000000000000e+01,3.806572543930897723e+00
4.200000000000000000e+01,3.813802169536338216e+00
4.300000000000000000e+01,3.805228361935577119e+00
4.400000000000000000e+01,3.818396502286809380e+00
4.500000000000000000e+01,3.801780703345297940e+00
4.600000000000000000e+01,3.809011911284787555e+00
4.700000000000000000e+01,3.800419062819401894e+00
4.800000000000000000e+01,3.813624668647872529e+00
4.900000000000000000e+01,3.796990246565068450e+00
5.000000000000000000e+01,3.804160120935049072e+00
5.100000000000000000e+01,3.795523685126881652e+00
5.200000000000000000e+01,3.808690810110235248e+00
5.300000000000000000e+01,3.792067322825571019e+00
5.400000000000000000e+01,3.799231791193503405e+00
5.500000000000000000e+01,3.790636414715424785e+00
5.600000000000000000e+01,3.803732187360558736e+00
5.700000000000000000e+01,3.787139078949379289e+00
5.800000000000000000e+01,3.794300085194981076e+00
5.900000000000000000e+01,3.785702902852850826e+00
6.000000000000000000e+01,3.798812997783401535e+00
6.100000000000000000e+01,3.782226544154920767e+00
6.200000000000000000e+01,3.789359027449961559e+00
6.300000000000000000e+01,3.780755619412696333e+00
6.400000000000000000e+01,3.793837600407974353e+00
6.500000000000000000e+01,3.777271999106146971e+00
6.600000000000000000e+01,3.784400067241399324e+00
6.700000000000000000e+01,3.775822355223133364e+00
6.800000000000000000e+01,3.788869130263636809e+00
6.900000000000000000e+01,3.772329151669037373e+00
7.000000000000000000e+01,3.779449811253145164e+00
7.100000000000000000e+01,3.770876777165934612e+00
7.200000000000000000e+01,3.783921615840410979e+00
7.300000000000000000e+01,3.767397350685677715e+00
7.400000000000000000e+01,3.774501263800299711e+00
7.500000000000000000e+01,3.765933938835318351e+00
7.600000000000000000e+01,3.778955537620667826e+00
7.700000000000000000e+01,3.762453652620478817e+00
7.800000000000000000e+01,3.769551284682278514e+00
7.900000000000000000e+01,3.761001602454626003e+00
8.000000000000000000e+01,3.774000367644658294e+00
8.100000000000000000e+01,3.757521639065334096e+00
8.200000000000000000e+01,3.764610274983015259e+00
8.300000000000000000e+01,3.756068430740607589e+00
8.400000000000000000e+01,3.769056847213047678e+00
8.500000000000000000e+01,3.752597332502428440e+00
8.600000000000000000e+01,3.759673792988261543e+00
8.700000000000000000e+01,3.751141558868362758e+00
8.800000000000000000e+01,3.764109703089108194e+00
8.900000000000000000e+01,3.747672460819599483e+00
9.000000000000000000e+01,3.754741179982240329e+00
9.100000000000000000e+01,3.746222809241209983e+00
9.200000000000000000e+01,3.759172281073713151e+00
9.300000000000000000e+01,3.742757135467265073e+00
9.400000000000000000e+01,3.749816436838397493e+00
9.500000000000000000e+01,3.741307564336034286e+00
9.600000000000000000e+01,3.754242872569722778e+00
9.700000000000000000e+01,3.737848321247151162e+00
9.800000000000000000e+01,3.744897245059011226e+00
9.900000000000000000e+01,3.736399161974610195e+00
1.000000000000000000e+02,3.749315898634374200e+00
1.010000000000000000e+02,3.732943295937797945e+00
1.020000000000000000e+02,3.739983671182000258e+00
1.030000000000000000e+02,3.731497790912177592e+00
1.040000000000000000e+02,3.744397213789206980e+00
1.050000000000000000e+02,3.728046273934762400e+00
1.060000000000000000e+02,3.735077207416008793e+00
1.070000000000000000e+02,3.726601655436167615e+00
1.080000000000000000e+02,3.739485310501693860e+00
1.090000000000000000e+02,3.723155481482731677e+00
1.100000000000000000e+02,3.730176746230588591e+00
1.110000000000000000e+02,3.721712271931662652e+00
1.120000000000000000e+02,3.734578277451340522e+00
1.130000000000000000e+02,3.718270131332216177e+00
1.140000000000000000e+02,3.725282463515609876e+00
1.150000000000000000e+02,3.716829483643956600e+00
1.160000000000000000e+02,3.729678605466633545e+00
1.170000000000000000e+02,3.713391929208500031e+00
1.180000000000000000e+02,3.720394892363574790e+00
1.190000000000000000e+02,3.711952623548588903e+00
1.200000000000000000e+02,3.724785354862571563e+00
1.210000000000000000e+02,3.708519947990559285e+00
1.220000000000000000e+02,3.715513528082942329e+00
1.230000000000000000e+02,3.707082356857372307e+00
1.240000000000000000e+02,3.719897928340933912e+00
1.250000000000000000e+02,3.703654015517883202e+00
1.260000000000000000e+02,3.710638503356400442e+00
1.270000000000000000e+02,3.702218520998350915e+00
1.280000000000000000e+02,3.715017351440168536e+00
1.290000000000000000e+02,3.698794797818194535e+00
1.300000000000000000e+02,3.705769994849764881e+00
1.310000000000000000e+02,3.697360879568979630e+00
1.320000000000000000e+02,3.710143112517317210e+00
1.330000000000000000e+02,3.693941840025778411e+00
1.340000000000000000e+02,3.700907778829959582e+00
1.350000000000000000e+02,3.692509712860390092e+00
1.360000000000000000e+02,3.705275052154032522e+00
1.370000000000000000e+02,3.689095136006875997e+00
1.380000000000000000e+02,3.696051931540736302e+00
1.390000000000000000e+02,3.687664912171207288e+00
1.400000000000000000e+02,3.700413576406980543e+00
1.410000000000000000e+02,3.684254933170111990e+00
1.420000000000000000e+02,3.691202502633979865e+00
1.430000000000000000e+02,3.682826397030244170e+00
1.440000000000000000e+02,3.695558425866679375e+00
1.450000000000000000e+02,3.679421016627575813e+00
1.460000000000000000e+02,3.686359393565310505e+00
1.470000000000000000e+02,3.677994279131064914e+00
1.480000000000000000e+02,3.690709571079231921e+00
1.490000000000000000e+02,3.674593408734174727e+00
1.500000000000000000e+02,3.681522641151522723e+00
1.510000000000000000e+02,3.673168494682249374e+00
1.520000000000000000e+02,3.685867164120437245e+00
1.530000000000000000e+02,3.669772193855980635e+00
1.540000000000000000e+02,3.676692252556343909e+00
1.550000000000000000e+02,3.668349015988933370e+00
1.560000000000000000e+02,3.681031078123183864e+00
1.570000000000000000e+02,3.664957271848522602e+00
1.580000000000000000e+02,3.671868182962660487e+00
1.590000000000000000e+02,3.663535883127759352e+00
1.600000000000000000e+02,3.676201313870634202e+00
1.610000000000000000e+02,3.660148659336531551e+00
1.620000000000000000e+02,3.667050446480659698e+00
1.630000000000000000e+02,3.658729059745554846e+00
1.640000000000000000e+02,3.671377922646556602e+00
1.650000000000000000e+02,3.655346379627500308e+00
1.660000000000000000e+02,3.662239037450422785e+00
