r,C_d
0.000000000000000000e+00,5.684221341912406800e+00
1.000000000000000000e+00,1.765930627282491061e+00
2.000000000000000000e+00,1.016520790790151452e+00
3.000000000000000000e+00,6.348863360453038673e-01
4.000000000000000000e+00,4.063341886809198611e-01
5.000000000000000000e+00,2.653968104413755857e-01
6.000000000000000000e+00,1.758726233827975216e-01
7.000000000000000000e+00,1.178124979924689286e-01
8.000000000000000000e+00,7.957561854152432612e-02
9.000000000000000000e+00,5.410006955697151121e-02
1.000000000000000000e+01,3.697390730043904894e-02
1.100000000000000000e+01,2.537870197859704371e-02
1.200000000000000000e+01,1.748300740139931836e-02
1.300000000000000000e+01,1.208091025670640639e-02
1.400000000000000000e+01,8.370112149426296722e-03
1.500000000000000000e+01,5.812410993571241399e-03
1.600000000000000000e+01,4.044318257658901898e-03
1.700000000000000000e+01,2.818951491883683620e-03
1.800000000000000000e+01,1.967828702596540868e-03
1.900000000000000000e+01,1.375502338250581208e-03
2.000000000000000000e+01,9.625815008470774668e-04
2.100000000000000000e+01,6.742982038392558459e-04
2.200000000000000000e+01,4.727683616240041628e-04
2.300000000000000000e+01,3.317246443760210042e-04
2.400000000000000000e+01,2.329150397191569069e-04
2.500000000000000000e+01,1.636326450655809016e-04
2.600000000000000000e+01,1.150168406316336774e-04
2.700000000000000000e+01,8.088039522359857022e-05
2.800000000000000000e+01,5.689720281919914658e-05
2.900000000000000000e+01,4.003891472306354843e-05
3.000000000000000000e+01,2.818367974405432895e-05
3.100000000000000000e+01,1.984360720451918496e-05
3.200000000000000000e+01,1.397453324429197786e-05
3.300000000000000000e+01,9.843171668700050051e-06
3.400000000000000000e+01,6.934295563040167083e-06
3.500000000000000000e+01,4.885734671971087446e-06
3.600000000000000000e+01,3.442787089600171079e-06
3.700000000000000000e+01,2.426252281138457673e-06
3.800000000000000000e+01,1.710017148552715348e-06
3.900000000000000000e+01,1.205309337474305007e-06
4.000000000000000000e+01,8.496229515360872762e-07
4.100000000000000000e+01,5.989346809261771779e-07
4.200000000000000000e+01,4.222348738673254591e-07
4.300000000000000000e+01,2.976783983297208774e-07
4.400000000000000000e+01,2.098733355359792485e-07
4.500000000000000000e+01,1.479726788490397478e-07
4.600000000000000000e+01,1.043320040882645906e-07
4.700000000000000000e+01,7.356373756010529600e-08
4.800000000000000000e+01,5.187039184923644009e-08
4.900000000000000000e+01,3.657491790108192602e-08
5.000000000000000000e+01,2.579013060905446119e-08
5.100000000000000000e+01,1.818566927758441157e-08
5.200000000000000000e+01,1.282361646754787127e-08
5.300000000000000000e+01,9.042663438280028358e-09
5.400000000000000000e+01,6.376546958283287525e-09
5.500000000000000000e+01,4.496532438824548736e-09
5.600000000000000000e+01,3.170831369515706019e-09
5.700000000000000000e+01,2.235997137584330081e-09
5.800000000000000000e+01,1.576779698110151741e-09
5.900000000000000000e+01,1.111916890381649165e-09
6.000000000000000000e+01,7.841075536633338885e-10
6.100000000000000000e+01,5.529432433658288430e-10
6.200000000000000000e+01,3.899296188234279433e-10
6.300000000000000000e+01,2.749746298302332562e-10
6.400000000000000000e+01,1.939100595843502610e-10
6.500000000000000000e+01,1.367442480044856009e-10
6.600000000000000000e+01,9.643130301592615362e-11
6.700000000000000000e+01,6.800287842262506210e-11
6.800000000000000000e+01,4.795539756076679208e-11
6.900000000000000000e+01,3.381803685181165010e-11
7.000000000000000000e+01,2.384840098695912749e-11
