r,C_n
0.000000000000000000e+00,4.836889167784601540e+00
1.000000000000000000e+00,-3.773254280024360696e-01
2.000000000000000000e+00,-8.451339485256355033e-01
3.000000000000000000e+00,2.214336945713313298e-02
4.000000000000000000e+00,2.644660890801020514e-02
5.000000000000000000e+00,3.436579167362552312e-02
6.000000000000000000e+00,2.518750714747142183e-02
7.000000000000000000e+00,1.645019700769623228e-02
8.000000000000000000e+00,9.367443564595845373e-03
9.000000000000000000e+00,5.504706160820660443e-03
1.000000000000000000e+01,3.289580134563152569e-03
1.100000000000000000e+01,2.007597795511628647e-03
1.200000000000000000e+01,1.251490919813136315e-03
1.300000000000000000e+01,8.059209002659883936e-04
1.400000000000000000e+01,5.398768293360944881e-04
1.500000000000000000e+01,3.776360330078887273e-04
1.600000000000000000e+01,2.752435755120075100e-04
1.700000000000000000e+01,2.078233805562490488e-04
1.800000000000000000e+01,1.613809187084314090e-04
1.900000000000000000e+01,1.279289224171975548e-04
2.000000000000000000e+01,1.030949064393382741e-04
2.100000000000000000e+01,8.398328946768174319e-05
2.200000000000000000e+01,6.908004455397076526e-05
2.300000000000000000e+01,5.726316615906057450e-05
2.400000000000000000e+01,4.779900088891508858e-05
2.500000000000000000e+01,4.017084943086501880e-05
2.600000000000000000e+01,3.397773749824750666e-05
2.700000000000000000e+01,2.891987617559266255e-05
2.800000000000000000e+01,2.476810531959472428e-05
2.900000000000000000e+01,2.134459387193032853e-05
3.000000000000000000e+01,1.850694802740804334e-05
3.100000000000000000e+01,1.614056136745034564e-05
3.200000000000000000e+01,1.415523903602888822e-05
3.300000000000000000e+01,1.248744321102890353e-05
3.400000000000000000e+01,1.107194569271996443e-05
3.500000000000000000e+01,9.870015126978159969e-06
3.600000000000000000e+01,8.828209267619513412e-06
3.700000000000000000e+01,7.941072894368517154e-06
3.800000000000000000e+01,7.169978470500382173e-06
3.900000000000000000e+01,6.498310071378909925e-06
4.000000000000000000e+01,5.909357920330648994e-06
4.100000000000000000e+01,5.394135374814368333e-06
4.200000000000000000e+01,4.936640063846198245e-06
4.300000000000000000e+01,4.533953553931269198e-06
4.400000000000000000e+01,4.165164483538319473e-06
4.500000000000000000e+01,3.842638026441136390e-06
4.600000000000000000e+01,3.550245512684568894e-06
4.700000000000000000e+01,3.286189841134046219e-06
4.800000000000000000e+01,3.046617283786190455e-06
4.900000000000000000e+01,2.830492203287349184e-06
5.000000000000000000e+01,2.632205585939573211e-06
5.100000000000000000e+01,2.453567361726527452e-06
5.200000000000000000e+01,2.283702528416142741e-06
5.300000000000000000e+01,2.132610049443428579e-06
5.400000000000000000e+01,1.992069044831623614e-06
5.500000000000000000e+01,1.862399496843636371e-06
5.600000000000000000e+01,1.742588541020495541e-06
5.700000000000000000e+01,1.632549530228288859e-06
5.800000000000000000e+01,1.529839096292562317e-06
5.900000000000000000e+01,1.436241532815074606e-06
6.000000000000000000e+01,1.345502969485323774e-06
6.100000000000000000e+01,1.263911805438056035e-06
6.200000000000000000e+01,1.187059474716534169e-06
6.300000000000000000e+01,1.115351501823624858e-06
6.400000000000000000e+01,1.048590657859449493e-06
6.500000000000000000e+01,9.866209040865214774e-07
6.600000000000000000e+01,9.283341384502818983e-07
6.700000000000000000e+01,8.749219198023183708e-07
6.800000000000000000e+01,8.227111472081105603e-07
6.900000000000000000e+01,7.753077717609357933e-07
7.000000000000000000e+01,7.304055884560511913e-07
7.100000000000000000e+01,6.882329941504394810e-07
7.200000000000000000e+01,6.488847752450510598e-07
7.300000000000000000e+01,6.120641522500136489e-07
7.400000000000000000e+01,5.773398257247208676e-07
7.500000000000000000e+01,5.454061025034206978e-07
7.600000000000000000e+01,5.141327150681718194e-07
7.700000000000000000e+01,4.854143078603101458e-07
7.800000000000000000e+01,4.581540302694975253e-07
7.900000000000000000e+01,4.324282514289734536e-07
8.000000000000000000e+01,4.084465707876461238e-07
8.100000000000000000e+01,3.858257251465602167e-07
8.200000000000000000e+01,3.645017230269331776e-07
8.300000000000000000e+01,3.448278285134165344e-07
8.400000000000000000e+01,3.256152822928015667e-07
8.500000000000000000e+01,3.077114349991916242e-07
8.600000000000000000e+01,2.907181766431676806e-07
8.700000000000000000e+01,2.746145142396017036e-07
8.800000000000000000e+01,2.596507293617378309e-07
8.900000000000000000e+01,2.454070688884257834e-07
9.000000000000000000e+01,2.320199854466409306e-07
9.100000000000000000e+01,2.196237183227367495e-07
9.200000000000000000e+01,2.076064014033818239e-07
9.300000000000000000e+01,1.961899975810865726e-07
9.400000000000000000e+01,1.853745281721330684e-07
9.500000000000000000e+01,1.750837235192648222e-07
9.600000000000000000e+01,1.655742849493435642e-07
9.700000000000000000e+01,1.564218123917271441e-07
9.800000000000000000e+01,1.478682740696513065e-07
9.900000000000000000e+01,1.399124585077515803e-07
