r,C_j
0.000000000000000000e+00,5.261317879169359202e+01
1.000000000000000000e+00,-1.692238803521388846e+01
2.000000000000000000e+00,1.659833323662366134e+00
3.000000000000000000e+00,5.810667623669791837e-01
4.000000000000000000e+00,-1.160899436657514272e-01
5.000000000000000000e+00,1.030409322216740975e-02
6.000000000000000000e+00,-2.888733794104680896e-02
7.000000000000000000e+00,-9.441469085398779271e-03
8.000000000000000000e+00,-9.492522402240410884e-03
9.000000000000000000e+00,-8.132783478501437457e-03
1.000000000000000000e+01,-6.910018543227813836e-03
1.100000000000000000e+01,-5.777573628223287017e-03
1.200000000000000000e+01,-4.892643804892848891e-03
1.300000000000000000e+01,-4.189273027225937085e-03
1.400000000000000000e+01,-3.626546003439479193e-03
1.500000000000000000e+01,-3.168611389079423191e-03
1.600000000000000000e+01,-2.791186197831585503e-03
1.700000000000000000e+01,-2.476602369187119734e-03
1.800000000000000000e+01,-2.209223917668090564e-03
1.900000000000000000e+01,-1.982433277077255696e-03
2.000000000000000000e+01,-1.785510909326326612e-03
2.100000000000000000e+01,-1.614804198784902667e-03
2.200000000000000000e+01,-1.465376262634876525e-03
2.300000000000000000e+01,-1.333946212466408099e-03
2.400000000000000000e+01,-1.217733615282767801e-03
2.500000000000000000e+01,-1.114811959512351791e-03
2.600000000000000000e+01,-1.022814992590603822e-03
2.700000000000000000e+01,-9.413034388758845239e-04
2.800000000000000000e+01,-8.679717039843382054e-04
2.900000000000000000e+01,-8.023903252754038817e-04
3.000000000000000000e+01,-7.434440392328767189e-04
3.100000000000000000e+01,-6.903757078102756850e-04
3.200000000000000000e+01,-6.424982975907767013e-04
3.300000000000000000e+01,-5.992277277728774720e-04
3.400000000000000000e+01,-5.600518169321944129e-04
3.500000000000000000e+01,-5.245500020203408553e-04
3.600000000000000000e+01,-4.922698688689663982e-04
3.700000000000000000e+01,-4.628958408270378300e-04
3.800000000000000000e+01,-4.360975296568980752e-04
3.900000000000000000e+01,-4.115959526602708252e-04
4.000000000000000000e+01,-3.891695289732766128e-04
4.100000000000000000e+01,-3.685367628216695834e-04
4.200000000000000000e+01,-3.496917458827297764e-04
4.300000000000000000e+01,-3.321823443913629603e-04
4.400000000000000000e+01,-3.161240220821426306e-04
