site,n
0.000000000000000000e+00,1.408162715825716782e-01
1.000000000000000000e+00,7.246124422763379203e-01
2.000000000000000000e+00,1.735626647789292543e+00
3.000000000000000000e+00,5.656698325426389173e-01
4.000000000000000000e+00,2.056943418164868476e+00
5.000000000000000000e+00,1.696534420484133721e-01
6.000000000000000000e+00,1.020448748670363504e+00
7.000000000000000000e+00,2.842611274688660594e-01
8.000000000000000000e+00,1.408162715825716782e-01
9.000000000000000000e+00,7.246124422763379203e-01
1.000000000000000000e+01,1.735626647789292543e+00
1.100000000000000000e+01,5.656698325426389173e-01
1.200000000000000000e+01,2.056943418164868476e+00
1.300000000000000000e+01,1.696534420484133721e-01
1.400000000000000000e+01,1.020448748670363504e+00
1.500000000000000000e+01,2.842611274688660594e-01
1.600000000000000000e+01,1.408162715825716782e-01
1.700000000000000000e+01,7.246124422763379203e-01
1.800000000000000000e+01,1.735626647789292543e+00
1.900000000000000000e+01,5.656698325426389173e-01
2.000000000000000000e+01,2.056943418164868476e+00
2.100000000000000000e+01,1.696534420484133721e-01
2.200000000000000000e+01,1.020448748670363504e+00
2.300000000000000000e+01,2.842611274688660594e-01
2.400000000000000000e+01,1.408162715825716782e-01
2.500000000000000000e+01,7.246124422763379203e-01
2.600000000000000000e+01,1.735626647789292543e+00
2.700000000000000000e+01,5.656698325426389173e-01
2.800000000000000000e+01,2.056943418164868476e+00
2.900000000000000000e+01,1.696534420484133721e-01
3.000000000000000000e+01,1.020448748670363504e+00
3.100000000000000000e+01,2.842611274688660594e-01
3.200000000000000000e+01,1.408162715825716782e-01
3.300000000000000000e+01,7.246124422763379203e-01
3.400000000000000000e+01,1.735626647789292543e+00
3.500000000000000000e+01,5.656698325426389173e-01
3.600000000000000000e+01,2.056943418164868476e+00
3.700000000000000000e+01,1.696534420484133721e-01
3.800000000000000000e+01,1.020448748670363504e+00
3.900000000000000000e+01,2.842611274688660594e-01
4.000000000000000000e+01,1.408162715825716782e-01
4.100000000000000000e+01,7.246124422763379203e-01
4.200000000000000000e+01,1.735626647789292543e+00
4.300000000000000000e+01,5.656698325426389173e-01
4.400000000000000000e+01,2.056943418164868476e+00
4.500000000000000000e+01,1.696534420484133721e-01
4.600000000000000000e+01,1.020448748670363504e+00
4.700000000000000000e+01,2.842611274688660594e-01
4.800000000000000000e+01,1.408162715825716782e-01
4.900000000000000000e+01,7.246124422763379203e-01
5.000000000000000000e+01,1.735626647789292543e+00
5.100000000000000000e+01,5.656698325426389173e-01
5.200000000000000000e+01,2.056943418164868476e+00
5.300000000000000000e+01,1.696534420484133721e-01
5.400000000000000000e+01,1.020448748670363504e+00
5.500000000000000000e+01,2.842611274688660594e-01
5.600000000000000000e+01,1.408162715825716782e-01
5.700000000000000000e+01,7.246124422763379203e-01
5.800000000000000000e+01,1.735626647789292543e+00
5.900000000000000000e+01,5.656698325426389173e-01
6.000000000000000000e+01,2.056943418164868476e+00
6.100000000000000000e+01,1.696534420484133721e-01
6.200000000000000000e+01,1.020448748670363504e+00
6.300000000000000000e+01,2.842611274688660594e-01
6.400000000000000000e+01,1.408162715825716782e-01
6.500000000000000000e+01,7.246124422763379203e-01
6.600000000000000000e+01,1.735626647789292543e+00
6.700000000000000000e+01,5.656698325426389173e-01
6.800000000000000000e+01,2.056943418164868476e+00
6.900000000000000000e+01,1.696534420484133721e-01
7.000000000000000000e+01,1.020448748670363504e+00
7.100000000000000000e+01,2.842611274688660594e-01
7.200000000000000000e+01,1.408162715825716782e-01
7.300000000000000000e+01,7.246124422763379203e-01
7.400000000000000000e+01,1.735626647789292543e+00
7.500000000000000000e+01,5.656698325426389173e-01
7.600000000000000000e+01,2.056943418164868476e+00
7.700000000000000000e+01,1.696534420484133721e-01
7.800000000000000000e+01,1.020448748670363504e+00
7.900000000000000000e+01,2.842611274688660594e-01
