r,C_nn
0.000000000000000000e+00,7.995898927083544550e-02
1.000000000000000000e+00,-5.081302495795125829e-02
2.000000000000000000e+00,9.282914365280281466e-03
3.000000000000000000e+00,1.541424750280295797e-03
4.000000000000000000e+00,4.356444365771761085e-05
5.000000000000000000e+00,-3.066193853284993054e-05
6.000000000000000000e+00,-4.371118010881858140e-06
7.000000000000000000e+00,4.516889671180024379e-07
8.000000000000000000e+00,2.022027421055838659e-07
9.000000000000000000e+00,1.194718379782244710e-08
1.000000000000000000e+01,-5.057234853111935990e-09
1.100000000000000000e+01,-1.042991915056745711e-09
1.200000000000000000e+01,3.741373877375053780e-11
1.300000000000000000e+01,4.078504201032728815e-11
1.400000000000000000e+01,4.098388295403765369e-12
1.500000000000000000e+01,-8.711920074233603373e-13
1.600000000000000000e+01,-2.602362769721366931e-13
1.700000000000000000e+01,-6.883382752675970551e-15
1.800000000000000000e+01,4.773959005888173124e-15
1.900000000000000000e+01,-2.220446049250313081e-15
2.000000000000000000e+01,-3.219646771412953967e-15
2.100000000000000000e+01,-3.885780586188047891e-15
2.200000000000000000e+01,-3.996802888650563546e-15
2.300000000000000000e+01,-4.440892098500626162e-15
2.400000000000000000e+01,-4.551914400963141816e-15
2.500000000000000000e+01,-4.107825191113079200e-15
2.600000000000000000e+01,-4.551914400963141816e-15
2.700000000000000000e+01,-4.218847493575594854e-15
2.800000000000000000e+01,-3.996802888650563546e-15
2.900000000000000000e+01,-4.551914400963141816e-15
3.000000000000000000e+01,-4.773959005888173124e-15
3.100000000000000000e+01,-5.107025913275720086e-15
3.200000000000000000e+01,-5.218048215738235740e-15
3.300000000000000000e+01,-4.884981308350688778e-15
3.400000000000000000e+01,-5.329070518200751394e-15
3.500000000000000000e+01,-5.107025913275720086e-15
3.600000000000000000e+01,-4.884981308350688778e-15
3.700000000000000000e+01,-5.551115123125782702e-15
3.800000000000000000e+01,-5.662137425588298356e-15
3.900000000000000000e+01,-5.995204332975845318e-15
4.000000000000000000e+01,-6.217248937900876626e-15
4.100000000000000000e+01,-5.773159728050814010e-15
4.200000000000000000e+01,-6.217248937900876626e-15
4.300000000000000000e+01,-5.995204332975845318e-15
4.400000000000000000e+01,-5.773159728050814010e-15
4.500000000000000000e+01,-6.439293542825907934e-15
4.600000000000000000e+01,-6.661338147750939243e-15
4.700000000000000000e+01,-6.994405055138486205e-15
4.800000000000000000e+01,-7.105427357601001859e-15
4.900000000000000000e+01,-6.661338147750939243e-15
5.000000000000000000e+01,-7.216449660063517513e-15
5.100000000000000000e+01,-6.883382752675970551e-15
5.200000000000000000e+01,-6.772360450213454897e-15
5.300000000000000000e+01,-7.327471962526033167e-15
5.400000000000000000e+01,-7.660538869913580129e-15
5.500000000000000000e+01,-7.993605777301127091e-15
5.600000000000000000e+01,-7.993605777301127091e-15
5.700000000000000000e+01,-7.549516567451064475e-15
5.800000000000000000e+01,-8.104628079763642745e-15
5.900000000000000000e+01,-7.993605777301127091e-15
6.000000000000000000e+01,-7.771561172376095783e-15
6.100000000000000000e+01,-8.548717289613705361e-15
6.200000000000000000e+01,-8.770761894538736669e-15
6.300000000000000000e+01,-9.103828801926283631e-15
6.400000000000000000e+01,-9.325873406851314940e-15
6.500000000000000000e+01,-8.881784197001252323e-15
6.600000000000000000e+01,-9.436895709313830594e-15
6.700000000000000000e+01,-9.325873406851314940e-15
6.800000000000000000e+01,-8.992806499463767977e-15
6.900000000000000000e+01,-9.658940314238861902e-15
7.000000000000000000e+01,-9.769962616701377556e-15
7.100000000000000000e+01,-1.010302952408892452e-14
7.200000000000000000e+01,-1.032507412901395583e-14
7.300000000000000000e+01,-9.880984919163893210e-15
7.400000000000000000e+01,-1.043609643147647148e-14
7.500000000000000000e+01,-1.021405182655144017e-14
7.600000000000000000e+01,-1.010302952408892452e-14
7.700000000000000000e+01,-1.076916333886401844e-14
7.800000000000000000e+01,-1.076916333886401844e-14
7.900000000000000000e+01,-1.099120794378904975e-14
8.000000000000000000e+01,-1.121325254871408106e-14
8.100000000000000000e+01,-1.088018564132653410e-14
8.200000000000000000e+01,-1.121325254871408106e-14
8.300000000000000000e+01,-1.088018564132653410e-14
8.400000000000000000e+01,-1.065814103640150279e-14
8.500000000000000000e+01,-1.132427485117659671e-14
8.600000000000000000e+01,-1.132427485117659671e-14
8.700000000000000000e+01,-1.154631945610162802e-14
8.800000000000000000e+01,-1.176836406102665933e-14
8.900000000000000000e+01,-1.143529715363911237e-14
9.000000000000000000e+01,-1.187938636348917498e-14
9.100000000000000000e+01,-1.154631945610162802e-14
9.200000000000000000e+01,-1.121325254871408106e-14
9.300000000000000000e+01,-1.187938636348917498e-14
9.400000000000000000e+01,-1.187938636348917498e-14
9.500000000000000000e+01,-1.210143096841420629e-14
9.600000000000000000e+01,-1.232347557333923760e-14
9.700000000000000000e+01,-1.199040866595169064e-14
9.800000000000000000e+01,-1.243449787580175325e-14
9.900000000000000000e+01,-1.221245327087672194e-14
