r,C_sp
0.000000000000000000e+00,1.999999999999968026e+00
1.000000000000000000e+00,-4.487180438359748548e-12
2.000000000000000000e+00,-1.529510012201263621e-12
3.000000000000000000e+00,1.107173147499204824e-12
4.000000000000000000e+00,4.283243325486797339e-14
5.000000000000000000e+00,2.291192739590255590e-14
6.000000000000000000e+00,5.530273171068664081e-14
7.000000000000000000e+00,7.854471678732103807e-15
8.000000000000000000e+00,-5.310992744839315900e-14
9.000000000000000000e+00,-5.624687412647687745e-14
1.000000000000000000e+01,-8.249568750275056125e-14
1.100000000000000000e+01,1.681419873066814585e-14
1.200000000000000000e+01,-4.373874719245525988e-16
1.300000000000000000e+01,4.346225670362394066e-18
1.400000000000000000e+01,2.365478537010777114e-18
1.500000000000000000e+01,7.580465888032647402e-20
1.600000000000000000e+01,-2.899818026675867307e-23
1.700000000000000000e+01,-1.986569262007307943e-23
1.800000000000000000e+01,3.052767310110000055e-24
1.900000000000000000e+01,7.827430365593220887e-26
2.000000000000000000e+01,-4.594799999331333914e-26
2.100000000000000000e+01,7.083336700002384271e-27
2.200000000000000000e+01,-1.454667561695094156e-27
2.300000000000000000e+01,5.393652148683214525e-29
2.400000000000000000e+01,4.092186217470573219e-31
2.500000000000000000e+01,2.544217192026956249e-32
2.600000000000000000e+01,4.076154456950227552e-34
2.700000000000000000e+01,3.107926285351895485e-34
2.800000000000000000e+01,-1.219352811923709230e-34
2.900000000000000000e+01,-4.239075084875470055e-36
3.000000000000000000e+01,2.098357782517289654e-36
3.100000000000000000e+01,-2.491758618519012704e-38
3.200000000000000000e+01,-8.681641522653360313e-41
3.300000000000000000e+01,1.627600221583480438e-41
3.400000000000000000e+01,-4.940253797597334566e-44
3.500000000000000000e+01,-1.457014791154184696e-43
3.600000000000000000e+01,1.870009735557991969e-44
3.700000000000000000e+01,1.985037956380161457e-45
3.800000000000000000e+01,-8.851171116803942414e-46
3.900000000000000000e+01,-2.175524705168954339e-48
4.000000000000000000e+01,1.209810213603345379e-49
4.100000000000000000e+01,4.645925689091386462e-51
4.200000000000000000e+01,9.003284304014409611e-53
4.300000000000000000e+01,-2.476500630044989990e-53
4.400000000000000000e+01,-4.683277079729313879e-54
4.500000000000000000e+01,-9.719717801402648518e-55
4.600000000000000000e+01,4.948647359913608936e-56
4.700000000000000000e+01,-2.310896174938035061e-57
4.800000000000000000e+01,-1.218011155987187948e-59
4.900000000000000000e+01,-2.176787053570362602e-60
5.000000000000000000e+01,-2.519142937649550673e-61
5.100000000000000000e+01,-5.850634855656749417e-65
5.200000000000000000e+01,2.544084459094967233e-63
5.300000000000000000e+01,-1.308625257477648634e-64
5.400000000000000000e+01,-1.235673111434829574e-64
5.500000000000000000e+01,2.576475871105658584e-67
5.600000000000000000e+01,-4.383720488399874525e-70
5.700000000000000000e+01,-1.193019918050349479e-69
5.800000000000000000e+01,5.403524562904515054e-75
5.900000000000000000e+01,4.936736284748508065e-73
6.000000000000000000e+01,8.609317702264314951e-74
6.100000000000000000e+01,-4.896314285365204074e-74
6.200000000000000000e+01,3.694821748075280696e-75
6.300000000000000000e+01,2.887864909597840784e-76
6.400000000000000000e+01,-6.826217754646619947e-78
6.500000000000000000e+01,-8.782530875650689878e-79
6.600000000000000000e+01,-1.950368475487937223e-80
6.700000000000000000e+01,4.017379487224781177e-81
6.800000000000000000e+01,2.383733975254041792e-82
6.900000000000000000e+01,-1.101942618470449019e-83
7.000000000000000000e+01,6.431573263138721650e-84
7.100000000000000000e+01,1.006410313465324848e-85
7.200000000000000000e+01,-6.285721197755358903e-88
7.300000000000000000e+01,-1.534841565196208802e-89
7.400000000000000000e+01,1.168123102673549508e-89
7.500000000000000000e+01,1.302970226913409341e-91
7.600000000000000000e+01,-1.428482916985210828e-91
7.700000000000000000e+01,2.155430622145653122e-92
7.800000000000000000e+01,2.837531322239891999e-93
7.900000000000000000e+01,2.559492137882015364e-95
8.000000000000000000e+01,-2.509809592518632754e-97
8.100000000000000000e+01,1.979153910160182224e-98
8.200000000000000000e+01,1.457850574843782613e-99
8.300000000000000000e+01,1.238171725216154194e-100
8.400000000000000000e+01,-2.041594273394104438e-101
8.500000000000000000e+01,9.852539017832892332e-103
8.600000000000000000e+01,1.935057495603585996e-102
8.700000000000000000e+01,-1.210257942780282470e-104
8.800000000000000000e+01,2.876564966504257027e-106
8.900000000000000000e+01,5.205502272820828269e-107
9.000000000000000000e+01,1.196720878523055520e-108
9.100000000000000000e+01,-1.532805266389488321e-109
9.200000000000000000e+01,-2.901295234907334662e-110
9.300000000000000000e+01,2.675862494669228246e-111
9.400000000000000000e+01,-3.684896020955323460e-112
9.500000000000000000e+01,-7.128494271712214980e-114
9.600000000000000000e+01,9.521779676459450330e-116
9.700000000000000000e+01,1.034411808613496487e-116
9.800000000000000000e+01,-3.009797250427060727e-118
9.900000000000000000e+01,-5.186493966476173393e-119
1.000000000000000000e+02,2.954984290061672309e-120
1.010000000000000000e+02,-8.451298568988148269e-121
1.020000000000000000e+02,-1.040654395103394847e-121
1.030000000000000000e+02,-2.132685714858462688e-123
1.040000000000000000e+02,3.383574979604314302e-125
1.050000000000000000e+02,1.849643757998151357e-126
1.060000000000000000e+02,-1.531163307466248033e-127
1.070000000000000000e+02,-7.275732112510462502e-129
1.080000000000000000e+02,-5.456420025931139989e-130
1.090000000000000000e+02,-1.604508185472709598e-130
1.100000000000000000e+02,-1.219858711491630147e-130
1.110000000000000000e+02,-1.620561095538742880e-133
1.120000000000000000e+02,-6.218047440139523605e-135
1.130000000000000000e+02,-2.069612168620814058e-135
1.140000000000000000e+02,-9.163184208897397932e-137
1.150000000000000000e+02,2.442689009927149921e-138
1.160000000000000000e+02,1.847709485864535045e-138
1.170000000000000000e+02,-1.415513554489138038e-139
1.180000000000000000e+02,-1.312835911046362359e-140
1.190000000000000000e+02,4.299429788462853645e-142
1.200000000000000000e+02,-4.940919519767822639e-144
1.210000000000000000e+02,-8.581452395554784373e-145
1.220000000000000000e+02,-1.206343208334440884e-147
1.230000000000000000e+02,3.970716264680708347e-147
1.240000000000000000e+02,-7.714066960211319867e-149
1.250000000000000000e+02,-4.291505381143218739e-150
1.260000000000000000e+02,6.310182122195758019e-150
1.270000000000000000e+02,1.421673950820926663e-151
1.280000000000000000e+02,-2.879053414739919669e-153
1.290000000000000000e+02,-2.710874578352893646e-154
1.300000000000000000e+02,3.431700029995641613e-156
1.310000000000000000e+02,9.410667649267172727e-157
1.320000000000000000e+02,1.293086232843816884e-157
1.330000000000000000e+02,1.249361370240527856e-158
1.340000000000000000e+02,5.047936043845947672e-159
1.350000000000000000e+02,5.044622877730055761e-161
1.360000000000000000e+02,-1.290460703128144757e-163
1.370000000000000000e+02,4.670044861264005399e-164
1.380000000000000000e+02,6.780251087521449813e-165
1.390000000000000000e+02,9.292772758379988294e-167
1.400000000000000000e+02,-1.074118451886361065e-166
1.410000000000000000e+02,7.176477468796894723e-168
1.420000000000000000e+02,2.289461739069890764e-168
1.430000000000000000e+02,-1.310110745645634290e-170
1.440000000000000000e+02,1.225785199122008646e-172
1.450000000000000000e+02,4.534015344308809154e-173
1.460000000000000000e+02,5.798338938013378000e-175
1.470000000000000000e+02,-1.450731632944754094e-175
1.480000000000000000e+02,1.385742586134236493e-177
1.490000000000000000e+02,1.985169446570637757e-177
1.500000000000000000e+02,8.563180379343853726e-180
1.510000000000000000e+02,-8.622900721050739711e-180
1.520000000000000000e+02,1.918166431314876871e-181
1.530000000000000000e+02,2.382692435258090480e-182
1.540000000000000000e+02,3.373983580991934778e-184
1.550000000000000000e+02,-8.785819543004536838e-185
1.560000000000000000e+02,-1.344437853413021496e-185
1.570000000000000000e+02,-1.281522766316521418e-187
1.580000000000000000e+02,-2.090243365131139056e-187
1.590000000000000000e+02,-4.190836888180874544e-189
1.600000000000000000e+02,3.105837070318054300e-191
1.610000000000000000e+02,1.651534701433991905e-192
1.620000000000000000e+02,-3.955963596580594241e-193
1.630000000000000000e+02,-1.564874405020569512e-194
1.640000000000000000e+02,5.444929122299850085e-195
1.650000000000000000e+02,-4.430854333783626681e-196
1.660000000000000000e+02,-1.430578975720217260e-196
1.670000000000000000e+02,-2.574045960202681009e-199
1.680000000000000000e+02,6.099748825897959821e-201
1.690000000000000000e+02,-1.305523592819240638e-201
1.700000000000000000e+02,-4.955634729887652197e-203
1.710000000000000000e+02,9.638546127309900140e-205
1.720000000000000000e+02,-2.483596843249083371e-205
1.730000000000000000e+02,-1.315548814014219388e-205
1.740000000000000000e+02,-3.660277146796548626e-206
1.750000000000000000e+02,3.482369756652299514e-208
1.760000000000000000e+02,-9.802980363891838197e-210
1.770000000000000000e+02,-1.575499054011350686e-210
1.780000000000000000e+02,-4.772922519204889648e-212
1.790000000000000000e+02,5.103180255710091007e-213
1.800000000000000000e+02,1.109260412792499453e-213
1.810000000000000000e+02,-4.496866215630755914e-215
1.820000000000000000e+02,5.884711553794997356e-216
1.830000000000000000e+02,2.702444933367230230e-217
1.840000000000000000e+02,-2.623775799511741851e-219
1.850000000000000000e+02,-3.172021819867651729e-220
1.860000000000000000e+02,1.684244264593845081e-221
1.870000000000000000e+02,1.538297984021882361e-222
1.880000000000000000e+02,-2.476064436471120698e-223
1.890000000000000000e+02,2.115961085348359995e-224
1.900000000000000000e+02,6.323831020681435479e-225
1.910000000000000000e+02,6.272653524543760351e-227
1.920000000000000000e+02,-1.143129726920728893e-228
1.930000000000000000e+02,-3.693834505900501969e-230
1.940000000000000000e+02,2.580562303320247159e-231
1.950000000000000000e+02,3.263060175813742958e-232
1.960000000000000000e+02,5.218794747421070564e-233
1.970000000000000000e+02,6.851582058953479685e-234
1.980000000000000000e+02,3.529690566397984517e-234
1.990000000000000000e+02,-2.708482993277877695e-238
