r,C_n
0.000000000000000000e+00,-5.708122076187052585e+00
1.000000000000000000e+00,-2.507840450063073234e+01
2.000000000000000000e+00,-2.167216344945914841e+01
3.000000000000000000e+00,-2.190089498621090058e+01
4.000000000000000000e+00,-2.179204662733674525e+01
5.000000000000000000e+00,-2.216336023794821841e+01
6.000000000000000000e+00,-2.183054144319751089e+01
7.000000000000000000e+00,-2.189159448771268046e+01
8.000000000000000000e+00,-2.179545581702596024e+01
9.000000000000000000e+00,-2.216130995934555870e+01
1.000000000000000000e+01,-2.183307167902915324e+01
1.100000000000000000e+01,-2.189033504877763647e+01
1.200000000000000000e+01,-2.179822721650400297e+01
1.300000000000000000e+01,-2.215915204420642937e+01
1.400000000000000000e+01,-2.183551755656814208e+01
1.500000000000000000e+01,-2.188886385407109714e+01
1.600000000000000000e+01,-2.180091285585725558e+01
1.700000000000000000e+01,-2.215699709945724294e+01
1.800000000000000000e+01,-2.183782484464860829e+01
1.900000000000000000e+01,-2.188754319898310996e+01
2.000000000000000000e+01,-2.180339147753239359e+01
2.100000000000000000e+01,-2.215512291518520271e+01
2.200000000000000000e+01,-2.183984974952888081e+01
2.300000000000000000e+01,-2.188660575274406739e+01
2.400000000000000000e+01,-2.180559010817854215e+01
2.500000000000000000e+01,-2.215371173843751507e+01
2.600000000000000000e+01,-2.184154422875727164e+01
2.700000000000000000e+01,-2.188615449793890377e+01
2.800000000000000000e+01,-2.180752178274286734e+01
2.900000000000000000e+01,-2.215279279831657533e+01
3.000000000000000000e+01,-2.184296126499033619e+01
3.100000000000000000e+01,-2.188614413789122182e+01
3.200000000000000000e+01,-2.180927130931679159e+01
3.300000000000000000e+01,-2.215225178906602821e+01
3.400000000000000000e+01,-2.184422163426208385e+01
3.500000000000000000e+01,-2.188641436369645987e+01
3.600000000000000000e+01,-2.181095843555264224e+01
3.700000000000000000e+01,-2.215188805226456026e+01
3.800000000000000000e+01,-2.184546731855954960e+01
3.900000000000000000e+01,-2.188675353600736884e+01
4.000000000000000000e+01,-2.181269925517833741e+01
4.100000000000000000e+01,-2.215148553233820650e+01
4.200000000000000000e+01,-2.184682032387993900e+01
4.300000000000000000e+01,-2.188696384160677866e+01
4.400000000000000000e+01,-2.181457643412749547e+01
4.500000000000000000e+01,-2.215087221253777017e+01
4.600000000000000000e+01,-2.184835487265554121e+01
4.700000000000000000e+01,-2.188691014465830165e+01
4.800000000000000000e+01,-2.181662247167639634e+01
4.900000000000000000e+01,-2.214995713570515790e+01
5.000000000000000000e+01,-2.185008515240802041e+01
5.100000000000000000e+01,-2.188654557644959198e+01
5.200000000000000000e+01,-2.181881745877439016e+01
5.300000000000000000e+01,-2.214874247992590739e+01
5.400000000000000000e+01,-2.185196887221504625e+01
5.500000000000000000e+01,-2.188591241667587894e+01
5.600000000000000000e+01,-2.182110054263262811e+01
5.700000000000000000e+01,-2.214731163445802764e+01
5.800000000000000000e+01,-2.185392485715746602e+01
5.900000000000000000e+01,-2.188512045691634711e+01
6.000000000000000000e+01,-2.182339123364745603e+01
6.100000000000000000e+01,-2.214579772743780950e+01
6.200000000000000000e+01,-2.185585952771089069e+01
6.300000000000000000e+01,-2.188430966174275483e+01
6.400000000000000000e+01,-2.182561392006739709e+01
6.500000000000000000e+01,-2.214434179323269802e+01
6.600000000000000000e+01,-2.185769424137884442e+01
6.700000000000000000e+01,-2.188360832284288193e+01
