r,C_j
0.000000000000000000e+00,6.025365685157677120e+01
1.000000000000000000e+00,-7.728223164176886151e+00
2.000000000000000000e+00,1.007612862112113206e+00
3.000000000000000000e+00,1.605874378307587946e-01
4.000000000000000000e+00,-2.022875866086470964e-02
5.000000000000000000e+00,3.267043320438922649e-03
6.000000000000000000e+00,-1.052354900269669713e-03
7.000000000000000000e+00,1.127144907440147392e-04
8.000000000000000000e+00,-2.856806243434206749e-05
9.000000000000000000e+00,-2.926560681570933298e-05
1.000000000000000000e+01,-9.429321933929202260e-06
1.100000000000000000e+01,-4.151702102550558493e-06
1.200000000000000000e+01,-1.835172793729356044e-06
1.300000000000000000e+01,-8.499575216980304049e-07
1.400000000000000000e+01,-4.056390290330114112e-07
1.500000000000000000e+01,-1.938722364869249759e-07
1.600000000000000000e+01,-9.473656525926799077e-08
1.700000000000000000e+01,-4.671353748264550632e-08
1.800000000000000000e+01,-2.316664815538160838e-08
1.900000000000000000e+01,-1.151222761563985841e-08
2.000000000000000000e+01,-5.739421826689294903e-09
2.100000000000000000e+01,-2.864422921078357831e-09
2.200000000000000000e+01,-1.431598395384980904e-09
2.300000000000000000e+01,-7.163238890939283010e-10
2.400000000000000000e+01,-3.588178643099126930e-10
2.500000000000000000e+01,-1.798281523690548056e-10
2.600000000000000000e+01,-9.030021175249203225e-11
2.700000000000000000e+01,-4.528422081762073503e-11
2.800000000000000000e+01,-2.276312471849450958e-11
2.900000000000000000e+01,-1.144151440257701324e-11
3.000000000000000000e+01,-5.755840248866661568e-12
3.100000000000000000e+01,-2.897682094271658571e-12
3.200000000000000000e+01,-1.458833054357455694e-12
3.300000000000000000e+01,-7.354117315117036924e-13
3.400000000000000000e+01,-3.717026686445024097e-13
3.500000000000000000e+01,-1.856292897173261736e-13
3.600000000000000000e+01,-9.237055564881302416e-14
3.700000000000000000e+01,-4.929390229335695039e-14
3.800000000000000000e+01,-2.575717417130363174e-14
3.900000000000000000e+01,-1.110223024625156540e-14
4.000000000000000000e+01,-4.884981308350688778e-15
4.100000000000000000e+01,-2.220446049250313081e-15
4.200000000000000000e+01,-1.332267629550187849e-15
4.300000000000000000e+01,-8.881784197001252323e-16
4.400000000000000000e+01,4.440892098500626162e-16
4.500000000000000000e+01,-4.440892098500626162e-16
4.600000000000000000e+01,-4.440892098500626162e-16
4.700000000000000000e+01,4.440892098500626162e-16
4.800000000000000000e+01,-4.440892098500626162e-16
4.900000000000000000e+01,-4.440892098500626162e-16
5.000000000000000000e+01,8.881784197001252323e-16
5.100000000000000000e+01,-4.440892098500626162e-16
5.200000000000000000e+01,0.000000000000000000e+00
5.300000000000000000e+01,-1.332267629550187849e-15
5.400000000000000000e+01,-4.440892098500626162e-16
5.500000000000000000e+01,0.000000000000000000e+00
5.600000000000000000e+01,0.000000000000000000e+00
