site,n
0.000000000000000000e+00,1.001973375227851015e+00
1.000000000000000000e+00,9.994150106986561255e-01
2.000000000000000000e+00,9.954647583509447228e-01
3.000000000000000000e+00,9.956913586676245931e-01
4.000000000000000000e+00,9.975293287722376556e-01
5.000000000000000000e+00,1.001421892623900911e+00
6.000000000000000000e+00,1.003925289904511686e+00
7.000000000000000000e+00,1.004578985754270848e+00
8.000000000000000000e+00,1.001973375227851015e+00
9.000000000000000000e+00,9.994150106986561255e-01
1.000000000000000000e+01,9.954647583509447228e-01
1.100000000000000000e+01,9.956913586676245931e-01
1.200000000000000000e+01,9.975293287722376556e-01
1.300000000000000000e+01,1.001421892623900911e+00
1.400000000000000000e+01,1.003925289904511686e+00
1.500000000000000000e+01,1.004578985754270848e+00
1.600000000000000000e+01,1.001973375227851015e+00
1.700000000000000000e+01,9.994150106986561255e-01
1.800000000000000000e+01,9.954647583509447228e-01
1.900000000000000000e+01,9.956913586676245931e-01
2.000000000000000000e+01,9.975293287722376556e-01
2.100000000000000000e+01,1.001421892623900911e+00
2.200000000000000000e+01,1.003925289904511686e+00
2.300000000000000000e+01,1.004578985754270848e+00
2.400000000000000000e+01,1.001973375227851015e+00
2.500000000000000000e+01,9.994150106986561255e-01
2.600000000000000000e+01,9.954647583509447228e-01
2.700000000000000000e+01,9.956913586676245931e-01
2.800000000000000000e+01,9.975293287722376556e-01
2.900000000000000000e+01,1.001421892623900911e+00
3.000000000000000000e+01,1.003925289904511686e+00
3.100000000000000000e+01,1.004578985754270848e+00
3.200000000000000000e+01,1.001973375227851015e+00
3.300000000000000000e+01,9.994150106986561255e-01
3.400000000000000000e+01,9.954647583509447228e-01
3.500000000000000000e+01,9.956913586676245931e-01
3.600000000000000000e+01,9.975293287722376556e-01
3.700000000000000000e+01,1.001421892623900911e+00
3.800000000000000000e+01,1.003925289904511686e+00
3.900000000000000000e+01,1.004578985754270848e+00
4.000000000000000000e+01,1.001973375227851015e+00
4.100000000000000000e+01,9.994150106986561255e-01
4.200000000000000000e+01,9.954647583509447228e-01
4.300000000000000000e+01,9.956913586676245931e-01
4.400000000000000000e+01,9.975293287722376556e-01
4.500000000000000000e+01,1.001421892623900911e+00
4.600000000000000000e+01,1.003925289904511686e+00
4.700000000000000000e+01,1.004578985754270848e+00
4.800000000000000000e+01,1.001973375227851015e+00
4.900000000000000000e+01,9.994150106986561255e-01
5.000000000000000000e+01,9.954647583509447228e-01
5.100000000000000000e+01,9.956913586676245931e-01
5.200000000000000000e+01,9.975293287722376556e-01
5.300000000000000000e+01,1.001421892623900911e+00
5.400000000000000000e+01,1.003925289904511686e+00
5.500000000000000000e+01,1.004578985754270848e+00
5.600000000000000000e+01,1.001973375227851015e+00
5.700000000000000000e+01,9.994150106986561255e-01
5.800000000000000000e+01,9.954647583509447228e-01
5.900000000000000000e+01,9.956913586676245931e-01
6.000000000000000000e+01,9.975293287722376556e-01
6.100000000000000000e+01,1.001421892623900911e+00
6.200000000000000000e+01,1.003925289904511686e+00
6.300000000000000000e+01,1.004578985754270848e+00
6.400000000000000000e+01,1.001973375227851015e+00
6.500000000000000000e+01,9.994150106986561255e-01
6.600000000000000000e+01,9.954647583509447228e-01
6.700000000000000000e+01,9.956913586676245931e-01
6.800000000000000000e+01,9.975293287722376556e-01
6.900000000000000000e+01,1.001421892623900911e+00
7.000000000000000000e+01,1.003925289904511686e+00
7.100000000000000000e+01,1.004578985754270848e+00
7.200000000000000000e+01,1.001973375227851015e+00
7.300000000000000000e+01,9.994150106986561255e-01
7.400000000000000000e+01,9.954647583509447228e-01
7.500000000000000000e+01,9.956913586676245931e-01
7.600000000000000000e+01,9.975293287722376556e-01
7.700000000000000000e+01,1.001421892623900911e+00
7.800000000000000000e+01,1.003925289904511686e+00
7.900000000000000000e+01,1.004578985754270848e+00
