r,C_d
0.000000000000000000e+00,5.464932323481589194e+00
1.000000000000000000e+00,2.577224918184457092e+00
2.000000000000000000e+00,2.631500497081679324e+00
3.000000000000000000e+00,2.682783446338904643e+00
4.000000000000000000e+00,2.630526544184265791e+00
5.000000000000000000e+00,2.595343236332295689e+00
6.000000000000000000e+00,2.560620760268821350e+00
7.000000000000000000e+00,2.533442804485645183e+00
8.000000000000000000e+00,2.509642584498817719e+00
9.000000000000000000e+00,2.488481388802927352e+00
1.000000000000000000e+01,2.469596086084023145e+00
1.100000000000000000e+01,2.452578048091373919e+00
1.200000000000000000e+01,2.437109487895017690e+00
1.300000000000000000e+01,2.422948954393621346e+00
1.400000000000000000e+01,2.409906082857540710e+00
1.500000000000000000e+01,2.397830596357986455e+00
1.600000000000000000e+01,2.386588753103737304e+00
1.700000000000000000e+01,2.376079259316571157e+00
1.800000000000000000e+01,2.366211056155109294e+00
1.900000000000000000e+01,2.356914643098923179e+00
2.000000000000000000e+01,2.348127665817673737e+00
2.100000000000000000e+01,2.339800309304865600e+00
2.200000000000000000e+01,2.331888474485694029e+00
2.300000000000000000e+01,2.324361134319667954e+00
2.400000000000000000e+01,2.317176055201516149e+00
2.500000000000000000e+01,2.310307833048073967e+00
2.600000000000000000e+01,2.303725844425474012e+00
2.700000000000000000e+01,2.297409788670026654e+00
2.800000000000000000e+01,2.291338383917127963e+00
2.900000000000000000e+01,2.285495791084750206e+00
3.000000000000000000e+01,2.279864628423381667e+00
3.100000000000000000e+01,2.274438485709741276e+00
3.200000000000000000e+01,2.269195664391011391e+00
3.300000000000000000e+01,2.264128983800516970e+00
3.400000000000000000e+01,2.259222094210378451e+00
3.500000000000000000e+01,2.254467212495463890e+00
3.600000000000000000e+01,2.249854014446371675e+00
3.700000000000000000e+01,2.245376791124672700e+00
3.800000000000000000e+01,2.241026055140667772e+00
3.900000000000000000e+01,2.236802263430324622e+00
4.000000000000000000e+01,2.232690885754583743e+00
4.100000000000000000e+01,2.228691157164133685e+00
4.200000000000000000e+01,2.224791692623346417e+00
4.300000000000000000e+01,2.220989370385936912e+00
4.400000000000000000e+01,2.217277978814719219e+00
4.500000000000000000e+01,2.213656098523416382e+00
4.600000000000000000e+01,2.210117883927236182e+00
4.700000000000000000e+01,2.206665780296271695e+00
4.800000000000000000e+01,2.203288599459056307e+00
4.900000000000000000e+01,2.199988372482962973e+00
5.000000000000000000e+01,2.196755945309885050e+00
5.100000000000000000e+01,2.193590402417858520e+00
5.200000000000000000e+01,2.190487418594607494e+00
5.300000000000000000e+01,2.187447781005557701e+00
5.400000000000000000e+01,2.184467871462447697e+00
5.500000000000000000e+01,2.181550405902226153e+00
5.600000000000000000e+01,2.178686027780895706e+00
5.700000000000000000e+01,2.175878101433565970e+00
5.800000000000000000e+01,2.173118630320835631e+00
5.900000000000000000e+01,2.170407892995175558e+00
6.000000000000000000e+01,2.167742525317588154e+00
6.100000000000000000e+01,2.165124572534080194e+00
6.200000000000000000e+01,2.162551981589170946e+00
6.300000000000000000e+01,2.160027085647053813e+00
6.400000000000000000e+01,2.157541635330867180e+00
6.500000000000000000e+01,2.155099646702117955e+00
6.600000000000000000e+01,2.152693779185555378e+00
6.700000000000000000e+01,2.150325014809387536e+00
6.800000000000000000e+01,2.147990511011466097e+00
6.900000000000000000e+01,2.145693077578317176e+00
7.000000000000000000e+01,2.143431835824722409e+00
7.100000000000000000e+01,2.141208515183675498e+00
7.200000000000000000e+01,2.139015585443596823e+00
7.300000000000000000e+01,2.136857376987985724e+00
7.400000000000000000e+01,2.134726947777375816e+00
7.500000000000000000e+01,2.132625722730642881e+00
7.600000000000000000e+01,2.130551157486433311e+00
7.700000000000000000e+01,2.128506548629193418e+00
7.800000000000000000e+01,2.126491927445798069e+00
7.900000000000000000e+01,2.124508387497404893e+00
8.000000000000000000e+01,2.122548894061440095e+00
8.100000000000000000e+01,2.120617921362978997e+00
8.200000000000000000e+01,2.118708785876741274e+00
8.300000000000000000e+01,2.116823208069886331e+00
8.400000000000000000e+01,2.114958823639704999e+00
8.500000000000000000e+01,2.113119250253550963e+00
8.600000000000000000e+01,2.111305235177215245e+00
8.700000000000000000e+01,2.109517285033548184e+00
8.800000000000000000e+01,2.107748723445304506e+00
8.900000000000000000e+01,2.106004082542254352e+00
9.000000000000000000e+01,2.104276857508696530e+00
9.100000000000000000e+01,2.102568976411447910e+00
9.200000000000000000e+01,2.100878190554039904e+00
9.300000000000000000e+01,2.099208334475477056e+00
9.400000000000000000e+01,2.097560721898333203e+00
9.500000000000000000e+01,2.095935352141735653e+00
9.600000000000000000e+01,2.094325818078642598e+00
9.700000000000000000e+01,2.092736667430164399e+00
9.800000000000000000e+01,2.091161526462505638e+00
9.900000000000000000e+01,2.089602475487698285e+00
1.000000000000000000e+02,2.088057345136389742e+00
1.010000000000000000e+02,2.086530117935098350e+00
1.020000000000000000e+02,2.085022555275297229e+00
1.030000000000000000e+02,2.083534235814646252e+00
1.040000000000000000e+02,2.082058960559087790e+00
1.050000000000000000e+02,2.080601273142246743e+00
1.060000000000000000e+02,2.079154901065859651e+00
1.070000000000000000e+02,2.077722040171898765e+00
1.080000000000000000e+02,2.076300579243270938e+00
1.090000000000000000e+02,2.074894601117292403e+00
1.100000000000000000e+02,2.073506218717489524e+00
1.110000000000000000e+02,2.072134672938026334e+00
1.120000000000000000e+02,2.070773928901275873e+00
1.130000000000000000e+02,2.069428518163112241e+00
1.140000000000000000e+02,2.068092249776464886e+00
1.150000000000000000e+02,2.066767409524076005e+00
1.160000000000000000e+02,2.065451931431972366e+00
1.170000000000000000e+02,2.064149964301020379e+00
1.180000000000000000e+02,2.062863893906448975e+00
1.190000000000000000e+02,2.061592698132590051e+00
1.200000000000000000e+02,2.060330473196610335e+00
1.210000000000000000e+02,2.059081736516986894e+00
1.220000000000000000e+02,2.057840365040001451e+00
1.230000000000000000e+02,2.056608715855154035e+00
1.240000000000000000e+02,2.055384759950910301e+00
1.250000000000000000e+02,2.054172686525612690e+00
1.260000000000000000e+02,2.052975089390254748e+00
1.270000000000000000e+02,2.051790748715893731e+00
1.280000000000000000e+02,2.050613866230630578e+00
1.290000000000000000e+02,2.049448946048344933e+00
1.300000000000000000e+02,2.048289923075590213e+00
1.310000000000000000e+02,2.047139211637557743e+00
1.320000000000000000e+02,2.045994814069094669e+00
1.330000000000000000e+02,2.044860940454852560e+00
1.340000000000000000e+02,2.043740339057618538e+00
1.350000000000000000e+02,2.042631648310367698e+00
1.360000000000000000e+02,2.041529155146390551e+00
1.370000000000000000e+02,2.040437352501278223e+00
1.380000000000000000e+02,2.039350225716373366e+00
1.390000000000000000e+02,2.038270235420902576e+00
1.400000000000000000e+02,2.037195411267288314e+00
1.410000000000000000e+02,2.036129969067166812e+00
1.420000000000000000e+02,2.035076767168303657e+00
1.430000000000000000e+02,2.034034349681216991e+00
1.440000000000000000e+02,2.032997072344677747e+00
1.450000000000000000e+02,2.031969419503417029e+00
1.460000000000000000e+02,2.030945421037202880e+00
1.470000000000000000e+02,2.029927575204202306e+00
1.480000000000000000e+02,2.028913935930540369e+00
1.490000000000000000e+02,2.027908712835733596e+00
1.500000000000000000e+02,2.026914837612231235e+00
1.510000000000000000e+02,2.025930799884712030e+00
1.520000000000000000e+02,2.024951010789659556e+00
1.530000000000000000e+02,2.023979948706636556e+00
1.540000000000000000e+02,2.023011683309190900e+00
1.550000000000000000e+02,2.022048743493221945e+00
1.560000000000000000e+02,2.021089205055049298e+00
1.570000000000000000e+02,2.020137261985047950e+00
1.580000000000000000e+02,2.019195888923731363e+00
1.590000000000000000e+02,2.018263554271126470e+00
1.600000000000000000e+02,2.017334713507627164e+00
1.610000000000000000e+02,2.016413841507692872e+00
1.620000000000000000e+02,2.015495043840714207e+00
1.630000000000000000e+02,2.014580874344205519e+00
1.640000000000000000e+02,2.013669428718657173e+00
1.650000000000000000e+02,2.012764877831610288e+00
1.660000000000000000e+02,2.011870214169151350e+00
1.670000000000000000e+02,2.010983912530981410e+00
1.680000000000000000e+02,2.010100463577074503e+00
1.690000000000000000e+02,2.009224340883811966e+00
1.700000000000000000e+02,2.008349682661745295e+00
1.710000000000000000e+02,2.007479063013439369e+00
1.720000000000000000e+02,2.006610595891345827e+00
1.730000000000000000e+02,2.005748423092900801e+00
1.740000000000000000e+02,2.004895534274379276e+00
1.750000000000000000e+02,2.004050433462387648e+00
1.760000000000000000e+02,2.003207638870927454e+00
1.770000000000000000e+02,2.002371624706002606e+00
1.780000000000000000e+02,2.001536559066527499e+00
1.790000000000000000e+02,2.000705032460094568e+00
1.800000000000000000e+02,1.999875175674288519e+00
1.810000000000000000e+02,1.999051096734326016e+00
1.820000000000000000e+02,1.998235765497639926e+00
1.830000000000000000e+02,1.997427733981139486e+00
1.840000000000000000e+02,1.996621541593643467e+00
1.850000000000000000e+02,1.995821664823984154e+00
1.860000000000000000e+02,1.995022299306368430e+00
1.870000000000000000e+02,1.994226048755735725e+00
1.880000000000000000e+02,1.993431059561276086e+00
1.890000000000000000e+02,1.992641402284908159e+00
1.900000000000000000e+02,1.991860013120866135e+00
1.910000000000000000e+02,1.991085507407428068e+00
1.920000000000000000e+02,1.990312440438773534e+00
1.930000000000000000e+02,1.989545292385173525e+00
1.940000000000000000e+02,1.988778284386509165e+00
1.950000000000000000e+02,1.988014030709499114e+00
1.960000000000000000e+02,1.987250692258657914e+00
1.970000000000000000e+02,1.986492299267293316e+00
1.980000000000000000e+02,1.985741743002987114e+00
1.990000000000000000e+02,1.984997714563576210e+00
