r,C_d
0.000000000000000000e+00,1.942040915427055259e+00
1.000000000000000000e+00,3.044645312529853931e-01
2.000000000000000000e+00,8.708504820161966364e-02
3.000000000000000000e+00,2.640374833156667808e-02
4.000000000000000000e+00,7.893059391821014015e-03
5.000000000000000000e+00,2.356480358942141407e-03
6.000000000000000000e+00,7.034001270156899251e-04
7.000000000000000000e+00,2.099666689198912003e-04
8.000000000000000000e+00,6.267571233550475610e-05
9.000000000000000000e+00,1.870883581509253616e-05
1.000000000000000000e+01,5.584614562273679689e-06
1.100000000000000000e+01,1.667011224024180821e-06
1.200000000000000000e+01,4.976031609437252890e-07
1.300000000000000000e+01,1.485345787530217439e-07
1.400000000000000000e+01,4.433762623045951621e-08
1.500000000000000000e+01,1.323479402823254242e-08
1.600000000000000000e+01,3.950587552255941713e-09
1.700000000000000000e+01,1.179252277186894663e-09
1.800000000000000000e+01,3.520076966461447643e-10
1.900000000000000000e+01,1.050744467977763578e-10
2.000000000000000000e+01,3.136473287389341473e-11
2.100000000000000000e+01,9.362374085432700921e-12
2.200000000000000000e+01,2.794672011780254918e-12
2.300000000000000000e+01,8.342103814917174369e-13
2.400000000000000000e+01,2.490118948648284790e-13
2.500000000000000000e+01,7.433016985703341743e-14
2.600000000000000000e+01,2.218761191437839939e-14
2.700000000000000000e+01,6.623011569582777016e-15
2.800000000000000000e+01,1.976969615602035693e-15
2.900000000000000000e+01,5.901255136168094207e-16
3.000000000000000000e+01,1.761526767985830924e-16
3.100000000000000000e+01,5.258162356563179827e-17
3.200000000000000000e+01,1.569562068471399491e-17
3.300000000000000000e+01,4.685150290268633978e-18
3.400000000000000000e+01,1.398520904781433701e-18
3.500000000000000000e+01,4.174590834026786587e-19
3.600000000000000000e+01,1.246115781277671769e-19
3.700000000000000000e+01,3.719656132542841049e-20
3.800000000000000000e+01,1.110318685429944650e-20
3.900000000000000000e+01,3.314304398673440420e-21
4.000000000000000000e+01,9.893202443687686075e-22
4.100000000000000000e+01,2.953125666821901509e-22
4.200000000000000000e+01,8.815102448421643735e-23
4.300000000000000000e+01,2.631311820679524824e-23
4.400000000000000000e+01,7.854468415167804865e-24
4.500000000000000000e+01,2.344559153113942278e-24
4.600000000000000000e+01,6.998517454404059433e-25
4.700000000000000000e+01,2.089059428405675178e-25
4.800000000000000000e+01,6.235844797594346347e-26
4.900000000000000000e+01,1.861402658129517842e-26
5.000000000000000000e+01,5.556301011339804561e-27
5.100000000000000000e+01,1.658558209157265608e-27
5.200000000000000000e+01,4.950797912342759195e-28
5.300000000000000000e+01,1.477813385586405193e-28
5.400000000000000000e+01,4.411278239511230219e-29
5.500000000000000000e+01,1.316767795123895540e-29
5.600000000000000000e+01,3.930553383600818603e-30
5.700000000000000000e+01,1.173272067158729370e-30
5.800000000000000000e+01,3.502225993317127101e-31
5.900000000000000000e+01,1.045415944831870656e-31
6.000000000000000000e+01,3.120567640392476044e-32
6.100000000000000000e+01,9.314895722369583513e-33
6.200000000000000000e+01,2.780499703425015756e-33
6.300000000000000000e+01,8.299799434613019285e-34
6.400000000000000000e+01,2.477491086259204337e-34
6.500000000000000000e+01,7.395322756002730828e-35
6.600000000000000000e+01,2.207509435365977393e-35
6.700000000000000000e+01,6.589425029972430633e-36
6.800000000000000000e+01,1.966944030170802360e-36
6.900000000000000000e+01,5.871328759428537902e-37
7.000000000000000000e+01,1.752593733829679225e-37
7.100000000000000000e+01,5.231497224483762505e-38
7.200000000000000000e+01,1.561602523477435878e-38
7.300000000000000000e+01,4.661391010347199744e-39
7.400000000000000000e+01,1.391428741756973306e-39
7.500000000000000000e+01,4.153420697310125969e-40
7.600000000000000000e+01,1.239796493351436788e-40
7.700000000000000000e+01,3.700793055418480917e-41
7.800000000000000000e+01,1.104688050164323421e-41
7.900000000000000000e+01,3.297496936569935865e-42
8.000000000000000000e+01,9.843032149968999795e-43
8.100000000000000000e+01,2.938149810122724415e-43
8.200000000000000000e+01,8.770399402919953672e-44
8.300000000000000000e+01,2.617967942631909312e-44
8.400000000000000000e+01,7.814636925856216165e-45
8.500000000000000000e+01,2.332669451874923870e-45
8.600000000000000000e+01,6.963026653697068459e-46
8.700000000000000000e+01,2.078465414413191850e-46
8.800000000000000000e+01,6.204221653636637919e-47
8.900000000000000000e+01,1.851963134515333130e-47
9.000000000000000000e+01,5.528123961965243699e-48
9.100000000000000000e+01,1.650147347964785187e-48
9.200000000000000000e+01,4.925691483275134518e-49
9.300000000000000000e+01,1.470319115451097618e-49
9.400000000000000000e+01,4.388907816363530042e-50
9.500000000000000000e+01,1.310090217522840424e-50
9.600000000000000000e+01,3.910620806778024064e-51
9.700000000000000000e+01,1.167322183432370023e-51
9.800000000000000000e+01,3.484465545398056140e-52
9.900000000000000000e+01,1.040114443593120643e-52
