r,C_n
0.000000000000000000e+00,9.097464447698255796e-02
1.000000000000000000e+00,-1.959538189923293316e-02
2.000000000000000000e+00,1.598998295048437157e-02
3.000000000000000000e+00,1.723745653581776338e-02
4.000000000000000000e+00,8.838274653224509336e-04
5.000000000000000000e+00,-1.094170990927345599e-04
6.000000000000000000e+00,-1.798239570049986469e-05
7.000000000000000000e+00,8.131526527677124250e-07
8.000000000000000000e+00,4.098958243936579038e-07
9.000000000000000000e+00,1.931233706287116547e-08
1.000000000000000000e+01,-6.110911332513069283e-09
1.100000000000000000e+01,-8.491931602350177855e-10
1.200000000000000000e+01,5.021316695774658001e-11
1.300000000000000000e+01,2.052491510085019399e-11
1.400000000000000000e+01,7.154277170684508746e-13
1.500000000000000000e+01,-3.299582829185965238e-13
1.600000000000000000e+01,-3.463895836830488406e-14
1.700000000000000000e+01,6.217248937900876626e-15
1.800000000000000000e+01,9.769962616701377556e-15
1.900000000000000000e+01,7.105427357601001859e-15
2.000000000000000000e+01,6.661338147750939243e-15
2.100000000000000000e+01,6.661338147750939243e-15
2.200000000000000000e+01,6.661338147750939243e-15
2.300000000000000000e+01,7.105427357601001859e-15
2.400000000000000000e+01,7.105427357601001859e-15
2.500000000000000000e+01,3.552713678800500929e-15
2.600000000000000000e+01,9.769962616701377556e-15
2.700000000000000000e+01,7.993605777301127091e-15
2.800000000000000000e+01,7.549516567451064475e-15
2.900000000000000000e+01,7.549516567451064475e-15
3.000000000000000000e+01,7.549516567451064475e-15
3.100000000000000000e+01,7.993605777301127091e-15
3.200000000000000000e+01,7.993605777301127091e-15
3.300000000000000000e+01,4.440892098500626162e-15
3.400000000000000000e+01,1.065814103640150279e-14
3.500000000000000000e+01,8.881784197001252323e-15
3.600000000000000000e+01,8.437694987151189707e-15
3.700000000000000000e+01,8.437694987151189707e-15
3.800000000000000000e+01,8.437694987151189707e-15
3.900000000000000000e+01,8.437694987151189707e-15
4.000000000000000000e+01,8.881784197001252323e-15
4.100000000000000000e+01,5.329070518200751394e-15
4.200000000000000000e+01,1.154631945610162802e-14
4.300000000000000000e+01,1.021405182655144017e-14
4.400000000000000000e+01,9.769962616701377556e-15
4.500000000000000000e+01,9.769962616701377556e-15
4.600000000000000000e+01,9.769962616701377556e-15
4.700000000000000000e+01,9.769962616701377556e-15
4.800000000000000000e+01,1.021405182655144017e-14
4.900000000000000000e+01,6.661338147750939243e-15
5.000000000000000000e+01,1.287858708565181587e-14
5.100000000000000000e+01,1.154631945610162802e-14
5.200000000000000000e+01,1.110223024625156540e-14
5.300000000000000000e+01,1.110223024625156540e-14
5.400000000000000000e+01,1.110223024625156540e-14
5.500000000000000000e+01,1.110223024625156540e-14
5.600000000000000000e+01,1.199040866595169064e-14
5.700000000000000000e+01,8.437694987151189707e-15
5.800000000000000000e+01,1.465494392505206633e-14
5.900000000000000000e+01,1.287858708565181587e-14
6.000000000000000000e+01,1.287858708565181587e-14
6.100000000000000000e+01,1.287858708565181587e-14
6.200000000000000000e+01,1.287858708565181587e-14
6.300000000000000000e+01,1.332267629550187849e-14
6.400000000000000000e+01,1.376676550535194110e-14
6.500000000000000000e+01,1.021405182655144017e-14
6.600000000000000000e+01,1.643130076445231680e-14
6.700000000000000000e+01,1.421085471520200372e-14
6.800000000000000000e+01,1.421085471520200372e-14
6.900000000000000000e+01,1.421085471520200372e-14
7.000000000000000000e+01,1.421085471520200372e-14
7.100000000000000000e+01,1.465494392505206633e-14
7.200000000000000000e+01,1.509903313490212895e-14
7.300000000000000000e+01,1.154631945610162802e-14
7.400000000000000000e+01,1.776356839400250465e-14
7.500000000000000000e+01,1.554312234475219157e-14
7.600000000000000000e+01,1.554312234475219157e-14
7.700000000000000000e+01,1.554312234475219157e-14
7.800000000000000000e+01,1.554312234475219157e-14
7.900000000000000000e+01,1.598721155460225418e-14
8.000000000000000000e+01,1.598721155460225418e-14
8.100000000000000000e+01,1.287858708565181587e-14
8.200000000000000000e+01,1.909583602355269250e-14
8.300000000000000000e+01,1.687538997430237941e-14
8.400000000000000000e+01,1.687538997430237941e-14
8.500000000000000000e+01,1.731947918415244203e-14
8.600000000000000000e+01,1.687538997430237941e-14
8.700000000000000000e+01,1.731947918415244203e-14
8.800000000000000000e+01,1.731947918415244203e-14
8.900000000000000000e+01,1.421085471520200372e-14
9.000000000000000000e+01,2.042810365310288034e-14
9.100000000000000000e+01,1.820765760385256726e-14
9.200000000000000000e+01,1.820765760385256726e-14
9.300000000000000000e+01,1.865174681370262988e-14
9.400000000000000000e+01,1.820765760385256726e-14
9.500000000000000000e+01,1.865174681370262988e-14
9.600000000000000000e+01,1.865174681370262988e-14
9.700000000000000000e+01,1.554312234475219157e-14
9.800000000000000000e+01,2.176037128265306819e-14
9.900000000000000000e+01,1.909583602355269250e-14
