r,C_n
0.000000000000000000e+00,7.325360284023352264e-01
1.000000000000000000e+00,-1.621119674480144823e-01
2.000000000000000000e+00,-9.094551510559689689e-02
3.000000000000000000e+00,8.006173680385897384e-02
4.000000000000000000e+00,2.878038751118339178e-02
5.000000000000000000e+00,5.816645478766258037e-03
6.000000000000000000e+00,-5.281087766877412548e-04
7.000000000000000000e+00,-7.704896297404673078e-04
8.000000000000000000e+00,-2.137399839639009258e-04
9.000000000000000000e+00,2.612575290772412018e-05
1.000000000000000000e+01,4.554596715333758539e-05
1.100000000000000000e+01,1.779555314884717632e-05
1.200000000000000000e+01,1.788805762181766568e-06
1.300000000000000000e+01,-1.645762729207689290e-06
1.400000000000000000e+01,-9.429790206461063917e-07
1.500000000000000000e+01,-1.566814415987494158e-07
1.600000000000000000e+01,7.674357727083247482e-08
1.700000000000000000e+01,5.721453266716025610e-08
1.800000000000000000e+01,1.077244871083848921e-08
1.900000000000000000e+01,-7.840420312987816942e-09
2.000000000000000000e+01,-9.273479317783994702e-09
2.100000000000000000e+01,-7.104141275249276077e-09
2.200000000000000000e+01,-5.931608537679267101e-09
2.300000000000000000e+01,-5.753632237315287057e-09
2.400000000000000000e+01,-5.861072516211152106e-09
2.500000000000000000e+01,-5.938618929945960190e-09
2.600000000000000000e+01,-5.957016657731628584e-09
2.700000000000000000e+01,-5.953261439373136454e-09
2.800000000000000000e+01,-5.948756598428417419e-09
2.900000000000000000e+01,-5.947356385149760172e-09
3.000000000000000000e+01,-5.947452752508297635e-09
3.100000000000000000e+01,-5.947751624546526727e-09
3.200000000000000000e+01,-5.947816905660374687e-09
3.300000000000000000e+01,-5.947821346552473187e-09
3.400000000000000000e+01,-5.947809800233017086e-09
3.500000000000000000e+01,-5.947805359340918585e-09
3.600000000000000000e+01,-5.947803138894869335e-09
3.700000000000000000e+01,-5.947804471162498885e-09
3.800000000000000000e+01,-5.947812908857486036e-09
3.900000000000000000e+01,-5.947849324172693741e-09
4.000000000000000000e+01,-5.947810688411436786e-09
4.100000000000000000e+01,-5.947810688411436786e-09
4.200000000000000000e+01,-5.947811132500646636e-09
4.300000000000000000e+01,-5.947813352946695886e-09
4.400000000000000000e+01,-5.947812464768276186e-09
4.500000000000000000e+01,-5.947812464768276186e-09
4.600000000000000000e+01,-5.947820902463263337e-09
4.700000000000000000e+01,-5.947857317778471042e-09
4.800000000000000000e+01,-5.947817349749584537e-09
4.900000000000000000e+01,-5.947817349749584537e-09
5.000000000000000000e+01,-5.947819570195633787e-09
5.100000000000000000e+01,-5.947821346552473187e-09
5.200000000000000000e+01,-5.947820902463263337e-09
5.300000000000000000e+01,-5.947821790641683037e-09
5.400000000000000000e+01,-5.947828896069040638e-09
5.500000000000000000e+01,-5.947865755473458194e-09
5.600000000000000000e+01,-5.947827119712201238e-09
5.700000000000000000e+01,-5.947826675622991388e-09
5.800000000000000000e+01,-5.947827563801411088e-09
5.900000000000000000e+01,-5.947829784247460339e-09
6.000000000000000000e+01,-5.947829340158250488e-09
6.100000000000000000e+01,-5.947829340158250488e-09
6.200000000000000000e+01,-5.947837333764027790e-09
6.300000000000000000e+01,-5.947873749079235495e-09
6.400000000000000000e+01,-5.947835113317978539e-09
6.500000000000000000e+01,-5.947834669228768689e-09
6.600000000000000000e+01,-5.947836445585608089e-09
6.700000000000000000e+01,-5.947838221942447490e-09
6.800000000000000000e+01,-5.947837777853237640e-09
6.900000000000000000e+01,-5.947838666031657340e-09
7.000000000000000000e+01,-5.947845771459014941e-09
7.100000000000000000e+01,-5.947882630863432496e-09
7.200000000000000000e+01,-5.947843551012965690e-09
7.300000000000000000e+01,-5.947843106923755840e-09
7.400000000000000000e+01,-5.947844439191385391e-09
7.500000000000000000e+01,-5.947846215548224791e-09
7.600000000000000000e+01,-5.947846215548224791e-09
7.700000000000000000e+01,-5.947845771459014941e-09
7.800000000000000000e+01,-5.947854653243211942e-09
7.900000000000000000e+01,-5.947890624469209797e-09
8.000000000000000000e+01,-5.947851100529533142e-09
8.100000000000000000e+01,-5.947851100529533142e-09
8.200000000000000000e+01,-5.947853320975582392e-09
8.300000000000000000e+01,-5.947854653243211942e-09
8.400000000000000000e+01,-5.947854653243211942e-09
8.500000000000000000e+01,-5.947855097332421792e-09
8.600000000000000000e+01,-5.947862646848989243e-09
8.700000000000000000e+01,-5.947899506253406798e-09
8.800000000000000000e+01,-5.947860426402939993e-09
8.900000000000000000e+01,-5.947859982313730143e-09
9.000000000000000000e+01,-5.947861314581359693e-09
9.100000000000000000e+01,-5.947864423205828643e-09
9.200000000000000000e+01,-5.947863535027408943e-09
9.300000000000000000e+01,-5.947863535027408943e-09
9.400000000000000000e+01,-5.947871972722396094e-09
9.500000000000000000e+01,-5.947907499859184099e-09
9.600000000000000000e+01,-5.947869308187136994e-09
9.700000000000000000e+01,-5.947868420008717294e-09
9.800000000000000000e+01,-5.947870196365556694e-09
9.900000000000000000e+01,-5.947871972722396094e-09
