r,C_sp
0.000000000000000000e+00,2.310974097437250574e+00
1.000000000000000000e+00,2.168366352452741008e+00
2.000000000000000000e+00,2.127976778330572749e+00
3.000000000000000000e+00,2.083453500846693895e+00
4.000000000000000000e+00,1.990461294420589500e+00
5.000000000000000000e+00,1.931206549461061961e+00
6.000000000000000000e+00,1.855366296459012077e+00
7.000000000000000000e+00,1.794187149770056777e+00
8.000000000000000000e+00,1.733744416882907258e+00
9.000000000000000000e+00,1.673102108634476615e+00
1.000000000000000000e+01,1.618739314041597988e+00
1.100000000000000000e+01,1.565139766761749485e+00
1.200000000000000000e+01,1.514498658952991628e+00
1.300000000000000000e+01,1.466277408523474435e+00
1.400000000000000000e+01,1.420037902462035539e+00
1.500000000000000000e+01,1.376110147878834677e+00
1.600000000000000000e+01,1.334069649790293965e+00
1.700000000000000000e+01,1.293948290836429704e+00
1.800000000000000000e+01,1.255637759585207736e+00
1.900000000000000000e+01,1.219007871814127286e+00
2.000000000000000000e+01,1.184004559327251904e+00
2.100000000000000000e+01,1.150524924204346711e+00
2.200000000000000000e+01,1.118493950532293502e+00
2.300000000000000000e+01,1.087837941934426844e+00
2.400000000000000000e+01,1.058482569948022478e+00
2.500000000000000000e+01,1.030362860546093273e+00
2.600000000000000000e+01,1.003414471121172546e+00
2.700000000000000000e+01,9.775776091610164364e-01
2.800000000000000000e+01,9.527964327259388355e-01
2.900000000000000000e+01,9.290178650469722577e-01
3.000000000000000000e+01,9.061914201271135116e-01
3.100000000000000000e+01,8.842705430970704272e-01
3.200000000000000000e+01,8.632106999638590183e-01
3.300000000000000000e+01,8.429699941154948917e-01
3.400000000000000000e+01,8.235090381354244204e-01
3.500000000000000000e+01,8.047903842260760721e-01
3.600000000000000000e+01,7.867790724649501577e-01
3.700000000000000000e+01,7.694419936182201880e-01
3.800000000000000000e+01,7.527473096039951628e-01
3.900000000000000000e+01,7.366657874471572720e-01
4.000000000000000000e+01,7.211692908032555360e-01
4.100000000000000000e+01,7.062312432909492177e-01
4.200000000000000000e+01,6.918266326451933956e-01
4.300000000000000000e+01,6.779315425860995559e-01
4.400000000000000000e+01,6.645236359167799867e-01
4.500000000000000000e+01,6.515816381022373482e-01
4.600000000000000000e+01,6.390849959673927660e-01
4.700000000000000000e+01,6.270148377533565354e-01
4.800000000000000000e+01,6.153529014838448052e-01
4.900000000000000000e+01,6.040818681614299468e-01
5.000000000000000000e+01,5.931854072652257281e-01
5.100000000000000000e+01,5.826478226191313947e-01
5.200000000000000000e+01,5.724544504174561288e-01
5.300000000000000000e+01,5.625912407954445360e-01
5.400000000000000000e+01,5.530445592672067479e-01
5.500000000000000000e+01,5.438018944517570841e-01
5.600000000000000000e+01,5.348510727481317062e-01
5.700000000000000000e+01,5.261805046394997243e-01
5.800000000000000000e+01,5.177792458514307583e-01
5.900000000000000000e+01,5.096367237930700123e-01
6.000000000000000000e+01,5.017430652475800557e-01
6.100000000000000000e+01,4.940887516354019460e-01
6.200000000000000000e+01,4.866645059248542182e-01
6.300000000000000000e+01,4.794618277100680115e-01
6.400000000000000000e+01,4.724723997703410006e-01
6.500000000000000000e+01,4.656882752687939719e-01
6.600000000000000000e+01,4.591019418442656153e-01
6.700000000000000000e+01,4.527061064687587510e-01
6.800000000000000000e+01,4.464939659348033940e-01
6.900000000000000000e+01,4.404589191387347502e-01
7.000000000000000000e+01,4.345945058296451502e-01
7.100000000000000000e+01,4.288948200951280265e-01
7.200000000000000000e+01,4.233540504059240539e-01
7.300000000000000000e+01,4.179666250744291656e-01
7.400000000000000000e+01,4.127272734608511962e-01
7.500000000000000000e+01,4.076308543374854154e-01
7.600000000000000000e+01,4.026725801326566101e-01
7.700000000000000000e+01,3.978477743005102707e-01
7.800000000000000000e+01,3.931518417960736533e-01
7.900000000000000000e+01,3.885805947126526050e-01
8.000000000000000000e+01,3.841298882916809876e-01
8.100000000000000000e+01,3.797957359308288816e-01
8.200000000000000000e+01,3.755743651363170899e-01
