r,C_j
0.000000000000000000e+00,7.318232367592668197e+01
1.000000000000000000e+00,-3.705086816370211977e+01
2.000000000000000000e+00,1.812535252771644068e+00
3.000000000000000000e+00,1.222423984852133216e+00
4.000000000000000000e+00,-1.598544104627155349e-01
5.000000000000000000e+00,4.802931928068332468e-02
6.000000000000000000e+00,-4.541862754858172480e-02
7.000000000000000000e+00,9.475922877673070843e-04
8.000000000000000000e+00,1.320846039231327040e-03
9.000000000000000000e+00,-1.578639221088806721e-03
1.000000000000000000e+01,-8.174855146112491866e-04
1.100000000000000000e+01,-8.799776821035720786e-04
1.200000000000000000e+01,-2.686763294335037244e-04
1.300000000000000000e+01,-1.658763747638403174e-04
1.400000000000000000e+01,-2.774729335186520984e-06
1.500000000000000000e+01,2.534193956389430014e-04
1.600000000000000000e+01,2.039700200722194268e-04
1.700000000000000000e+01,1.321352622980498381e-04
1.800000000000000000e+01,1.404284738963923473e-04
1.900000000000000000e+01,1.484828824835915384e-04
2.000000000000000000e+01,-5.085819218741960412e-05
2.100000000000000000e+01,2.364602000426430095e-05
2.200000000000000000e+01,-7.180505604509335171e-05
2.300000000000000000e+01,1.535417177667142141e-04
2.400000000000000000e+01,2.379165838402030886e-04
2.500000000000000000e+01,2.279545712600139495e-04
2.600000000000000000e+01,1.533252803440632306e-04
2.700000000000000000e+01,1.645664296034965446e-04
2.800000000000000000e+01,9.359961033972297173e-05
2.900000000000000000e+01,1.192000322465247564e-04
3.000000000000000000e+01,1.349782121629061749e-04
3.100000000000000000e+01,1.428416637452301075e-04
3.200000000000000000e+01,1.952119550878705923e-04
3.300000000000000000e+01,1.737134936501405491e-04
3.400000000000000000e+01,1.314304384081310673e-04
3.500000000000000000e+01,1.490227600005056274e-04
3.600000000000000000e+01,1.002770923292928273e-04
3.700000000000000000e+01,7.230458860973953961e-05
3.800000000000000000e+01,1.863239225183832559e-04
3.900000000000000000e+01,7.758301822491375788e-05
4.000000000000000000e+01,7.800291645487789083e-05
4.100000000000000000e+01,5.903953658936700322e-05
4.200000000000000000e+01,7.187911167960692183e-05
4.300000000000000000e+01,1.038651173708160513e-04
4.400000000000000000e+01,3.620021961658892451e-05
4.500000000000000000e+01,3.569246903367684354e-06
4.600000000000000000e+01,1.280981559173000051e-04
4.700000000000000000e+01,3.015826506569396770e-05
4.800000000000000000e+01,2.154690379185808524e-05
4.900000000000000000e+01,1.640987197149001986e-05
5.000000000000000000e+01,4.190486220068123657e-05
5.100000000000000000e+01,7.519336257821862546e-05
5.200000000000000000e+01,-5.179930715470959512e-06
5.300000000000000000e+01,-3.736356722683353837e-06
5.400000000000000000e+01,4.500435323073759264e-05
5.500000000000000000e+01,3.246933485279157594e-05
5.600000000000000000e+01,4.732044629562892624e-05
5.700000000000000000e+01,4.662683318024107848e-05
5.800000000000000000e+01,4.631064332016876506e-05
5.900000000000000000e+01,6.648893003635691912e-05
6.000000000000000000e+01,4.055059504182167984e-06
6.100000000000000000e+01,2.018750340226915796e-05
6.200000000000000000e+01,2.544481117539021398e-05
6.300000000000000000e+01,4.862550143869270869e-05
6.400000000000000000e+01,7.268122024584044993e-05
6.500000000000000000e+01,6.851095370308257770e-05
6.600000000000000000e+01,5.205594084856102199e-05
6.700000000000000000e+01,6.216125959035423421e-05
6.800000000000000000e+01,2.558648930595097681e-05
6.900000000000000000e+01,3.123669553239949437e-05
7.000000000000000000e+01,4.739784102092414741e-05
7.100000000000000000e+01,4.531214110414794050e-05
7.200000000000000000e+01,5.968518773435960156e-05
7.300000000000000000e+01,5.278994984792007017e-05
7.400000000000000000e+01,4.329032372574204146e-05
7.500000000000000000e+01,5.239038272542018149e-05
7.600000000000000000e+01,2.634047994476418353e-05
7.700000000000000000e+01,1.976395111391582304e-05
7.800000000000000000e+01,5.653229026592043738e-05
7.900000000000000000e+01,2.831474259856747722e-05
8.000000000000000000e+01,3.167298530115658650e-05
8.100000000000000000e+01,2.637866167098934511e-05
8.200000000000000000e+01,2.868057687877012540e-05
8.300000000000000000e+01,3.995518489574578780e-05
8.400000000000000000e+01,1.263630272951843381e-05
8.500000000000000000e+01,6.306116429044550387e-06
8.600000000000000000e+01,4.078350286640386457e-05
8.700000000000000000e+01,1.677369311714471678e-05
8.800000000000000000e+01,1.877992147036877668e-05
8.900000000000000000e+01,1.637254961117662333e-05
9.000000000000000000e+01,2.054329771539187277e-05
9.100000000000000000e+01,3.108935251994182636e-05
9.200000000000000000e+01,3.835273552965645649e-06
9.300000000000000000e+01,4.041110628349997569e-06
9.400000000000000000e+01,2.215714038555915977e-05
9.500000000000000000e+01,1.572308321584614532e-05
9.600000000000000000e+01,2.146647184453343016e-05
9.700000000000000000e+01,2.010928831630565128e-05
9.800000000000000000e+01,1.928272117091012205e-05
9.900000000000000000e+01,2.658228536667195385e-05
1.000000000000000000e+02,5.050602764455902616e-06
1.010000000000000000e+02,8.002311243870963153e-06
1.020000000000000000e+02,1.643534857187489706e-05
1.030000000000000000e+02,1.720796193716012112e-05
1.040000000000000000e+02,2.410012585407628194e-05
1.050000000000000000e+02,2.223788039579233100e-05
1.060000000000000000e+02,1.855570534026185214e-05
1.070000000000000000e+02,2.334640092804818323e-05
1.080000000000000000e+02,8.395486162271481589e-06
1.090000000000000000e+02,9.225697748860284264e-06
1.100000000000000000e+02,1.873633781812600319e-05
1.110000000000000000e+02,1.506527289940606806e-05
1.120000000000000000e+02,1.958078419050934826e-05
1.130000000000000000e+02,1.739768326025625811e-05
1.140000000000000000e+02,1.527230795872469571e-05
1.150000000000000000e+02,1.942705768342989359e-05
1.160000000000000000e+02,7.781333605905160766e-06
1.170000000000000000e+02,6.339219716267052718e-06
1.180000000000000000e+02,1.866618302237554872e-05
1.190000000000000000e+02,1.063647792243216372e-05
1.200000000000000000e+02,1.275475702833261948e-05
1.210000000000000000e+02,1.105669732659464444e-05
1.220000000000000000e+02,1.124225150128665973e-05
1.230000000000000000e+02,1.540029256830166560e-05
1.240000000000000000e+02,4.615880639491365400e-06
1.250000000000000000e+02,3.340104074212035812e-06
1.260000000000000000e+02,1.413475282774356856e-05
1.270000000000000000e+02,7.574511270647121819e-06
1.280000000000000000e+02,9.242138196086102653e-06
1.290000000000000000e+02,8.216914281433673750e-06
1.300000000000000000e+02,8.730963280356718315e-06
1.310000000000000000e+02,1.237706725909504257e-05
1.320000000000000000e+02,2.600749789749556840e-06
1.330000000000000000e+02,2.608146845162195859e-06
1.340000000000000000e+02,9.485010091125900544e-06
1.350000000000000000e+02,6.672795178630508417e-06
1.360000000000000000e+02,8.847976266324053540e-06
1.370000000000000000e+02,8.108397617334617280e-06
1.380000000000000000e+02,7.686296816800108900e-06
1.390000000000000000e+02,1.041561920978040234e-05
1.400000000000000000e+02,2.564515471092931875e-06
1.410000000000000000e+02,3.069605961414367812e-06
1.420000000000000000e+02,7.561893520247053857e-06
1.430000000000000000e+02,6.318557407070102272e-06
1.440000000000000000e+02,8.501208366595847110e-06
1.450000000000000000e+02,7.741270300343217059e-06
1.460000000000000000e+02,6.842852611654848261e-06
1.470000000000000000e+02,8.868154354857438193e-06
