site,n
0.000000000000000000e+00,8.799212603989575721e-01
1.000000000000000000e+00,1.045450137179808614e+00
2.000000000000000000e+00,1.119868020073691017e+00
3.000000000000000000e+00,1.139733415760492585e+00
4.000000000000000000e+00,1.076190202157441878e+00
5.000000000000000000e+00,9.837332130568146038e-01
6.000000000000000000e+00,8.714891052867110854e-01
7.000000000000000000e+00,8.836146460860810903e-01
8.000000000000000000e+00,8.799212603989575721e-01
9.000000000000000000e+00,1.045450137179808614e+00
1.000000000000000000e+01,1.119868020073691017e+00
1.100000000000000000e+01,1.139733415760492585e+00
1.200000000000000000e+01,1.076190202157441878e+00
1.300000000000000000e+01,9.837332130568146038e-01
1.400000000000000000e+01,8.714891052867110854e-01
1.500000000000000000e+01,8.836146460860810903e-01
1.600000000000000000e+01,8.799212603989575721e-01
1.700000000000000000e+01,1.045450137179808614e+00
1.800000000000000000e+01,1.119868020073691017e+00
1.900000000000000000e+01,1.139733415760492585e+00
2.000000000000000000e+01,1.076190202157441878e+00
2.100000000000000000e+01,9.837332130568146038e-01
2.200000000000000000e+01,8.714891052867110854e-01
2.300000000000000000e+01,8.836146460860810903e-01
2.400000000000000000e+01,8.799212603989575721e-01
2.500000000000000000e+01,1.045450137179808614e+00
2.600000000000000000e+01,1.119868020073691017e+00
2.700000000000000000e+01,1.139733415760492585e+00
2.800000000000000000e+01,1.076190202157441878e+00
2.900000000000000000e+01,9.837332130568146038e-01
3.000000000000000000e+01,8.714891052867110854e-01
3.100000000000000000e+01,8.836146460860810903e-01
3.200000000000000000e+01,8.799212603989575721e-01
3.300000000000000000e+01,1.045450137179808614e+00
3.400000000000000000e+01,1.119868020073691017e+00
3.500000000000000000e+01,1.139733415760492585e+00
3.600000000000000000e+01,1.076190202157441878e+00
3.700000000000000000e+01,9.837332130568146038e-01
3.800000000000000000e+01,8.714891052867110854e-01
3.900000000000000000e+01,8.836146460860810903e-01
4.000000000000000000e+01,8.799212603989575721e-01
4.100000000000000000e+01,1.045450137179808614e+00
4.200000000000000000e+01,1.119868020073691017e+00
4.300000000000000000e+01,1.139733415760492585e+00
4.400000000000000000e+01,1.076190202157441878e+00
4.500000000000000000e+01,9.837332130568146038e-01
4.600000000000000000e+01,8.714891052867110854e-01
4.700000000000000000e+01,8.836146460860810903e-01
4.800000000000000000e+01,8.799212603989575721e-01
4.900000000000000000e+01,1.045450137179808614e+00
5.000000000000000000e+01,1.119868020073691017e+00
5.100000000000000000e+01,1.139733415760492585e+00
5.200000000000000000e+01,1.076190202157441878e+00
5.300000000000000000e+01,9.837332130568146038e-01
5.400000000000000000e+01,8.714891052867110854e-01
5.500000000000000000e+01,8.836146460860810903e-01
5.600000000000000000e+01,8.799212603989575721e-01
5.700000000000000000e+01,1.045450137179808614e+00
5.800000000000000000e+01,1.119868020073691017e+00
5.900000000000000000e+01,1.139733415760492585e+00
6.000000000000000000e+01,1.076190202157441878e+00
6.100000000000000000e+01,9.837332130568146038e-01
6.200000000000000000e+01,8.714891052867110854e-01
6.300000000000000000e+01,8.836146460860810903e-01
6.400000000000000000e+01,8.799212603989575721e-01
6.500000000000000000e+01,1.045450137179808614e+00
6.600000000000000000e+01,1.119868020073691017e+00
6.700000000000000000e+01,1.139733415760492585e+00
6.800000000000000000e+01,1.076190202157441878e+00
6.900000000000000000e+01,9.837332130568146038e-01
7.000000000000000000e+01,8.714891052867110854e-01
7.100000000000000000e+01,8.836146460860810903e-01
7.200000000000000000e+01,8.799212603989575721e-01
7.300000000000000000e+01,1.045450137179808614e+00
7.400000000000000000e+01,1.119868020073691017e+00
7.500000000000000000e+01,1.139733415760492585e+00
7.600000000000000000e+01,1.076190202157441878e+00
7.700000000000000000e+01,9.837332130568146038e-01
7.800000000000000000e+01,8.714891052867110854e-01
7.900000000000000000e+01,8.836146460860810903e-01
