r,C_d
0.000000000000000000e+00,5.418812716855730294e+00
1.000000000000000000e+00,2.691547292567532779e+00
2.000000000000000000e+00,2.817947984620685187e+00
3.000000000000000000e+00,2.906098188405990879e+00
4.000000000000000000e+00,2.874134758023913605e+00
5.000000000000000000e+00,2.855567462207599938e+00
6.000000000000000000e+00,2.833436656130894793e+00
7.000000000000000000e+00,2.816948009654989260e+00
8.000000000000000000e+00,2.801948929863342652e+00
9.000000000000000000e+00,2.788261141747518934e+00
1.000000000000000000e+01,2.775882679372294159e+00
1.100000000000000000e+01,2.764596459869866685e+00
1.200000000000000000e+01,2.754227879331220485e+00
1.300000000000000000e+01,2.744642896220106820e+00
1.400000000000000000e+01,2.735746429869316820e+00
1.500000000000000000e+01,2.727450283994471647e+00
1.600000000000000000e+01,2.719684859795191922e+00
1.700000000000000000e+01,2.712384899972829277e+00
1.800000000000000000e+01,2.705509119907681725e+00
1.900000000000000000e+01,2.699013348289267977e+00
2.000000000000000000e+01,2.692852875698326987e+00
2.100000000000000000e+01,2.686991532989248643e+00
2.200000000000000000e+01,2.681409169924907410e+00
2.300000000000000000e+01,2.676078695898457482e+00
2.400000000000000000e+01,2.670979675576535595e+00
2.500000000000000000e+01,2.666088010797162955e+00
2.600000000000000000e+01,2.661397542042760023e+00
2.700000000000000000e+01,2.656893341696728861e+00
2.800000000000000000e+01,2.652555734796380182e+00
2.900000000000000000e+01,2.648369272553732223e+00
3.000000000000000000e+01,2.644331317311531926e+00
3.100000000000000000e+01,2.640430437054088753e+00
3.200000000000000000e+01,2.636657545529922597e+00
3.300000000000000000e+01,2.632999136365742565e+00
3.400000000000000000e+01,2.629458260377231404e+00
3.500000000000000000e+01,2.626028087218809759e+00
3.600000000000000000e+01,2.622696320176439055e+00
3.700000000000000000e+01,2.619453757607151267e+00
3.800000000000000000e+01,2.616302958284020264e+00
3.900000000000000000e+01,2.613237775993246359e+00
4.000000000000000000e+01,2.610252880908174866e+00
4.100000000000000000e+01,2.607338637876520426e+00
4.200000000000000000e+01,2.604501443970811625e+00
4.300000000000000000e+01,2.601737501991649548e+00
