r,C_nn
0.000000000000000000e+00,7.743458903558453343e-01
1.000000000000000000e+00,-3.325037535413901679e-01
2.000000000000000000e+00,-2.515083908675652680e-02
3.000000000000000000e+00,-2.359693333393764192e-02
4.000000000000000000e+00,-3.544800186859653479e-03
5.000000000000000000e+00,-2.105270675570203309e-03
6.000000000000000000e+00,8.176064466169918887e-05
7.000000000000000000e+00,-1.870586860741596524e-04
8.000000000000000000e+00,-5.570003389276934058e-05
9.000000000000000000e+00,-7.559380864119447097e-05
1.000000000000000000e+01,-2.112332996873078628e-05
1.100000000000000000e+01,8.055754881830523573e-06
1.200000000000000000e+01,2.633552705599839783e-05
1.300000000000000000e+01,2.924441321550119710e-05
1.400000000000000000e+01,3.334043513358864175e-05
1.500000000000000000e+01,2.713337489979039674e-05
1.600000000000000000e+01,1.718237549130918751e-05
1.700000000000000000e+01,2.406685773337358114e-06
1.800000000000000000e+01,-9.640275000499798352e-06
1.900000000000000000e+01,-1.757177287231570517e-05
2.000000000000000000e+01,-2.152197782656628533e-05
2.100000000000000000e+01,-1.982976757819443492e-05
2.200000000000000000e+01,-1.492675220404748870e-05
2.300000000000000000e+01,-4.640174226189230922e-06
2.400000000000000000e+01,4.942010569664034847e-06
2.500000000000000000e+01,1.294273340768370417e-05
2.600000000000000000e+01,1.763469956816976492e-05
2.700000000000000000e+01,1.977688005627697976e-05
2.800000000000000000e+01,1.596236786927107687e-05
2.900000000000000000e+01,8.672907516604766442e-06
3.000000000000000000e+01,1.705871852664131438e-07
3.100000000000000000e+01,-8.623125996365388346e-06
3.200000000000000000e+01,-1.541885509404039567e-05
3.300000000000000000e+01,-1.643032224230012162e-05
3.400000000000000000e+01,-1.375277638526739565e-05
3.500000000000000000e+01,-1.030419126646364703e-05
3.600000000000000000e+01,-2.527462014789705336e-06
3.700000000000000000e+01,5.350768679690531826e-06
3.800000000000000000e+01,1.321652074537382759e-05
3.900000000000000000e+01,1.762138081851105653e-05
4.000000000000000000e+01,1.942492486595170931e-05
4.100000000000000000e+01,1.462286569342552411e-05
4.200000000000000000e+01,6.843406953116470959e-06
4.300000000000000000e+01,5.438023187309681816e-07
4.400000000000000000e+01,-7.529573681885892711e-06
4.500000000000000000e+01,-1.327683842955451610e-05
4.600000000000000000e+01,-1.793242653835847022e-05
4.700000000000000000e+01,-1.761053344839780266e-05
4.800000000000000000e+01,-1.502383388185535296e-05
4.900000000000000000e+01,-7.595446261277061240e-06
5.000000000000000000e+01,1.057252498881666725e-06
5.100000000000000000e+01,7.393969723601401256e-06
5.200000000000000000e+01,1.280892201815930775e-05
5.300000000000000000e+01,1.482894567850223666e-05
5.400000000000000000e+01,1.548383624339066955e-05
5.500000000000000000e+01,1.177147295106095726e-05
5.600000000000000000e+01,6.786446343554075611e-06
5.700000000000000000e+01,3.296030115507164737e-10
5.800000000000000000e+01,-6.413011564454507152e-06
5.900000000000000000e+01,-1.049959333876415712e-05
6.000000000000000000e+01,-1.205278947313814797e-05
6.100000000000000000e+01,-1.065152269408287111e-05
6.200000000000000000e+01,-8.092525835223796093e-06
6.300000000000000000e+01,-3.151331246620259208e-06
6.400000000000000000e+01,1.850618622789568235e-06
6.500000000000000000e+01,5.794605042908074211e-06
6.600000000000000000e+01,8.234841993193242615e-06
6.700000000000000000e+01,9.258565965453158242e-06
6.800000000000000000e+01,7.392918496051947841e-06
6.900000000000000000e+01,3.906343777337895062e-06
7.000000000000000000e+01,-1.431106966265360825e-07
7.100000000000000000e+01,-4.269708430371110808e-06
7.200000000000000000e+01,-7.546965515636827604e-06
7.300000000000000000e+01,-8.000153052023506461e-06
7.400000000000000000e+01,-6.670821064425069835e-06
7.500000000000000000e+01,-5.038339462970498062e-06
7.600000000000000000e+01,-1.283493631376586563e-06
7.700000000000000000e+01,2.519023422742350249e-06
7.800000000000000000e+01,6.266616412453629437e-06
7.900000000000000000e+01,8.348170783101238612e-06
8.000000000000000000e+01,9.193329256085291945e-06
8.100000000000000000e+01,6.892453728646330546e-06
8.200000000000000000e+01,3.202286460890491071e-06
8.300000000000000000e+01,1.758491334769018977e-07
8.400000000000000000e+01,-3.674303646228338494e-06
8.500000000000000000e+01,-6.393684275352029545e-06
8.600000000000000000e+01,-8.606378632869393641e-06
8.700000000000000000e+01,-8.439326682818659719e-06
8.800000000000000000e+01,-7.182885007672723532e-06
8.900000000000000000e+01,-3.636133168782862413e-06
9.000000000000000000e+01,5.101243418792478224e-07
9.100000000000000000e+01,3.523399821681039157e-06
9.200000000000000000e+01,6.099257644720523786e-06
9.300000000000000000e+01,7.057873218307975094e-06
9.400000000000000000e+01,7.357186565748463636e-06
9.500000000000000000e+01,5.576172377175225847e-06
9.600000000000000000e+01,3.193317662741890217e-06
9.700000000000000000e+01,-4.164220701596832441e-08
9.800000000000000000e+01,-3.086038140587277212e-06
9.900000000000000000e+01,-5.033750536398429176e-06
1.000000000000000000e+02,-5.762645273854616335e-06
1.010000000000000000e+02,-5.079736817847901875e-06
1.020000000000000000e+02,-3.850574627151104323e-06
1.030000000000000000e+02,-1.490554637051388909e-06
1.040000000000000000e+02,8.972898353221125944e-07
1.050000000000000000e+02,2.770890313641416469e-06
1.060000000000000000e+02,3.928949600329190162e-06
1.070000000000000000e+02,4.405947279906285985e-06
1.080000000000000000e+02,3.506157268517995362e-06
