r,C_j
0.000000000000000000e+00,8.342017676823635952e+01
1.000000000000000000e+00,-3.999517816900650047e+01
2.000000000000000000e+00,1.265389387692231082e+00
3.000000000000000000e+00,1.149822074876775346e+00
4.000000000000000000e+00,-1.565751519766447331e-01
5.000000000000000000e+00,5.404833486657523167e-02
6.000000000000000000e+00,-3.936952947904615030e-02
7.000000000000000000e+00,5.493302781138353907e-03
8.000000000000000000e+00,4.295602992852920465e-03
9.000000000000000000e+00,1.422512540163012318e-03
1.000000000000000000e+01,6.185509197251803926e-04
1.100000000000000000e+01,1.322882989818197075e-05
1.200000000000000000e+01,-2.837741513719294062e-04
1.300000000000000000e+01,-3.923076408316461539e-04
1.400000000000000000e+01,-3.886095594811678211e-04
1.500000000000000000e+01,-3.345192296606569471e-04
1.600000000000000000e+01,-2.663729972045558725e-04
1.700000000000000000e+01,-2.006175524815745348e-04
1.800000000000000000e+01,-1.469181151669829433e-04
1.900000000000000000e+01,-1.011144688121135005e-04
2.000000000000000000e+01,-6.758674888551752247e-05
2.100000000000000000e+01,-4.156269081789787379e-05
2.200000000000000000e+01,-2.221776771094141623e-05
2.300000000000000000e+01,-7.918503902359930180e-06
2.400000000000000000e+01,2.441355944071688100e-06
2.500000000000000000e+01,1.008309987504674154e-05
2.600000000000000000e+01,1.546557836462625346e-05
2.700000000000000000e+01,1.945618469889609514e-05
2.800000000000000000e+01,2.214173315451262170e-05
2.900000000000000000e+01,2.406942394195255019e-05
3.000000000000000000e+01,2.533816727101623201e-05
3.100000000000000000e+01,2.615234107317121470e-05
3.200000000000000000e+01,2.662216429527575201e-05
3.300000000000000000e+01,2.684369018801646689e-05
3.400000000000000000e+01,2.689245431142239795e-05
3.500000000000000000e+01,2.680089696127652132e-05
3.600000000000000000e+01,2.663176844208692273e-05
3.700000000000000000e+01,2.639193773923409481e-05
3.800000000000000000e+01,2.610051306461969034e-05
3.900000000000000000e+01,2.577733999409304033e-05
4.000000000000000000e+01,2.542586541309788117e-05
4.100000000000000000e+01,2.505076275483020254e-05
4.200000000000000000e+01,2.468849016956653486e-05
4.300000000000000000e+01,2.429637286383012906e-05
4.400000000000000000e+01,2.393031357428299088e-05
4.500000000000000000e+01,2.355521176156116780e-05
4.600000000000000000e+01,2.318409697998902175e-05
4.700000000000000000e+01,2.281391190450676731e-05
4.800000000000000000e+01,2.244308471865963384e-05
4.900000000000000000e+01,2.207173845647503185e-05
