r,C_n
0.000000000000000000e+00,1.230669122460572851e+01
1.000000000000000000e+00,-1.292218973016744599e+00
2.000000000000000000e+00,2.055168515890812841e-01
3.000000000000000000e+00,1.285955388610204864e-03
4.000000000000000000e+00,4.244814481849346066e-02
5.000000000000000000e+00,-4.187930666262218438e-03
6.000000000000000000e+00,6.868876181826522043e-03
7.000000000000000000e+00,-1.671713529148632915e-03
8.000000000000000000e+00,2.259094097453839822e-03
9.000000000000000000e+00,-6.836488393702211397e-04
1.000000000000000000e+01,4.501433017765066325e-04
1.100000000000000000e+01,1.718724115846725908e-03
1.200000000000000000e+01,-1.331181407806525385e-03
1.300000000000000000e+01,1.575833846757745960e-03
1.400000000000000000e+01,4.037426623142437165e-04
1.500000000000000000e+01,-2.312692333248378418e-04
1.600000000000000000e+01,1.507516399229302806e-03
1.700000000000000000e+01,-3.937917596914530804e-04
1.800000000000000000e+01,4.006531953564262949e-04
1.900000000000000000e+01,8.189822494131249186e-04
2.000000000000000000e+01,-5.805401320770897655e-04
2.100000000000000000e+01,7.833034050150899930e-04
2.200000000000000000e+01,1.462940819436653328e-04
2.300000000000000000e+01,-5.541824106103376835e-05
2.400000000000000000e+01,6.775815152906261574e-04
2.500000000000000000e+01,-1.670865131870868936e-04
2.600000000000000000e+01,2.079104771866013834e-04
2.700000000000000000e+01,3.223947567505547340e-04
2.800000000000000000e+01,-2.238699966312651668e-04
2.900000000000000000e+01,3.223258624700520159e-04
3.000000000000000000e+01,3.934196871568929055e-05
3.100000000000000000e+01,-6.821179511007358087e-06
3.200000000000000000e+01,2.619831936669925199e-04
3.300000000000000000e+01,-6.490386181212670635e-05
3.400000000000000000e+01,9.012486930259910878e-05
3.500000000000000000e+01,1.091332550231527421e-04
3.600000000000000000e+01,-7.603680289491876465e-05
3.700000000000000000e+01,1.162680702435636704e-04
3.800000000000000000e+01,5.776423620318382746e-06
3.900000000000000000e+01,3.629105052027625788e-06
4.000000000000000000e+01,8.860099825369616156e-05
4.100000000000000000e+01,-2.247968373580988555e-05
4.200000000000000000e+01,3.443508875022871507e-05
4.300000000000000000e+01,3.060480487704353436e-05
4.400000000000000000e+01,-2.159958381753313006e-05
4.500000000000000000e+01,3.614203468771393091e-05
4.600000000000000000e+01,-1.818377540985238738e-06
4.700000000000000000e+01,3.812595736008006497e-06
4.800000000000000000e+01,2.505303901045863313e-05
4.900000000000000000e+01,-6.620995847583799332e-06
5.000000000000000000e+01,1.153676308263129613e-05
5.100000000000000000e+01,5.795538839947766974e-06
5.200000000000000000e+01,-4.220879404215338582e-06
5.300000000000000000e+01,8.802797651696891990e-06
5.400000000000000000e+01,-2.184430144325233414e-06
5.500000000000000000e+01,2.269068929194872908e-06
5.600000000000000000e+01,4.888029195626586443e-06
5.700000000000000000e+01,-1.424436220531788422e-06
5.800000000000000000e+01,3.212330611290781235e-06
5.900000000000000000e+01,-3.925664060488998075e-07
6.000000000000000000e+01,1.985800963666406460e-07
6.100000000000000000e+01,9.639017264362337301e-07
6.200000000000000000e+01,-1.300629833167477045e-06
6.300000000000000000e+01,1.085247063770111708e-06
6.400000000000000000e+01,-2.135793693014420569e-07
6.500000000000000000e+01,-3.406925941362715093e-08
6.600000000000000000e+01,5.980781025982651045e-07
6.700000000000000000e+01,-1.151413670186229865e-06
6.800000000000000000e+01,7.825782688541949028e-07
6.900000000000000000e+01,-6.205957419069818570e-07
7.000000000000000000e+01,-6.084901116309993085e-07
7.100000000000000000e+01,4.486673930159668089e-07
7.200000000000000000e+01,-8.862355826977363904e-07
7.300000000000000000e+01,1.909942142219733796e-07
7.400000000000000000e+01,-4.891224136827077018e-08
7.500000000000000000e+01,-7.723831316752693965e-07
7.600000000000000000e+01,5.379234266911225859e-07
7.700000000000000000e+01,-5.925615766955161234e-07
7.800000000000000000e+01,-2.426311027647898300e-07
7.900000000000000000e+01,1.626068097948518698e-07
8.000000000000000000e+01,-6.080216792270221049e-07
8.100000000000000000e+01,1.439197490071819630e-07
8.200000000000000000e+01,-1.251021330972434953e-07
8.300000000000000000e+01,-3.846878087188088102e-07
8.400000000000000000e+01,2.718171145943415468e-07
8.500000000000000000e+01,-3.347268915376844234e-07
8.600000000000000000e+01,-8.310900057040271349e-08
8.700000000000000000e+01,5.043244755142950453e-08
8.800000000000000000e+01,-3.059910227420914453e-07
8.900000000000000000e+01,7.556442938039253931e-08
9.000000000000000000e+01,-8.306051313411444426e-08
9.100000000000000000e+01,-1.615661489040576271e-07
9.200000000000000000e+01,1.157001889851017040e-07
