r,C_sp
0.000000000000000000e+00,1.999999845869105508e+00
1.000000000000000000e+00,-1.318043004835376619e+00
2.000000000000000000e+00,5.417157850503204752e-01
3.000000000000000000e+00,-1.521144907169051097e-01
4.000000000000000000e+00,2.862706534674787015e-02
5.000000000000000000e+00,-3.552002387310810878e-03
6.000000000000000000e+00,2.804874703052631039e-04
7.000000000000000000e+00,-1.748836392845461841e-05
8.000000000000000000e+00,6.216973556147601571e-06
9.000000000000000000e+00,-1.428619145376117422e-06
1.000000000000000000e+01,-4.646674343835794212e-06
1.100000000000000000e+01,3.922423844400809653e-06
1.200000000000000000e+01,8.550003153260471723e-07
1.300000000000000000e+01,-4.067307566323206307e-06
1.400000000000000000e+01,3.270616847697902518e-06
1.500000000000000000e+01,6.559783103729313870e-07
1.600000000000000000e+01,-4.117787195153178303e-06
1.700000000000000000e+01,4.647531601832939739e-06
1.800000000000000000e+01,-3.134077710631016274e-06
1.900000000000000000e+01,1.490425731787776016e-06
2.000000000000000000e+01,-5.366560655124828411e-07
2.100000000000000000e+01,1.529345040092623979e-07
2.200000000000000000e+01,-3.582216110682700431e-08
2.300000000000000000e+01,7.255878596945636353e-09
2.400000000000000000e+01,-1.437822967856580542e-09
2.500000000000000000e+01,3.014712313123992212e-10
2.600000000000000000e+01,-7.684677807852587386e-12
2.700000000000000000e+01,-6.916881165375091121e-11
2.800000000000000000e+01,7.479736062127350634e-11
2.900000000000000000e+01,-5.779121561259663482e-11
3.000000000000000000e+01,3.217022560592359367e-11
3.100000000000000000e+01,-1.573595063892824140e-11
3.200000000000000000e+01,1.446292229346111267e-11
3.300000000000000000e+01,-1.749105556137508996e-11
3.400000000000000000e+01,1.590314858874860181e-11
3.500000000000000000e+01,-1.051901537984638568e-11
3.600000000000000000e+01,5.354102868435445807e-12
3.700000000000000000e+01,-2.204643857042053496e-12
3.800000000000000000e+01,7.628626167561851772e-13
3.900000000000000000e+01,-2.290739944405211620e-13
4.000000000000000000e+01,6.287023511492161315e-14
4.100000000000000000e+01,-1.728416556873094308e-14
4.200000000000000000e+01,5.028679191463927487e-15
4.300000000000000000e+01,-1.403736038934535206e-15
4.400000000000000000e+01,1.792721576961944731e-16
4.500000000000000000e+01,2.806056480167005233e-16
4.600000000000000000e+01,-3.923508749254736436e-16
4.700000000000000000e+01,3.172164135886585292e-16
4.800000000000000000e+01,-2.038786419129476309e-16
4.900000000000000000e+01,1.297026911895682512e-16
5.000000000000000000e+01,-8.977008979083721483e-17
5.100000000000000000e+01,6.088041727814114260e-17
5.200000000000000000e+01,-3.645856920250349328e-17
5.300000000000000000e+01,1.872596185003330220e-17
5.400000000000000000e+01,-8.313198322130243628e-18
5.500000000000000000e+01,3.242053035366698301e-18
5.600000000000000000e+01,-1.138062611753543863e-18
5.700000000000000000e+01,3.742124321128736400e-19
5.800000000000000000e+01,-1.205598885101777757e-19
5.900000000000000000e+01,3.856750363180432580e-20
6.000000000000000000e+01,-1.142633788949080479e-20
6.100000000000000000e+01,2.069308554120973708e-21
6.200000000000000000e+01,1.187075421009834667e-21
6.300000000000000000e+01,-1.980521622359255714e-21
6.400000000000000000e+01,1.715109489084861501e-21
6.500000000000000000e+01,-1.179954821257829046e-21
6.600000000000000000e+01,7.385078537607525625e-22
6.700000000000000000e+01,-4.457496606647617597e-22
6.800000000000000000e+01,2.590051989699077796e-22
6.900000000000000000e+01,-1.409946315401939949e-22
7.000000000000000000e+01,7.047027207022673611e-23
7.100000000000000000e+01,-3.204049714109644399e-23
7.200000000000000000e+01,1.327599152304011771e-23
7.300000000000000000e+01,-5.082844605575769533e-24
7.400000000000000000e+01,1.838858883913958459e-24
7.500000000000000000e+01,-6.387023174897423839e-25
7.600000000000000000e+01,2.095150159647604818e-25
7.700000000000000000e+01,-5.944913206286130649e-26
7.800000000000000000e+01,8.746917418404315118e-27
7.900000000000000000e+01,6.788111066064546279e-27
8.000000000000000000e+01,-9.699040775747420408e-27
8.100000000000000000e+01,8.215911724862785597e-27
8.200000000000000000e+01,-5.725881717202157984e-27
8.300000000000000000e+01,3.563157759296674514e-27
8.400000000000000000e+01,-2.058298916578392761e-27
8.500000000000000000e+01,1.121407660027503227e-27
8.600000000000000000e+01,-5.779251327143518870e-28
8.700000000000000000e+01,2.804634556032130043e-28
8.800000000000000000e+01,-1.276674770048243337e-28
8.900000000000000000e+01,5.453537630760171951e-29
9.000000000000000000e+01,-2.196962800870610483e-29
9.100000000000000000e+01,8.393397925218150431e-30
9.200000000000000000e+01,-3.028385949334058559e-30
9.300000000000000000e+01,1.001035896415228582e-30
9.400000000000000000e+01,-2.717907858157379730e-31
9.500000000000000000e+01,2.948417198244839013e-32
9.600000000000000000e+01,3.862165758900659569e-32
9.700000000000000000e+01,-4.779172959910310193e-32
9.800000000000000000e+01,3.885654901298048326e-32
9.900000000000000000e+01,-2.653597810956329391e-32
1.000000000000000000e+02,1.622160005705674978e-32
1.010000000000000000e+02,-9.134039270133493358e-33
1.020000000000000000e+02,4.818608146690579795e-33
1.030000000000000000e+02,-2.404217249655804865e-33
1.040000000000000000e+02,1.142839752820272066e-33
1.050000000000000000e+02,-5.198925451985840230e-34
1.060000000000000000e+02,2.262296943011208009e-34
1.070000000000000000e+02,-9.381187846967631212e-35
1.080000000000000000e+02,3.689246369725694531e-35
1.090000000000000000e+02,-1.359880280452145676e-35
1.100000000000000000e+02,4.522288441512394953e-36
1.110000000000000000e+02,-1.196299699788497151e-36
1.120000000000000000e+02,9.031852579853213981e-38
1.130000000000000000e+02,2.084868514709947190e-37
1.140000000000000000e+02,-2.351258468918099095e-37
1.150000000000000000e+02,1.826332364848403091e-37
1.160000000000000000e+02,-1.208583357286386684e-37
1.170000000000000000e+02,7.202881726898539466e-38
1.180000000000000000e+02,-3.962988678262033870e-38
1.190000000000000000e+02,2.042594905584335357e-38
1.200000000000000000e+02,-1.000954389386013317e-38
1.210000000000000000e+02,4.726017139056809532e-39
1.220000000000000000e+02,-2.159585847210560676e-39
1.230000000000000000e+02,9.502308273555991646e-40
1.240000000000000000e+02,-3.997999373266493739e-40
1.250000000000000000e+02,1.597086269748328790e-40
1.260000000000000000e+02,-5.958653659408059801e-41
1.270000000000000000e+02,1.985109319494419380e-41
1.280000000000000000e+02,-5.088966993162139399e-42
1.290000000000000000e+02,1.647266383600201045e-43
1.300000000000000000e+02,1.110927620469589961e-42
1.310000000000000000e+02,-1.145381805654381972e-42
1.320000000000000000e+02,8.496473096524360744e-43
1.330000000000000000e+02,-5.425211774500850904e-43
1.340000000000000000e+02,3.141206490499026996e-43
1.350000000000000000e+02,-1.687146607825878118e-43
1.360000000000000000e+02,8.564360046953674109e-44
1.370000000000000000e+02,-4.181727586062993490e-44
1.380000000000000000e+02,1.982468676646195011e-44
1.390000000000000000e+02,-9.107435541538717071e-45
1.400000000000000000e+02,4.031224769543960082e-45
1.410000000000000000e+02,-1.709773416168993452e-45
1.420000000000000000e+02,6.885530019510191168e-46
1.430000000000000000e+02,-2.577043855030123179e-46
1.440000000000000000e+02,8.499819354669301390e-47
1.450000000000000000e+02,-2.052984598213279176e-47
1.460000000000000000e+02,-7.494017231319363879e-49
1.470000000000000000e+02,5.811346388946957153e-48
1.480000000000000000e+02,-5.487690802737303241e-48
1.490000000000000000e+02,3.881574855868953211e-48
1.500000000000000000e+02,-2.390112162721776669e-48
1.510000000000000000e+02,1.343986386392359716e-48
1.520000000000000000e+02,-7.095264075484350548e-49
1.530000000000000000e+02,3.592471170138047241e-49
1.540000000000000000e+02,-1.764882200226822160e-49
1.550000000000000000e+02,8.413845549758471117e-50
1.560000000000000000e+02,-3.879050343263593187e-50
1.570000000000000000e+02,1.723252442908303028e-50
1.580000000000000000e+02,-7.334284951462265325e-51
1.590000000000000000e+02,2.953307158051645059e-51
1.600000000000000000e+02,-1.097283874620277986e-51
1.610000000000000000e+02,3.531522451134590450e-52
1.620000000000000000e+02,-7.712058508795646576e-53
1.630000000000000000e+02,-1.111379861994593118e-53
1.640000000000000000e+02,2.952036465623775573e-53
1.650000000000000000e+02,-2.559486890027023655e-53
1.660000000000000000e+02,1.728556390324668752e-53
1.670000000000000000e+02,-1.029004046175486071e-53
1.680000000000000000e+02,5.675369250130291385e-54
1.690000000000000000e+02,-2.987522813894075360e-54
1.700000000000000000e+02,1.523029689506575483e-54
1.710000000000000000e+02,-7.528605286393918032e-55
1.720000000000000000e+02,3.601033577519369075e-55
1.730000000000000000e+02,-1.663234533938149240e-55
1.740000000000000000e+02,7.391806286881040553e-56
1.750000000000000000e+02,-3.135497873271377148e-56
1.760000000000000000e+02,1.252740644588574709e-56
1.770000000000000000e+02,-4.585587781642236313e-57
