r,C_nn
0.000000000000000000e+00,2.839623131509849685e-01
1.000000000000000000e+00,-1.704366660554721413e-01
2.000000000000000000e+00,2.033430691977855531e-02
3.000000000000000000e+00,6.251970372476378657e-03
4.000000000000000000e+00,1.589687143934703784e-03
5.000000000000000000e+00,2.516417891484934444e-04
6.000000000000000000e+00,2.542604004318604893e-05
7.000000000000000000e+00,8.132109261538289502e-07
8.000000000000000000e+00,4.444190375707535168e-07
9.000000000000000000e+00,5.793766124639887494e-07
1.000000000000000000e+01,3.550473151037181196e-07
1.100000000000000000e+01,1.655467798400422907e-07
1.200000000000000000e+01,6.956020826009989833e-08
1.300000000000000000e+01,2.865100956483956907e-08
1.400000000000000000e+01,1.203664368176760036e-08
1.500000000000000000e+01,5.200848640640742815e-09
1.600000000000000000e+01,2.295064582824579702e-09
1.700000000000000000e+01,1.025411755506411282e-09
1.800000000000000000e+01,4.614735260588531673e-10
1.900000000000000000e+01,2.087503503389598336e-10
2.000000000000000000e+01,9.483969165557937231e-11
2.100000000000000000e+01,4.324807179045819794e-11
2.200000000000000000e+01,1.978595065565968980e-11
2.300000000000000000e+01,9.078959806174680125e-12
2.400000000000000000e+01,4.178879464689089218e-12
2.500000000000000000e+01,1.922906278650771128e-12
2.600000000000000000e+01,8.828493491819244809e-13
2.700000000000000000e+01,4.098943406916077947e-13
2.800000000000000000e+01,1.931788062847772380e-13
2.900000000000000000e+01,8.704148513061227277e-14
3.000000000000000000e+01,3.463895836830488406e-14
3.100000000000000000e+01,1.731947918415244203e-14
3.200000000000000000e+01,1.065814103640150279e-14
3.300000000000000000e+01,1.776356839400250465e-15
3.400000000000000000e+01,-4.440892098500626162e-15
3.500000000000000000e+01,-8.881784197001252323e-16
3.600000000000000000e+01,1.332267629550187849e-15
3.700000000000000000e+01,-3.552713678800500929e-15
3.800000000000000000e+01,-8.881784197001252323e-15
3.900000000000000000e+01,-4.440892098500626162e-15
4.000000000000000000e+01,-1.332267629550187849e-15
4.100000000000000000e+01,-5.329070518200751394e-15
4.200000000000000000e+01,-1.065814103640150279e-14
4.300000000000000000e+01,-6.217248937900876626e-15
4.400000000000000000e+01,-3.108624468950438313e-15
4.500000000000000000e+01,-7.105427357601001859e-15
4.600000000000000000e+01,-1.199040866595169064e-14
4.700000000000000000e+01,-7.105427357601001859e-15
4.800000000000000000e+01,-3.552713678800500929e-15
4.900000000000000000e+01,-7.105427357601001859e-15
5.000000000000000000e+01,-1.199040866595169064e-14
5.100000000000000000e+01,-7.993605777301127091e-15
5.200000000000000000e+01,-3.996802888650563546e-15
5.300000000000000000e+01,-7.993605777301127091e-15
5.400000000000000000e+01,-1.243449787580175325e-14
5.500000000000000000e+01,-7.993605777301127091e-15
5.600000000000000000e+01,-4.440892098500626162e-15
5.700000000000000000e+01,-7.993605777301127091e-15
5.800000000000000000e+01,-1.332267629550187849e-14
5.900000000000000000e+01,-8.437694987151189707e-15
6.000000000000000000e+01,-5.329070518200751394e-15
6.100000000000000000e+01,-9.769962616701377556e-15
6.200000000000000000e+01,-1.421085471520200372e-14
6.300000000000000000e+01,-9.769962616701377556e-15
6.400000000000000000e+01,-7.105427357601001859e-15
6.500000000000000000e+01,-1.154631945610162802e-14
6.600000000000000000e+01,-1.554312234475219157e-14
6.700000000000000000e+01,-1.110223024625156540e-14
6.800000000000000000e+01,-8.881784197001252323e-15
6.900000000000000000e+01,-1.243449787580175325e-14
7.000000000000000000e+01,-1.643130076445231680e-14
7.100000000000000000e+01,-1.199040866595169064e-14
7.200000000000000000e+01,-9.769962616701377556e-15
7.300000000000000000e+01,-1.332267629550187849e-14
7.400000000000000000e+01,-1.776356839400250465e-14
7.500000000000000000e+01,-1.421085471520200372e-14
7.600000000000000000e+01,-1.154631945610162802e-14
7.700000000000000000e+01,-1.421085471520200372e-14
7.800000000000000000e+01,-1.953992523340275511e-14
7.900000000000000000e+01,-1.554312234475219157e-14
8.000000000000000000e+01,-1.287858708565181587e-14
8.100000000000000000e+01,-1.598721155460225418e-14
8.200000000000000000e+01,-2.087219286295294296e-14
