r,C_nn
0.000000000000000000e+00,3.482805549567951076e-01
1.000000000000000000e+00,-1.907103074427936029e-01
2.000000000000000000e+00,9.456880474673745596e-03
3.000000000000000000e+00,1.614780633478751781e-03
4.000000000000000000e+00,3.054309572054769717e-03
5.000000000000000000e+00,1.187206727244927151e-03
6.000000000000000000e+00,7.341029611183103043e-04
7.000000000000000000e+00,2.963232340933430464e-04
8.000000000000000000e+00,1.239734813252013623e-04
9.000000000000000000e+00,5.288874485742667275e-05
1.000000000000000000e+01,2.365453748964796432e-05
1.100000000000000000e+01,1.120877716598300822e-05
1.200000000000000000e+01,5.747877249717703307e-06
1.300000000000000000e+01,3.207262488480466800e-06
1.400000000000000000e+01,1.931240845465254097e-06
1.500000000000000000e+01,1.228730726943183527e-06
1.600000000000000000e+01,8.100981547798369320e-07
1.700000000000000000e+01,5.456133767012261160e-07
1.800000000000000000e+01,3.722099899405861834e-07
1.900000000000000000e+01,2.560459817502191981e-07
2.000000000000000000e+01,1.772644173669846168e-07
2.100000000000000000e+01,1.234242752445879887e-07
2.200000000000000000e+01,8.641548099319606990e-08
2.300000000000000000e+01,6.084042869503036854e-08
2.400000000000000000e+01,4.307091927557848976e-08
2.500000000000000000e+01,3.065544706970513289e-08
2.600000000000000000e+01,2.193121417803922668e-08
2.700000000000000000e+01,1.576603736452852900e-08
2.800000000000000000e+01,1.138514704734916450e-08
2.900000000000000000e+01,8.255757855124556954e-09
3.000000000000000000e+01,6.009384989624777518e-09
3.100000000000000000e+01,4.389494989709419315e-09
3.200000000000000000e+01,3.216423571927862213e-09
3.300000000000000000e+01,2.363624851398071769e-09
3.400000000000000000e+01,1.741458532933393144e-09
3.500000000000000000e+01,1.286096562580496538e-09
3.600000000000000000e+01,9.518332788616135076e-10
3.700000000000000000e+01,7.058016393557409174e-10
3.800000000000000000e+01,5.242801748295278230e-10
3.900000000000000000e+01,3.900639811149630987e-10
4.000000000000000000e+01,2.906208607100779773e-10
4.100000000000000000e+01,2.168087931408990698e-10
4.200000000000000000e+01,1.619309131228874321e-10
4.300000000000000000e+01,1.210747058166816714e-10
4.400000000000000000e+01,9.061817962674467708e-11
4.500000000000000000e+01,6.788347661768057151e-11
4.600000000000000000e+01,5.089262344881717581e-11
4.700000000000000000e+01,3.818811933342658449e-11
4.800000000000000000e+01,2.867128756633974263e-11
4.900000000000000000e+01,2.154187939140683739e-11
5.000000000000000000e+01,1.619149259113328299e-11
5.100000000000000000e+01,1.217781431250841706e-11
5.200000000000000000e+01,9.171330361823493149e-12
5.300000000000000000e+01,6.911360372896524495e-12
5.400000000000000000e+01,5.210498699170784676e-12
5.500000000000000000e+01,3.937739023740505218e-12
5.600000000000000000e+01,2.971400903106768965e-12
5.700000000000000000e+01,2.246203223421616713e-12
5.800000000000000000e+01,1.697308960046939319e-12
5.900000000000000000e+01,1.286970530145481462e-12
6.000000000000000000e+01,9.805489753489382565e-13
6.100000000000000000e+01,7.505107646466058213e-13
6.200000000000000000e+01,5.777600620149314636e-13
6.300000000000000000e+01,4.520828156273637433e-13
6.400000000000000000e+01,3.490541189421492163e-13
6.500000000000000000e+01,2.748912208971887594e-13
6.600000000000000000e+01,2.136069099378801184e-13
6.700000000000000000e+01,1.705302565824240446e-13
6.800000000000000000e+01,1.421085471520200372e-13
6.900000000000000000e+01,1.230127111284673447e-13
7.000000000000000000e+01,1.061373211541649653e-13
7.100000000000000000e+01,9.636735853746358771e-14
7.200000000000000000e+01,8.260059303211164661e-14
7.300000000000000000e+01,7.682743330406083260e-14
7.400000000000000000e+01,6.616929226765932981e-14
7.500000000000000000e+01,5.906386491005832795e-14
7.600000000000000000e+01,6.039613253960851580e-14
7.700000000000000000e+01,6.128431095930864103e-14
7.800000000000000000e+01,5.995204332975845318e-14
7.900000000000000000e+01,6.350475700855895411e-14
8.000000000000000000e+01,6.084022174945857842e-14
8.100000000000000000e+01,6.217248937900876626e-14
8.200000000000000000e+01,5.728750807065807749e-14
8.300000000000000000e+01,5.639932965095795225e-14
8.400000000000000000e+01,5.950795411990839057e-14
8.500000000000000000e+01,6.172840016915870365e-14
8.600000000000000000e+01,6.261657858885882888e-14
8.700000000000000000e+01,6.838973831690964289e-14
8.800000000000000000e+01,6.483702463810914196e-14
8.900000000000000000e+01,6.616929226765932981e-14
9.000000000000000000e+01,6.217248937900876626e-14
9.100000000000000000e+01,6.039613253960851580e-14
9.200000000000000000e+01,6.483702463810914196e-14
9.300000000000000000e+01,6.750155989720951766e-14
9.400000000000000000e+01,6.883382752675970551e-14
9.500000000000000000e+01,7.505107646466058213e-14
9.600000000000000000e+01,7.149836278586008120e-14
9.700000000000000000e+01,7.371880883511039428e-14
9.800000000000000000e+01,7.016609515630989335e-14
9.900000000000000000e+01,6.838973831690964289e-14
1.000000000000000000e+02,7.194245199571014382e-14
