r,C_d
0.000000000000000000e+00,7.348046418648880085e+00
1.000000000000000000e+00,3.984045001019851817e+00
2.000000000000000000e+00,4.247487178637121552e+00
3.000000000000000000e+00,4.317189951966401651e+00
4.000000000000000000e+00,4.303987392589902150e+00
5.000000000000000000e+00,4.303608623697417812e+00
6.000000000000000000e+00,4.301370088612348930e+00
7.000000000000000000e+00,4.301925738990121317e+00
8.000000000000000000e+00,4.301984109107168663e+00
9.000000000000000000e+00,4.302259203054028092e+00
1.000000000000000000e+01,4.302362186650303677e+00
1.100000000000000000e+01,4.302542891180052287e+00
1.200000000000000000e+01,4.302932387213152410e+00
1.300000000000000000e+01,4.303221880701188162e+00
1.400000000000000000e+01,4.303520727852960803e+00
1.500000000000000000e+01,4.303988363637468950e+00
1.600000000000000000e+01,4.304340332067869035e+00
1.700000000000000000e+01,4.304648497004555097e+00
1.800000000000000000e+01,4.305112528024310770e+00
1.900000000000000000e+01,4.305463844146503405e+00
2.000000000000000000e+01,4.305748645095891725e+00
2.100000000000000000e+01,4.306181319523719075e+00
2.200000000000000000e+01,4.306524198697404771e+00
2.300000000000000000e+01,4.306779092361297856e+00
2.400000000000000000e+01,4.307181758429910801e+00
2.500000000000000000e+01,4.307510600399588441e+00
2.600000000000000000e+01,4.307738999926866263e+00
2.700000000000000000e+01,4.308103302333528006e+00
2.800000000000000000e+01,4.308419624450500862e+00
2.900000000000000000e+01,4.308620758247055704e+00
3.000000000000000000e+01,4.308953534809373487e+00
3.100000000000000000e+01,4.309257160325742575e+00
3.200000000000000000e+01,4.309441031610223405e+00
3.300000000000000000e+01,4.309740409193470789e+00
3.400000000000000000e+01,4.310033741668203078e+00
3.500000000000000000e+01,4.310195675435163132e+00
3.600000000000000000e+01,4.310464473715462930e+00
3.700000000000000000e+01,4.310743816349914326e+00
3.800000000000000000e+01,4.310892874194688140e+00
3.900000000000000000e+01,4.311131817738663052e+00
4.000000000000000000e+01,4.311403836329256833e+00
4.100000000000000000e+01,4.311539647377810702e+00
4.200000000000000000e+01,4.311752301486421857e+00
4.300000000000000000e+01,4.312008906482259540e+00
4.400000000000000000e+01,4.312135357916295320e+00
4.500000000000000000e+01,4.312319456725881572e+00
4.600000000000000000e+01,4.312566471063250972e+00
4.700000000000000000e+01,4.312684905540523417e+00
4.800000000000000000e+01,4.312848864436585217e+00
4.900000000000000000e+01,4.313082820337008627e+00
5.000000000000000000e+01,4.313197069339651968e+00
5.100000000000000000e+01,4.313334730583991750e+00
5.200000000000000000e+01,4.313556726793348339e+00
5.300000000000000000e+01,4.313664363915116873e+00
5.400000000000000000e+01,4.313783721343959598e+00
5.500000000000000000e+01,4.313992518333613191e+00
5.600000000000000000e+01,4.314101489887349317e+00
5.700000000000000000e+01,4.314201334196974713e+00
5.800000000000000000e+01,4.314398526024374014e+00
5.900000000000000000e+01,4.314501827429343628e+00
6.000000000000000000e+01,4.314585595806932794e+00
6.100000000000000000e+01,4.314766837404789612e+00
6.200000000000000000e+01,4.314871347454954709e+00
6.300000000000000000e+01,4.314940110969271103e+00
6.400000000000000000e+01,4.315111789768071304e+00
6.500000000000000000e+01,4.315214881178014217e+00
6.600000000000000000e+01,4.315272535718196245e+00
6.700000000000000000e+01,4.315426416152178923e+00
6.800000000000000000e+01,4.315529905735010274e+00
6.900000000000000000e+01,4.315574284644241310e+00
7.000000000000000000e+01,4.315716401085071929e+00
7.100000000000000000e+01,4.315819516218689422e+00
7.200000000000000000e+01,4.315859085700298081e+00
7.300000000000000000e+01,4.315986288157975359e+00
7.400000000000000000e+01,4.316090949113156050e+00
7.500000000000000000e+01,4.316119348756197738e+00
7.600000000000000000e+01,4.316233297642894762e+00
7.700000000000000000e+01,4.316335242972327180e+00
7.800000000000000000e+01,4.316360212317965406e+00
7.900000000000000000e+01,4.316460253346194875e+00
8.000000000000000000e+01,4.316565813302359444e+00
8.100000000000000000e+01,4.316585666296041346e+00
8.200000000000000000e+01,4.316674157744102125e+00
8.300000000000000000e+01,4.316774805250939373e+00
8.400000000000000000e+01,4.316792422177521793e+00
8.500000000000000000e+01,4.316865797099594282e+00
8.600000000000000000e+01,4.316967147260069027e+00
8.700000000000000000e+01,4.316982827013397639e+00
8.800000000000000000e+01,4.317048354252928988e+00
8.900000000000000000e+01,4.317146640586544848e+00
9.000000000000000000e+01,4.317163441598219187e+00
9.100000000000000000e+01,4.317213715415327613e+00
9.200000000000000000e+01,4.317309867360229703e+00
9.300000000000000000e+01,4.317324635473916317e+00
9.400000000000000000e+01,4.317366578922958276e+00
9.500000000000000000e+01,4.317459045916692162e+00
9.600000000000000000e+01,4.317479223842007663e+00
9.700000000000000000e+01,4.317510497883031206e+00
9.800000000000000000e+01,4.317600658792461132e+00
9.900000000000000000e+01,4.317618746874484437e+00
1.000000000000000000e+02,4.317641802531962725e+00
1.010000000000000000e+02,4.317725005092679424e+00
1.020000000000000000e+02,4.317747607909542928e+00
1.030000000000000000e+02,4.317762458139050352e+00
1.040000000000000000e+02,4.317844847161330435e+00
1.050000000000000000e+02,4.317869077267946665e+00
1.060000000000000000e+02,4.317878698182990860e+00
1.070000000000000000e+02,4.317951683245871308e+00
1.080000000000000000e+02,4.317979254285049251e+00
1.090000000000000000e+02,4.317980562348791906e+00
1.100000000000000000e+02,4.318049888416044979e+00
1.110000000000000000e+02,4.318079895938134349e+00
1.120000000000000000e+02,4.318080571133362966e+00
1.130000000000000000e+02,4.318142706050678292e+00
1.140000000000000000e+02,4.318177064700228662e+00
1.150000000000000000e+02,4.318169962230146375e+00
1.160000000000000000e+02,4.318226214891836001e+00
1.170000000000000000e+02,4.318260655727926611e+00
1.180000000000000000e+02,4.318252877174109550e+00
1.190000000000000000e+02,4.318302136935205482e+00
1.200000000000000000e+02,4.318343072771313018e+00
1.210000000000000000e+02,4.318332316180184094e+00
1.220000000000000000e+02,4.318376511933521122e+00
1.230000000000000000e+02,4.318415467318992285e+00
1.240000000000000000e+02,4.318404124423715906e+00
1.250000000000000000e+02,4.318439197480334002e+00
1.260000000000000000e+02,4.318481916926355524e+00
1.270000000000000000e+02,4.318469805681696805e+00
1.280000000000000000e+02,4.318502559682191766e+00
1.290000000000000000e+02,4.318545372834353913e+00
1.300000000000000000e+02,4.318535188052729623e+00
1.310000000000000000e+02,4.318557694530833047e+00
1.320000000000000000e+02,4.318601663023402537e+00
1.330000000000000000e+02,4.318589928091417285e+00
1.340000000000000000e+02,4.318608627737690497e+00
1.350000000000000000e+02,4.318652275419560205e+00
1.360000000000000000e+02,4.318646211736269613e+00
1.370000000000000000e+02,4.318658247067085121e+00
1.380000000000000000e+02,4.318703047725588995e+00
1.390000000000000000e+02,4.318694962846536534e+00
1.400000000000000000e+02,4.318702304055479502e+00
1.410000000000000000e+02,4.318743653079541112e+00
1.420000000000000000e+02,4.318740058332888765e+00
1.430000000000000000e+02,4.318742204186117206e+00
1.440000000000000000e+02,4.318786299800545514e+00
1.450000000000000000e+02,4.318784242589999600e+00
1.460000000000000000e+02,4.318783696992380072e+00
1.470000000000000000e+02,4.318821944635836019e+00
1.480000000000000000e+02,4.318823148719086902e+00
1.490000000000000000e+02,4.318816355989885558e+00
1.500000000000000000e+02,4.318854498989495028e+00
1.510000000000000000e+02,4.318858078633601494e+00
1.520000000000000000e+02,4.318852292695744666e+00
1.530000000000000000e+02,4.318886745068697408e+00
1.540000000000000000e+02,4.318894694470382767e+00
1.550000000000000000e+02,4.318882350452629026e+00
1.560000000000000000e+02,4.318914355785915760e+00
