r,C_d
0.000000000000000000e+00,6.856115859679347224e+00
1.000000000000000000e+00,3.523714431590247553e+00
2.000000000000000000e+00,3.858650572941115353e+00
3.000000000000000000e+00,3.977524217326057432e+00
4.000000000000000000e+00,3.964106443794964019e+00
5.000000000000000000e+00,3.967314898580241334e+00
6.000000000000000000e+00,3.960603216931601445e+00
7.000000000000000000e+00,3.963302413221176046e+00
8.000000000000000000e+00,3.963266429724701112e+00
9.000000000000000000e+00,3.964651213277800235e+00
1.000000000000000000e+01,3.966871420644835222e+00
1.100000000000000000e+01,3.967299710943669844e+00
1.200000000000000000e+01,3.963820566980132298e+00
1.300000000000000000e+01,3.965530791191768323e+00
1.400000000000000000e+01,3.963004338298348195e+00
1.500000000000000000e+01,3.965172486210304825e+00
1.600000000000000000e+01,3.965023220949678073e+00
1.700000000000000000e+01,3.966584393314855461e+00
1.800000000000000000e+01,3.968788848661318092e+00
1.900000000000000000e+01,3.969144875367319525e+00
2.000000000000000000e+01,3.965736027443028000e+00
2.100000000000000000e+01,3.967708261271537307e+00
2.200000000000000000e+01,3.965351201445680207e+00
2.300000000000000000e+01,3.967509374230117292e+00
2.400000000000000000e+01,3.967372088198397595e+00
2.500000000000000000e+01,3.968991860296088081e+00
2.600000000000000000e+01,3.971213828133539625e+00
2.700000000000000000e+01,3.971532578826043380e+00
2.800000000000000000e+01,3.968149379934483800e+00
2.900000000000000000e+01,3.970293592252788883e+00
3.000000000000000000e+01,3.968076389908253176e+00
3.100000000000000000e+01,3.970267453653450129e+00
3.200000000000000000e+01,3.970172724196423086e+00
3.300000000000000000e+01,3.971820751684937978e+00
3.400000000000000000e+01,3.974043898226283567e+00
3.500000000000000000e+01,3.974319517654677281e+00
3.600000000000000000e+01,3.970907371011347831e+00
3.700000000000000000e+01,3.973067069943760021e+00
3.800000000000000000e+01,3.970837026960190475e+00
3.900000000000000000e+01,3.972975809580766349e+00
4.000000000000000000e+01,3.972794137751298749e+00
4.100000000000000000e+01,3.974419523688792921e+00
4.200000000000000000e+01,3.976597834164106615e+00
4.300000000000000000e+01,3.976794171328954963e+00
4.400000000000000000e+01,3.973313742215148991e+00
4.500000000000000000e+01,3.975386166324105464e+00
4.600000000000000000e+01,3.973049527258435631e+00
4.700000000000000000e+01,3.975060911162155985e+00
4.800000000000000000e+01,3.974700553344923115e+00
4.900000000000000000e+01,3.976267754930095322e+00
5.000000000000000000e+01,3.978376309799562804e+00
5.100000000000000000e+01,3.978482500672567923e+00
5.200000000000000000e+01,3.974930523924451009e+00
5.300000000000000000e+01,3.976901641849230451e+00
5.400000000000000000e+01,3.974459256149101449e+00
5.500000000000000000e+01,3.976343381586839421e+00
5.600000000000000000e+01,3.975815992443364255e+00
5.700000000000000000e+01,3.977326969029309822e+00
5.800000000000000000e+01,3.979374226293496797e+00
5.900000000000000000e+01,3.979411366356611079e+00
6.000000000000000000e+01,3.975810336592828786e+00
6.100000000000000000e+01,3.977716629724369124e+00
6.200000000000000000e+01,3.975213847080417917e+00
6.300000000000000000e+01,3.977014825279608701e+00
6.400000000000000000e+01,3.976383940188390476e+00
6.500000000000000000e+01,3.977860677440882231e+00
6.600000000000000000e+01,3.979870131397519994e+00
6.700000000000000000e+01,3.979868580054731542e+00
6.800000000000000000e+01,3.976243335673351975e+00
6.900000000000000000e+01,3.978124197302210341e+00
7.000000000000000000e+01,3.975601551135976131e+00
7.100000000000000000e+01,3.977362823994638585e+00
7.200000000000000000e+01,3.976686304647140791e+00
7.300000000000000000e+01,3.978148619685719201e+00
7.400000000000000000e+01,3.980140384894090388e+00
7.500000000000000000e+01,3.980122073287638340e+00
7.600000000000000000e+01,3.976487083963041957e+00
7.700000000000000000e+01,3.978363706795516652e+00
7.800000000000000000e+01,3.975839482721775564e+00
7.900000000000000000e+01,3.977585235448702683e+00
8.000000000000000000e+01,3.976893604921714953e+00
8.100000000000000000e+01,3.978351144878971901e+00
8.200000000000000000e+01,3.980335843389956718e+00
8.300000000000000000e+01,3.980310537068767918e+00
8.400000000000000000e+01,3.976670478272583242e+00
8.500000000000000000e+01,3.978547760497513242e+00
8.600000000000000000e+01,3.976023661580395441e+00
8.700000000000000000e+01,3.977761797252053366e+00
8.800000000000000000e+01,3.977063635009253861e+00
8.900000000000000000e+01,3.978518588020628410e+00
9.000000000000000000e+01,3.980499711210423008e+00
9.100000000000000000e+01,3.980469496689711395e+00
9.200000000000000000e+01,3.976824775908814225e+00
9.300000000000000000e+01,3.978700723259647187e+00
9.400000000000000000e+01,3.976173128133142054e+00
9.500000000000000000e+01,3.977904547825492632e+00
9.600000000000000000e+01,3.977199271662345215e+00
9.700000000000000000e+01,3.978651283771404756e+00
9.800000000000000000e+01,3.980629360170254927e+00
9.900000000000000000e+01,3.980594017298824117e+00
1.000000000000000000e+02,3.976944799767023309e+00
1.010000000000000000e+02,3.978817289553009395e+00
1.020000000000000000e+02,3.976284092446778828e+00
1.030000000000000000e+02,3.978009009369283255e+00
1.040000000000000000e+02,3.977295475267353275e+00
1.050000000000000000e+02,3.978744472424037948e+00
1.060000000000000000e+02,3.980719646261087874e+00
1.070000000000000000e+02,3.980679457265039467e+00
1.080000000000000000e+02,3.977026788162691062e+00
1.090000000000000000e+02,3.978895608966950714e+00
1.100000000000000000e+02,3.976357504138083421e+00
1.110000000000000000e+02,3.978077236792018745e+00
1.120000000000000000e+02,3.977356328512579253e+00
1.130000000000000000e+02,3.978803025627656531e+00
1.140000000000000000e+02,3.980775787148129297e+00
1.150000000000000000e+02,3.980731927723283103e+00
1.160000000000000000e+02,3.977077220936079183e+00
1.170000000000000000e+02,3.978943406283566464e+00
1.180000000000000000e+02,3.976402425203198643e+00
1.190000000000000000e+02,3.978118778967525415e+00
1.200000000000000000e+02,3.977392672164709708e+00
1.210000000000000000e+02,3.978838031221035632e+00
1.220000000000000000e+02,3.980809047838202996e+00
1.230000000000000000e+02,3.980762958776654425e+00
1.240000000000000000e+02,3.977107292557653384e+00
1.250000000000000000e+02,3.978972008121877124e+00
1.260000000000000000e+02,3.976429934723371140e+00
1.270000000000000000e+02,3.978144323925789649e+00
1.280000000000000000e+02,3.977415168089762698e+00
1.290000000000000000e+02,3.978859876319932098e+00
1.300000000000000000e+02,3.980829726041017036e+00
1.310000000000000000e+02,3.980782525616416212e+00
1.320000000000000000e+02,3.977126396669566688e+00
1.330000000000000000e+02,3.978990391537140070e+00
1.340000000000000000e+02,3.976448116805843203e+00
1.350000000000000000e+02,3.978161297484233749e+00
1.360000000000000000e+02,3.977430546105004794e+00
1.370000000000000000e+02,3.978874895056287553e+00
1.380000000000000000e+02,3.980843981793388942e+00
1.390000000000000000e+02,3.980796278034958835e+00
1.400000000000000000e+02,3.977139772140663165e+00
1.410000000000000000e+02,3.979003381719787402e+00
1.420000000000000000e+02,3.976461060094085287e+00
1.430000000000000000e+02,3.978173349048452323e+00
1.440000000000000000e+02,3.977441758044450548e+00
1.450000000000000000e+02,3.978885800752272051e+00
1.460000000000000000e+02,3.980854397223449581e+00
1.470000000000000000e+02,3.980806405645630264e+00
1.480000000000000000e+02,3.977149484357797249e+00
1.490000000000000000e+02,3.979012833521589965e+00
1.500000000000000000e+02,3.976470313754477903e+00
1.510000000000000000e+02,3.978181891810063764e+00
1.520000000000000000e+02,3.977449788378925266e+00
1.530000000000000000e+02,3.978893530432348946e+00
1.540000000000000000e+02,3.980861833178925391e+00
1.550000000000000000e+02,3.980813584131208227e+00
1.560000000000000000e+02,3.977156266137997331e+00
1.570000000000000000e+02,3.979019423367863961e+00
1.580000000000000000e+02,3.976476573448476159e+00
1.590000000000000000e+02,3.978187638232103307e+00
1.600000000000000000e+02,3.977455161349915169e+00
1.610000000000000000e+02,3.978898653647764849e+00
1.620000000000000000e+02,3.980866802992627296e+00
1.630000000000000000e+02,3.980818295039018739e+00
1.640000000000000000e+02,3.977160686896028086e+00
1.650000000000000000e+02,3.979023714069278572e+00
1.660000000000000000e+02,3.976480534598521910e+00
1.670000000000000000e+02,3.978191297998385778e+00
1.680000000000000000e+02,3.977458524350095725e+00
1.690000000000000000e+02,3.978901858623357324e+00
1.700000000000000000e+02,3.980869938070381142e+00
1.710000000000000000e+02,3.980821201398627718e+00
1.720000000000000000e+02,3.977163442094751922e+00
1.730000000000000000e+02,3.979026388165417316e+00
1.740000000000000000e+02,3.976482979302768062e+00
1.750000000000000000e+02,3.978193608207303278e+00
1.760000000000000000e+02,3.977460596343012966e+00
1.770000000000000000e+02,3.978903862042283190e+00
1.780000000000000000e+02,3.980871903372030562e+00
1.790000000000000000e+02,3.980822999706096432e+00
1.800000000000000000e+02,3.977165198101265897e+00
1.810000000000000000e+02,3.979028089288696890e+00
1.820000000000000000e+02,3.976484573089716257e+00
1.830000000000000000e+02,3.978195154527839339e+00
1.840000000000000000e+02,3.977461956352424277e+00
1.850000000000000000e+02,3.978905208517010905e+00
1.860000000000000000e+02,3.980873210879013691e+00
1.870000000000000000e+02,3.980824209133261515e+00
1.880000000000000000e+02,3.977166416475799604e+00
1.890000000000000000e+02,3.979029261302157394e+00
1.900000000000000000e+02,3.976485725405776606e+00
1.910000000000000000e+02,3.978196277566075967e+00
1.920000000000000000e+02,3.977462941862734525e+00
1.930000000000000000e+02,3.978906196779436133e+00
1.940000000000000000e+02,3.980874150761468222e+00
1.950000000000000000e+02,3.980825105298285926e+00
1.960000000000000000e+02,3.977167324387368197e+00
1.970000000000000000e+02,3.979030126472878681e+00
1.980000000000000000e+02,3.976486607679926788e+00
1.990000000000000000e+02,3.978197116391571697e+00
