r,C_j
0.000000000000000000e+00,5.830129414059478421e+01
1.000000000000000000e+00,-2.957060790793180516e+01
2.000000000000000000e+00,2.004971744919258114e+00
3.000000000000000000e+00,1.171822493148493294e+00
4.000000000000000000e+00,-1.781051089585243830e-01
5.000000000000000000e+00,4.262269617444403025e-02
6.000000000000000000e+00,-3.896762591771540940e-02
7.000000000000000000e+00,4.533709059579393852e-03
8.000000000000000000e+00,3.684762815421294135e-04
9.000000000000000000e+00,5.070672776597007214e-05
1.000000000000000000e+01,-3.781436695646789303e-04
1.100000000000000000e+01,-2.505861436681300347e-04
1.200000000000000000e+01,-1.644000918705756931e-04
1.300000000000000000e+01,-1.063774822220864280e-04
1.400000000000000000e+01,-7.991652295480378143e-05
1.500000000000000000e+01,-5.811365234009713276e-05
1.600000000000000000e+01,-2.773054430527110981e-05
1.700000000000000000e+01,-2.326558352194751933e-05
1.800000000000000000e+01,2.364585536795971166e-05
1.900000000000000000e+01,-3.011534394303794215e-06
2.000000000000000000e+01,2.426805537503184951e-05
2.100000000000000000e+01,4.345465034383266811e-05
2.200000000000000000e+01,5.549732046539190833e-05
2.300000000000000000e+01,4.779302625479431299e-05
2.400000000000000000e+01,6.405307263612769475e-05
2.500000000000000000e+01,4.415815131331157772e-05
2.600000000000000000e+01,6.709866677567788429e-05
2.700000000000000000e+01,5.390575094033067671e-05
2.800000000000000000e+01,6.442798041739195014e-05
2.900000000000000000e+01,6.844080272827568479e-05
3.000000000000000000e+01,7.324399832775441155e-05
3.100000000000000000e+01,7.358781309108053392e-05
3.200000000000000000e+01,7.490495756812265427e-05
3.300000000000000000e+01,5.899926996733029227e-05
3.400000000000000000e+01,6.112016829362687531e-05
3.500000000000000000e+01,5.482956956015527794e-05
3.600000000000000000e+01,5.472138765050260645e-05
3.700000000000000000e+01,5.221653657727642894e-05
3.800000000000000000e+01,5.262194134481035235e-05
3.900000000000000000e+01,5.860981334748771587e-05
4.000000000000000000e+01,5.174587315615042371e-05
4.100000000000000000e+01,4.667695480442546341e-05
4.200000000000000000e+01,3.908973791943992637e-05
4.300000000000000000e+01,3.482523320208485984e-05
4.400000000000000000e+01,3.092413930971815716e-05
4.500000000000000000e+01,2.769654045131630937e-05
4.600000000000000000e+01,2.701069700172809007e-05
4.700000000000000000e+01,3.205766737934823141e-05
4.800000000000000000e+01,2.486466127926689751e-05
4.900000000000000000e+01,2.811431971139199959e-05
5.000000000000000000e+01,2.085009765551149030e-05
5.100000000000000000e+01,1.582411978162667765e-05
5.200000000000000000e+01,1.306981180171362666e-05
5.300000000000000000e+01,1.172291404216707633e-05
5.400000000000000000e+01,1.179054897093578802e-05
5.500000000000000000e+01,1.336884671054860974e-05
5.600000000000000000e+01,9.452324640335518779e-06
5.700000000000000000e+01,1.503905000710403783e-05
5.800000000000000000e+01,1.236253393166464321e-05
5.900000000000000000e+01,6.327025921848417056e-06
6.000000000000000000e+01,6.219968774701101211e-06
6.100000000000000000e+01,6.759045938053986902e-06
6.200000000000000000e+01,7.862982627671044611e-06
6.300000000000000000e+01,6.992472849631781173e-06
6.400000000000000000e+01,6.240550048275395056e-06
6.500000000000000000e+01,1.002184405329842320e-05
6.600000000000000000e+01,1.115889857494778425e-05
6.700000000000000000e+01,5.261827624281067983e-06
6.800000000000000000e+01,6.866858420551125164e-06
6.900000000000000000e+01,8.171521480804244675e-06
7.000000000000000000e+01,9.721955697372663963e-06
7.100000000000000000e+01,8.378384322327292466e-06
7.200000000000000000e+01,8.995726940241866032e-06
7.300000000000000000e+01,1.007714128320458258e-05
7.400000000000000000e+01,1.237317844093865915e-05
7.500000000000000000e+01,7.582436561293093291e-06
7.600000000000000000e+01,9.378743820676049836e-06
7.700000000000000000e+01,1.045506540719998156e-05
7.800000000000000000e+01,1.180492725794124453e-05
7.900000000000000000e+01,1.119464808319037274e-05
8.000000000000000000e+01,1.160881955541981370e-05
8.100000000000000000e+01,1.111830200883900943e-05
8.200000000000000000e+01,1.262249171674056925e-05
8.300000000000000000e+01,9.137548858006994124e-06
8.400000000000000000e+01,1.023853424619858288e-05
8.500000000000000000e+01,1.073117848982008127e-05
8.600000000000000000e+01,1.160949189404902882e-05
8.700000000000000000e+01,1.184551904387376453e-05
8.800000000000000000e+01,1.151136394916818517e-05
8.900000000000000000e+01,1.086446143538921660e-05
9.000000000000000000e+01,1.112299137950856220e-05
9.100000000000000000e+01,8.595087361840114681e-06
9.200000000000000000e+01,8.950079756431250644e-06
9.300000000000000000e+01,9.015346822849323871e-06
9.400000000000000000e+01,9.506139294401805273e-06
9.500000000000000000e+01,1.011662454253325905e-05
9.600000000000000000e+01,9.288566422682720258e-06
9.700000000000000000e+01,9.202836299238015272e-06
9.800000000000000000e+01,8.740023293540843952e-06
9.900000000000000000e+01,6.713383418954776971e-06
1.000000000000000000e+02,6.704771456256253259e-06
1.010000000000000000e+02,6.649848367956678885e-06
1.020000000000000000e+02,6.966502127170315362e-06
1.030000000000000000e+02,7.486947366075469290e-06
1.040000000000000000e+02,6.634547041528549016e-06
1.050000000000000000e+02,7.076041374176611498e-06
1.060000000000000000e+02,6.566542966268684722e-06
1.070000000000000000e+02,4.760087005450941433e-06
1.080000000000000000e+02,4.753461380957446636e-06
1.090000000000000000e+02,4.776494105129813761e-06
1.100000000000000000e+02,5.075768797269120114e-06
1.110000000000000000e+02,5.324898255665289071e-06
1.120000000000000000e+02,4.730348623027680333e-06
1.130000000000000000e+02,5.335444615894857634e-06
1.140000000000000000e+02,5.123217956537473583e-06
1.150000000000000000e+02,3.468285983743157885e-06
1.160000000000000000e+02,3.608516063735578427e-06
1.170000000000000000e+02,3.740628484294461487e-06
1.180000000000000000e+02,4.066778588551756002e-06
1.190000000000000000e+02,4.107747031412145589e-06
1.200000000000000000e+02,3.788898554901720672e-06
1.210000000000000000e+02,4.260043956705317214e-06
1.220000000000000000e+02,4.327911483414936811e-06
1.230000000000000000e+02,2.865856902900532077e-06
1.240000000000000000e+02,3.111329119676042865e-06
1.250000000000000000e+02,3.288601570616833669e-06
1.260000000000000000e+02,3.612601114255653556e-06
1.270000000000000000e+02,3.588587627945116765e-06
1.280000000000000000e+02,3.421382022139596302e-06
1.290000000000000000e+02,3.674196969782883571e-06
1.300000000000000000e+02,3.844825069876378620e-06
1.310000000000000000e+02,2.618034281809400454e-06
1.320000000000000000e+02,2.867332412392897822e-06
1.330000000000000000e+02,3.021228920374596782e-06
1.340000000000000000e+02,3.301966664537303586e-06
1.350000000000000000e+02,3.310389539379343660e-06
1.360000000000000000e+02,3.172485062208352247e-06
1.370000000000000000e+02,3.277430916881485246e-06
1.380000000000000000e+02,3.403919368594188199e-06
1.390000000000000000e+02,2.407913331836653015e-06
1.400000000000000000e+02,2.594813478751234470e-06
1.410000000000000000e+02,2.697324967826375541e-06
1.420000000000000000e+02,2.916994981561060740e-06
1.430000000000000000e+02,2.976972467649829923e-06
1.440000000000000000e+02,2.815576428005783782e-06
1.450000000000000000e+02,2.877345618657045634e-06
1.460000000000000000e+02,2.915153688221039374e-06
1.470000000000000000e+02,2.107485302715872422e-06
1.480000000000000000e+02,2.224418407692496658e-06
1.490000000000000000e+02,2.284864480728288072e-06
1.500000000000000000e+02,2.451201561726179534e-06
1.510000000000000000e+02,2.534554665700738951e-06
1.520000000000000000e+02,2.357741115233125129e-06
1.530000000000000000e+02,2.437317915493508735e-06
1.540000000000000000e+02,2.417113623920386090e-06
1.550000000000000000e+02,1.747230438553515341e-06
1.560000000000000000e+02,1.821012952873957147e-06
1.570000000000000000e+02,1.861983607298611787e-06
1.580000000000000000e+02,1.993526426602443280e-06
1.590000000000000000e+02,2.067438972019886023e-06
1.600000000000000000e+02,1.904272943775708882e-06
1.610000000000000000e+02,2.007829422723261814e-06
1.620000000000000000e+02,1.977695321286887520e-06
1.630000000000000000e+02,1.408383310419480949e-06
1.640000000000000000e+02,1.467917741138080601e-06
1.650000000000000000e+02,1.505824627656693337e-06
1.660000000000000000e+02,1.617941782328102818e-06
1.670000000000000000e+02,1.667790783699274471e-06
1.680000000000000000e+02,1.537369135107269358e-06
1.690000000000000000e+02,1.643454696775847879e-06
1.700000000000000000e+02,1.631139793900615587e-06
1.710000000000000000e+02,1.142754946670265781e-06
1.720000000000000000e+02,1.202237395858674063e-06
1.730000000000000000e+02,1.241722037192971584e-06
1.740000000000000000e+02,1.341367717344610355e-06
1.750000000000000000e+02,1.370612729090225912e-06
1.760000000000000000e+02,1.273738893914355685e-06
1.770000000000000000e+02,1.362333359011813627e-06
1.780000000000000000e+02,1.369553292107639209e-06
1.790000000000000000e+02,9.532470528483827366e-07
1.800000000000000000e+02,1.012745606487897021e-06
1.810000000000000000e+02,1.050973054361747927e-06
1.820000000000000000e+02,1.138796214661397244e-06
1.830000000000000000e+02,1.158077514773481198e-06
1.840000000000000000e+02,1.084586909172458036e-06
1.850000000000000000e+02,1.149666259081527642e-06
1.860000000000000000e+02,1.164961568989042462e-06
1.870000000000000000e+02,8.144867749138029467e-07
1.880000000000000000e+02,8.684123802282783799e-07
1.890000000000000000e+02,9.014285211605965742e-07
1.900000000000000000e+02,9.762323411877105173e-07
1.910000000000000000e+02,9.938261928965630432e-07
1.920000000000000000e+02,9.329165600036049000e-07
1.930000000000000000e+02,9.797448914383721785e-07
1.940000000000000000e+02,9.924081822987318446e-07
1.950000000000000000e+02,6.999409603025696924e-07
1.960000000000000000e+02,7.442349829744898670e-07
1.970000000000000000e+02,7.704711144640441489e-07
1.980000000000000000e+02,8.322308424624225154e-07
1.990000000000000000e+02,8.508097621984234138e-07
