r,C_d
0.000000000000000000e+00,1.866780304414618508e+00
1.000000000000000000e+00,4.778169923793028073e-01
2.000000000000000000e+00,2.095183785531022913e-01
3.000000000000000000e+00,1.006318669659400505e-01
4.000000000000000000e+00,4.723072339561808219e-02
5.000000000000000000e+00,2.212026062595002021e-02
6.000000000000000000e+00,1.034417475102996330e-02
7.000000000000000000e+00,4.835908356792303908e-03
8.000000000000000000e+00,2.260902901764621706e-03
9.000000000000000000e+00,1.057079212452529792e-03
1.000000000000000000e+01,4.942466603518017206e-04
1.100000000000000000e+01,2.310932930766585141e-04
1.200000000000000000e+01,1.080530228593289626e-04
1.300000000000000000e+01,5.052317532614637307e-05
1.400000000000000000e+01,2.362363705596049525e-05
1.500000000000000000e+01,1.104597834279205224e-05
1.600000000000000000e+01,5.164903444706031276e-06
1.700000000000000000e+01,2.415018942628587447e-06
1.800000000000000000e+01,1.129221106557590604e-06
1.900000000000000000e+01,5.280042791155912253e-07
2.000000000000000000e+01,2.468856692576339863e-07
2.100000000000000000e+01,1.154394635695208175e-07
2.200000000000000000e+01,5.397749300460569783e-08
2.300000000000000000e+01,2.523894432464067382e-08
2.400000000000000000e+01,1.180129511299313868e-08
2.500000000000000000e+01,5.518082721039324061e-09
2.600000000000000000e+01,2.580160587934887614e-09
2.700000000000000000e+01,1.206438608799410862e-09
2.800000000000000000e+01,5.641098467281544844e-10
2.900000000000000000e+01,2.637679988517373352e-10
3.000000000000000000e+01,1.233333466918861840e-10
3.100000000000000000e+01,5.766854485129768940e-11
3.200000000000000000e+01,2.696481707972119406e-11
3.300000000000000000e+01,1.260828492271778616e-11
3.400000000000000000e+01,5.895417210409722612e-12
3.500000000000000000e+01,2.756595450343321138e-12
3.600000000000000000e+01,1.288936399797928723e-12
3.700000000000000000e+01,6.026843473751979923e-13
3.800000000000000000e+01,2.818047598051806108e-13
3.900000000000000000e+01,1.317670432696662429e-13
4.000000000000000000e+01,6.161199711323976084e-14
4.100000000000000000e+01,2.880871069752770456e-14
4.200000000000000000e+01,1.347045771069975867e-14
4.300000000000000000e+01,6.298553794257535820e-15
4.400000000000000000e+01,2.945094917896932916e-15
4.500000000000000000e+01,1.377075400174124010e-15
4.600000000000000000e+01,6.438966003842529552e-16
4.700000000000000000e+01,3.010749401914932014e-16
4.800000000000000000e+01,1.407774500030647813e-16
4.900000000000000000e+01,6.582511556020394502e-17
5.000000000000000000e+01,3.077869206870639697e-17
5.100000000000000000e+01,1.439158578536262695e-17
5.200000000000000000e+01,6.729256832829099296e-18
5.300000000000000000e+01,3.146484002817760968e-18
5.400000000000000000e+01,1.471241409382241728e-18
5.500000000000000000e+01,6.879270974138838581e-19
5.600000000000000000e+01,3.216628474636260526e-19
5.700000000000000000e+01,1.504040178683196836e-19
5.800000000000000000e+01,7.032633231963408465e-20
5.900000000000000000e+01,3.288338056369114062e-20
6.000000000000000000e+01,1.537570054092289005e-20
6.100000000000000000e+01,7.189411399503788570e-21
6.200000000000000000e+01,3.361644219567746234e-21
6.300000000000000000e+01,1.571846833400659923e-21
6.400000000000000000e+01,7.349684728353535426e-22
6.500000000000000000e+01,3.436586232840596727e-22
6.600000000000000000e+01,1.606888624926382635e-22
6.700000000000000000e+01,7.513534181871223310e-23
6.800000000000000000e+01,3.513198752807069464e-23
6.900000000000000000e+01,1.642710918759711840e-23
7.000000000000000000e+01,7.681031669505718661e-24
7.100000000000000000e+01,3.591517875890863225e-24
7.200000000000000000e+01,1.679331823122705119e-24
7.300000000000000000e+01,7.852266916226538672e-25
7.400000000000000000e+01,3.671584977846078948e-25
7.500000000000000000e+01,1.716769837359155404e-25
7.600000000000000000e+01,8.027319109054608854e-26
7.700000000000000000e+01,3.753435452029667887e-26
7.800000000000000000e+01,1.755041392082119068e-26
7.900000000000000000e+01,8.206270724824311983e-27
8.000000000000000000e+01,3.837110673976345581e-27
8.100000000000000000e+01,1.794166988578685319e-27
8.200000000000000000e+01,8.389216303129032670e-28
8.300000000000000000e+01,3.922652912896131624e-28
8.400000000000000000e+01,1.834164720316689202e-28
8.500000000000000000e+01,8.576236714363702015e-29
8.600000000000000000e+01,4.010099711149551528e-29
8.700000000000000000e+01,1.875053432454497255e-29
8.800000000000000000e+01,8.767426497620414882e-30
8.900000000000000000e+01,4.099497912193280283e-30
9.000000000000000000e+01,1.916854726374150245e-30
9.100000000000000000e+01,8.962882233952852119e-31
9.200000000000000000e+01,4.190888857850079361e-31
9.300000000000000000e+01,1.959587080178153312e-31
9.400000000000000000e+01,9.162689704021107188e-32
9.500000000000000000e+01,4.284315607482790293e-32
9.600000000000000000e+01,2.003272095134007857e-32
9.700000000000000000e+01,9.366955940589720287e-33
9.800000000000000000e+01,4.379827518158595325e-33
9.900000000000000000e+01,2.047931839077674860e-33
