r,C_sp
0.000000000000000000e+00,1.999999985272847391e+00
1.000000000000000000e+00,2.905870830598619031e-02
2.000000000000000000e+00,2.811899762557674640e-04
3.000000000000000000e+00,7.099599076270482398e-07
4.000000000000000000e+00,2.727546672870206306e-09
5.000000000000000000e+00,-9.649734556980242320e-11
6.000000000000000000e+00,1.691593912958130005e-10
7.000000000000000000e+00,1.347031555810663754e-11
8.000000000000000000e+00,-2.719914203298469096e-13
9.000000000000000000e+00,-2.162696462937284991e-14
1.000000000000000000e+01,2.745406321349328875e-14
1.100000000000000000e+01,-3.472680227056869038e-15
1.200000000000000000e+01,-1.573407229647310759e-16
1.300000000000000000e+01,7.637112655485339577e-18
1.400000000000000000e+01,-1.140251824289386926e-18
1.500000000000000000e+01,-5.183867813111300978e-19
1.600000000000000000e+01,-1.044353489757779266e-20
1.700000000000000000e+01,6.471389008167593822e-23
1.800000000000000000e+01,-1.396699153927669961e-23
1.900000000000000000e+01,9.883661687003399678e-26
2.000000000000000000e+01,-1.958759834828604865e-26
2.100000000000000000e+01,-2.128552644452760529e-27
2.200000000000000000e+01,-3.959052180873963335e-28
2.300000000000000000e+01,-4.231185685091265194e-29
2.400000000000000000e+01,-6.444527086173020537e-32
2.500000000000000000e+01,-3.568709737964496808e-32
2.600000000000000000e+01,8.543751801859579509e-34
2.700000000000000000e+01,8.538570222946030009e-36
2.800000000000000000e+01,-4.853579601708974639e-36
2.900000000000000000e+01,-6.398191307457764995e-37
3.000000000000000000e+01,2.024918379106251530e-37
3.100000000000000000e+01,1.324630986935181904e-39
3.200000000000000000e+01,-5.165815913468022063e-41
3.300000000000000000e+01,3.650149501310305815e-42
3.400000000000000000e+01,3.835187821064131063e-43
3.500000000000000000e+01,5.240581737149661410e-46
3.600000000000000000e+01,2.492704173015183689e-45
3.700000000000000000e+01,1.268952179169485711e-46
3.800000000000000000e+01,1.155521192261571118e-47
3.900000000000000000e+01,1.538079538448306199e-48
4.000000000000000000e+01,-5.184495079904964321e-50
4.100000000000000000e+01,6.979148252690735285e-52
4.200000000000000000e+01,-9.505261805118889576e-54
4.300000000000000000e+01,1.637347951270298105e-54
4.400000000000000000e+01,9.537774933502841677e-56
4.500000000000000000e+01,6.628539456455660024e-57
4.600000000000000000e+01,-2.228787453771229331e-57
4.700000000000000000e+01,2.558898167050316439e-58
4.800000000000000000e+01,-6.595468830721718114e-60
4.900000000000000000e+01,4.204550777070864022e-61
5.000000000000000000e+01,3.820033567354723753e-63
5.100000000000000000e+01,-1.127280851982261690e-63
5.200000000000000000e+01,-7.303149102621768134e-65
5.300000000000000000e+01,8.284450300575791755e-66
5.400000000000000000e+01,-7.901292280954404861e-67
5.500000000000000000e+01,1.659618327280684843e-69
5.600000000000000000e+01,2.491144891928749831e-69
5.700000000000000000e+01,-9.553955243575422970e-71
5.800000000000000000e+01,2.594951227890658320e-72
5.900000000000000000e+01,-2.487194431053470088e-73
6.000000000000000000e+01,-1.145379751861296145e-74
6.100000000000000000e+01,1.642401611538529849e-75
6.200000000000000000e+01,-5.249656276089957367e-77
6.300000000000000000e+01,-1.629505599047564316e-77
6.400000000000000000e+01,7.562542284253459545e-79
6.500000000000000000e+01,-3.001041527815836859e-80
6.600000000000000000e+01,1.208459228664895764e-81
6.700000000000000000e+01,2.665769193405140751e-83
6.800000000000000000e+01,-1.918976482051575507e-84
6.900000000000000000e+01,-5.036306018650908026e-86
7.000000000000000000e+01,9.950546946950188824e-88
7.100000000000000000e+01,-1.921765792475191555e-87
7.200000000000000000e+01,7.259987292736399497e-89
7.300000000000000000e+01,2.682976369248884648e-90
7.400000000000000000e+01,-2.921175939800525309e-91
7.500000000000000000e+01,1.848092044056425530e-92
7.600000000000000000e+01,-1.090875861045729811e-93
7.700000000000000000e+01,4.259059738787189730e-95
7.800000000000000000e+01,6.069540157660852050e-96
7.900000000000000000e+01,-1.664235272417481897e-97
8.000000000000000000e+01,-2.938294832152922160e-98
8.100000000000000000e+01,2.109130861267664162e-99
