r,C_nn
0.000000000000000000e+00,5.214039983172824577e-01
1.000000000000000000e+00,-2.560594520118040229e-01
2.000000000000000000e+00,-6.079321923844194231e-03
3.000000000000000000e+00,-6.322836547905552607e-03
4.000000000000000000e+00,2.589659835636304308e-03
5.000000000000000000e+00,1.396200831871308168e-03
6.000000000000000000e+00,1.572775275858973032e-03
7.000000000000000000e+00,8.505522842359169999e-04
8.000000000000000000e+00,5.168183161332606801e-04
9.000000000000000000e+00,3.014074763041385552e-04
1.000000000000000000e+01,1.835144647102104898e-04
1.100000000000000000e+01,1.115099908544081586e-04
1.200000000000000000e+01,6.942023489653337265e-05
1.300000000000000000e+01,4.434592817625926386e-05
1.400000000000000000e+01,2.942632479552287350e-05
1.500000000000000000e+01,2.033814080792950563e-05
1.600000000000000000e+01,1.463970943849091100e-05
1.700000000000000000e+01,1.091253885077136943e-05
1.800000000000000000e+01,8.368087199617235683e-06
1.900000000000000000e+01,6.548661399818911377e-06
2.000000000000000000e+01,5.214502905914741859e-06
2.100000000000000000e+01,4.194461504791746620e-06
2.200000000000000000e+01,3.406487838475413810e-06
2.300000000000000000e+01,2.787048244634604544e-06
2.400000000000000000e+01,2.295771442284433306e-06
2.500000000000000000e+01,1.903207955233909843e-06
2.600000000000000000e+01,1.587516023970891865e-06
2.700000000000000000e+01,1.333009032933318849e-06
2.800000000000000000e+01,1.126428543329893728e-06
2.900000000000000000e+01,9.582287217035911908e-07
3.000000000000000000e+01,8.205430015451042891e-07
3.100000000000000000e+01,7.072485326276023443e-07
3.200000000000000000e+01,6.135048566946466053e-07
3.300000000000000000e+01,5.358118113640841784e-07
3.400000000000000000e+01,4.705149838635236392e-07
3.500000000000000000e+01,4.164591524968841441e-07
3.600000000000000000e+01,3.696265489239181079e-07
3.700000000000000000e+01,3.306133300462477109e-07
3.800000000000000000e+01,2.969888521775487789e-07
3.900000000000000000e+01,2.680438937474605154e-07
4.000000000000000000e+01,2.428909349205810031e-07
4.100000000000000000e+01,2.211330571988412430e-07
4.200000000000000000e+01,2.017980897939253282e-07
4.300000000000000000e+01,1.853227757919739815e-07
4.400000000000000000e+01,1.698542577699413414e-07
4.500000000000000000e+01,1.566890621695904429e-07
4.600000000000000000e+01,1.447049609026862527e-07
4.700000000000000000e+01,1.339259307897577855e-07
4.800000000000000000e+01,1.241319580458366545e-07
4.900000000000000000e+01,1.153483357718698699e-07
5.000000000000000000e+01,1.071914739192436627e-07
5.100000000000000000e+01,1.000870488709892925e-07
5.200000000000000000e+01,9.303748882416584820e-08
5.300000000000000000e+01,8.695338804542984690e-08
5.400000000000000000e+01,8.122749761696468340e-08
5.500000000000000000e+01,7.594536555188824423e-08
5.600000000000000000e+01,7.102931665059486477e-08
5.700000000000000000e+01,6.653663264799547505e-08
5.800000000000000000e+01,6.227682680659540893e-08
5.900000000000000000e+01,5.852073847734118317e-08
6.000000000000000000e+01,5.470973007959401002e-08
6.100000000000000000e+01,5.139434611223236971e-08
6.200000000000000000e+01,4.823180344004640574e-08
6.300000000000000000e+01,4.528329444752898780e-08
6.400000000000000000e+01,4.251327467841292673e-08
6.500000000000000000e+01,3.996161224151251190e-08
6.600000000000000000e+01,3.752551380742374931e-08
6.700000000000000000e+01,3.536043280405465339e-08
6.800000000000000000e+01,3.315498009470729812e-08
6.900000000000000000e+01,3.122388081422400319e-08
7.000000000000000000e+01,2.937413912107444958e-08
7.100000000000000000e+01,2.764224760198885633e-08
