site,n
0.000000000000000000e+00,9.710365304478525417e-01
1.000000000000000000e+00,9.931596794317902877e-01
2.000000000000000000e+00,1.000254463427522778e+00
3.000000000000000000e+00,9.985654169741972064e-01
4.000000000000000000e+00,1.004567693814237828e+00
5.000000000000000000e+00,1.015033059434625962e+00
6.000000000000000000e+00,1.018187543677247398e+00
7.000000000000000000e+00,9.991956127925246678e-01
8.000000000000000000e+00,9.710365304478525417e-01
9.000000000000000000e+00,9.931596794317902877e-01
1.000000000000000000e+01,1.000254463427522778e+00
1.100000000000000000e+01,9.985654169741972064e-01
1.200000000000000000e+01,1.004567693814237828e+00
1.300000000000000000e+01,1.015033059434625962e+00
1.400000000000000000e+01,1.018187543677247398e+00
1.500000000000000000e+01,9.991956127925246678e-01
1.600000000000000000e+01,9.710365304478525417e-01
1.700000000000000000e+01,9.931596794317902877e-01
1.800000000000000000e+01,1.000254463427522778e+00
1.900000000000000000e+01,9.985654169741972064e-01
2.000000000000000000e+01,1.004567693814237828e+00
2.100000000000000000e+01,1.015033059434625962e+00
2.200000000000000000e+01,1.018187543677247398e+00
2.300000000000000000e+01,9.991956127925246678e-01
2.400000000000000000e+01,9.710365304478525417e-01
2.500000000000000000e+01,9.931596794317902877e-01
2.600000000000000000e+01,1.000254463427522778e+00
2.700000000000000000e+01,9.985654169741972064e-01
2.800000000000000000e+01,1.004567693814237828e+00
2.900000000000000000e+01,1.015033059434625962e+00
3.000000000000000000e+01,1.018187543677247398e+00
3.100000000000000000e+01,9.991956127925246678e-01
3.200000000000000000e+01,9.710365304478525417e-01
3.300000000000000000e+01,9.931596794317902877e-01
3.400000000000000000e+01,1.000254463427522778e+00
3.500000000000000000e+01,9.985654169741972064e-01
3.600000000000000000e+01,1.004567693814237828e+00
3.700000000000000000e+01,1.015033059434625962e+00
3.800000000000000000e+01,1.018187543677247398e+00
3.900000000000000000e+01,9.991956127925246678e-01
4.000000000000000000e+01,9.710365304478525417e-01
4.100000000000000000e+01,9.931596794317902877e-01
4.200000000000000000e+01,1.000254463427522778e+00
4.300000000000000000e+01,9.985654169741972064e-01
4.400000000000000000e+01,1.004567693814237828e+00
4.500000000000000000e+01,1.015033059434625962e+00
4.600000000000000000e+01,1.018187543677247398e+00
4.700000000000000000e+01,9.991956127925246678e-01
4.800000000000000000e+01,9.710365304478525417e-01
4.900000000000000000e+01,9.931596794317902877e-01
5.000000000000000000e+01,1.000254463427522778e+00
5.100000000000000000e+01,9.985654169741972064e-01
5.200000000000000000e+01,1.004567693814237828e+00
5.300000000000000000e+01,1.015033059434625962e+00
5.400000000000000000e+01,1.018187543677247398e+00
5.500000000000000000e+01,9.991956127925246678e-01
5.600000000000000000e+01,9.710365304478525417e-01
5.700000000000000000e+01,9.931596794317902877e-01
5.800000000000000000e+01,1.000254463427522778e+00
5.900000000000000000e+01,9.985654169741972064e-01
6.000000000000000000e+01,1.004567693814237828e+00
6.100000000000000000e+01,1.015033059434625962e+00
6.200000000000000000e+01,1.018187543677247398e+00
6.300000000000000000e+01,9.991956127925246678e-01
6.400000000000000000e+01,9.710365304478525417e-01
6.500000000000000000e+01,9.931596794317902877e-01
6.600000000000000000e+01,1.000254463427522778e+00
6.700000000000000000e+01,9.985654169741972064e-01
6.800000000000000000e+01,1.004567693814237828e+00
6.900000000000000000e+01,1.015033059434625962e+00
7.000000000000000000e+01,1.018187543677247398e+00
7.100000000000000000e+01,9.991956127925246678e-01
7.200000000000000000e+01,9.710365304478525417e-01
7.300000000000000000e+01,9.931596794317902877e-01
7.400000000000000000e+01,1.000254463427522778e+00
7.500000000000000000e+01,9.985654169741972064e-01
7.600000000000000000e+01,1.004567693814237828e+00
7.700000000000000000e+01,1.015033059434625962e+00
7.800000000000000000e+01,1.018187543677247398e+00
7.900000000000000000e+01,9.991956127925246678e-01
